plot_name,trial_name,sensor_type,mission_date,variety_name,field_name,crop_area_fraction_blue-ndvi-based,crop_area_m2_blue-ndvi-based,crop_volume_m3_blue-ndvi-based,foreground,foreground_pre_dsm,ground_dilation_pix_blue-ndvi-based,max_crop_height_m_blue-ndvi-based,mean_blue,mean_blue_ndvi,mean_crop_height_m_blue-ndvi-based,mean_green,mean_ndyi,mean_nir,mean_nir_segmented,median_crop_height_m_blue-ndvi-based,median_ground_elevation_m_blue-ndvi-based,sd_crop_height_m_blue-ndvi-based,std_blue,std_blue_ndvi,std_green,std_ndyi,std_nir,std_nir_segmented
5101,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.041466940576732864,0.08390473007820977,0.0070141509583058585,1,1,50,0.131103515625,134.14669405767327,0.06648802012205124,0.0835966095328331,89.31281082913131,-0.2007320523262024,152.90114336701873,162.81451209341117,0.08251953125,512.3988647460938,0.019231576472520828,14.557869703227428,0.04028784856200218,10.528250289903141,0.029194504022598267,13.04740624368879,27.54407715638051
5102,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.12067951830563106,0.2441844605565204,0.02684820843809011,1,1,50,0.16314697265625,131.09245848118252,0.08346423506736755,0.10995052009820938,87.70752491820741,-0.1956576257944107,154.24094402135944,166.71404826044594,0.1119384765625,512.361328125,0.024768467992544174,18.1777280608755,0.07700157165527344,9.755845412227798,0.05378682166337967,15.335591005565245,27.827670182076766
5103,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.1890304778280041,0.38248665731010206,0.04834599767724018,1,1,50,0.20648193359375,126.71782356693197,0.09911663830280304,0.1263991743326187,87.36507529326937,-0.18190768361091614,154.42974708117254,174.19035393361452,0.12847900390625,512.3184814453125,0.0267687626183033,19.605399925166747,0.08839273452758789,12.272248425215524,0.06268886476755142,21.903871604700985,30.232476627990096
5104,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.09612024737236197,0.19449092577725566,0.02404220380875254,1,1,50,0.19384765625,133.2519412629302,0.0783107653260231,0.12361606955528259,89.58167170470618,-0.1950778216123581,155.3931612080202,167.8382140796307,0.12274169921875,512.26611328125,0.03127438947558403,16.398381879729154,0.06360584497451782,10.375854561478917,0.04442634433507919,14.470616423092336,24.92100056288172
5105,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.20160749240867934,0.4079351574256608,0.05055760749690292,1,1,50,0.174072265625,131.05474051171382,0.1058221310377121,0.12393540143966675,91.39049476734937,-0.17480875551700592,160.94045222828606,172.362472981782,0.12677001953125,512.2345581054688,0.024701470509171486,22.110862506986223,0.09355940669775009,12.67985263346532,0.06678194552659988,19.001721025476915,29.109451910251288
5106,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.036911036911036914,0.07391000128930393,0.006586345031267286,1,1,50,0.1455078125,139.7081767081767,0.06293889135122299,0.08911304175853729,92.74690074690075,-0.2017786055803299,158.1929411929412,164.80409633984448,0.08740234375,512.1962890625,0.025101225823163986,12.103186553079109,0.03959473595023155,7.984082638457307,0.025031009688973427,10.256402289647218,23.159940071328773
5107,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.1547246027958194,0.313071723735201,0.03825879132744516,1,1,50,0.1710205078125,135.24214064866885,0.09376189857721329,0.12220455706119537,92.87490056926259,-0.18284952640533447,162.35514930173684,179.48638741114937,0.12469482421875,512.156982421875,0.021450400352478027,20.581723515800192,0.09207738190889359,11.78696170813463,0.06679878383874893,17.57097872519216,28.62392645296612
5108,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.17446817446817448,0.3493519591188414,0.048535486027941895,1,1,50,0.2154541015625,135.14543914543916,0.09684183448553085,0.1389300525188446,94.07545307545307,-0.17778657376766205,163.85990885990887,185.80488685604237,0.14105224609375,512.111328125,0.028005139902234077,18.810960218137478,0.08426942676305771,12.375127109766138,0.06383761018514633,19.837605425622378,27.411514288389988
5109,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.22358495798552372,0.4524046441340353,0.06087445834500962,1,1,50,0.21759033203125,132.55714246096676,0.11901780962944031,0.1345575451850891,94.36064505393938,-0.16523393988609314,167.58893757453063,184.12561629817978,0.13482666015625,512.0679321289062,0.028994867578148842,22.11293743355077,0.09797801077365875,13.586690484987185,0.07593346387147903,21.134322473959347,29.043694249268885
5110,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.13438392634293797,0.27191414642047207,0.03761844965748493,1,1,50,0.21746826171875,137.09164840955103,0.09570398181676865,0.13834679126739502,94.22453479020494,-0.18372125923633575,165.63685210349703,183.40556157457567,0.14056396484375,512.03076171875,0.030891112983226776,19.64739005758082,0.07841066271066666,12.285008580196424,0.05475637689232826,19.27956929076884,27.842889235148572
5111,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.22391887408062822,0.4530803062996075,0.06940043924704282,1,1,50,0.22503662109375,131.58112591937177,0.12248636037111282,0.15317469835281372,94.5903472875076,-0.16026319563388824,167.69497594425704,187.33081221251504,0.15972900390625,511.99810791015625,0.03128645941615105,22.824681515503126,0.10494248569011688,14.439006099712813,0.08583346754312515,23.539189319277764,32.860883290224166
5112,lentilagile,ILCE-5100,2017-06-19,NA,Sutherland,0.14539372458511923,0.29659774015046925,0.030851579684229757,1,1,50,0.171295166015625,136.2966534784042,0.09775126725435257,0.10401825606822968,94.436078140455,-0.17963528633117676,165.33907572260688,181.15599754334576,0.104278564453125,511.9590148925781,0.02538028359413147,18.575640398392693,0.07600319385528564,11.438772949519672,0.05507374554872513,17.935793405623894,27.848759464287006
