"Plot","Entry","Name","Rep","Row","Column","Expt","Location","Year","Planting.Date","DTE","DTF","DTS","DTM","Plot.Biomass","Straw.Biomass","Seed.Mass","Plants.Harvested","SP.Plant.Mass","SP.Seed.Mass","SP.Straw.Mass","Plant.Length","Canopy.Height","Nodes.At.Flower","Node.Of.Flower","Lowest.Pod.Height"
"5677",92,"ILL 5722 AGL","2",15,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,45,61,85,614.7,366.09,248.61,52,12.8166666666667,12.8166666666667,0,36.5,27,13,9.5,6.5
"5678",26,"CN 105604 AGL","2",15,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,47,65,83,519.2,364.49,154.71,NA,8.68333333333333,8.68333333333333,0,32,23.5,12,9,7
"5679",32,"CN 105789 AGL","2",15,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,46,62,79,515.6,283.93,231.67,NA,12.4666666666667,12.4666666666667,0,28,17.5,13,11.5,6
"5680",248,"PI 431662 LSP AGL","2",15,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,50,68,85,764.9,484.92,279.98,60,18.7066666666667,18.7066666666667,0,34.5,23.5,10.5,7.5,14
"5681",199,"PI 308614 LSP AGL","2",15,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,52,70,87,785.4,520.1,265.3,42,10.3933333333333,10.3933333333333,0,32.5,16.5,10.5,7.5,6.5
"5682",279,"PI 432147 LSP AGL","2",15,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,50,70,87,938,678.85,259.15,47,41.64,41.64,0,38,23,11,8,12
"5683",89,"ILL 5209 AGL","2",15,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,65,85,717,436.31,280.69,NA,8.79666666666667,8.79666666666667,0,37,24,12.5,10,8
"5685",243,"PI 431622 LSP AGL","2",15,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,52,70,87,727.5,493.85,233.65,60,19.74,19.74,0,32.5,24.5,11,8,10.5
"5687",23,"CDC SB-1 AGL","2",15,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,48,70,86,720.2,417.54,302.66,48,13.0833333333333,13.0833333333333,0,34.5,26.5,10.5,7.5,10.5
"5688",262,"PI 431824 LSP AGL","2",15,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,45,69,86,719.6,471.12,248.48,50,14.2033333333333,14.2033333333333,0,39.5,27,12,9,10.5
"5690",63,"ILL 1983 AGL","2",15,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,47,65,83,530.5,374.19,156.31,NA,12.85,12.85,0,37.5,25,11.5,7.5,9
"5691",49,"IG 4258 AGL","2",15,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,46,65,82,381.6,257.66,123.94,NA,8.82,8.82,0,30,22,11.5,7.5,5
"5692",211,"PI 320954 LSP AGL","2",15,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,55,71,88,713,438.77,274.23,62,16.67,16.67,0,41.5,32,12,8.5,16
"5693",323,"W6 27766 LSP AGL","2",15,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,47,64,86,778.8,395.25,383.55,51,16.58,16.58,0,30,22,14,10,8.5
"5694",130,"PI 163589 AGL","2",15,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,53,70,84,862.9,537.35,325.55,58,19.75,19.75,0,40.5,34,14,10.5,12.5
"5695",219,"PI 339296 AGL","2",16,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,45,67,85,621.3,339.47,281.83,53,13.01,13.01,0,35.5,28.5,13,10,8
"5696",99,"ILL 6211 AGL","2",16,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,70,90,970.1,NA,NA,56,19.475,19.475,0,41,36,14,10.5,14
"5699",259,"PI 431753 LSP AGL","2",16,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,48,69,83,760.7,502.61,258.09,NA,15.6566666666667,15.6566666666667,0,31.5,23,11,8.5,8.5
"5700",22,"CDC Ruby AGL","2",16,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,53,71,90,1324.5,NA,NA,63,28.655,28.655,0,44.5,37,12,8,15
"5704",105,"ILL 7663 AGL","2",16,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,45,65,81,463.6,307.04,156.56,NA,13.4866666666667,13.4866666666667,0,30,19,13,10,9
"5707",33,"CN 105791 AGL","2",16,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,45,65,79,137.9,NA,NA,NA,13.985,13.985,0,28.5,22,10.5,7.5,4
"5710",146,"PI 207492 LSP AGL","2",16,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,55,65,86,700.6,439.16,261.44,63,15.6933333333333,15.6933333333333,0,38.5,25.5,11.5,8.5,13
"5711",10,"CDC KR-1 AGL","2",16,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,58,74,90,697.9,399.71,298.19,50,13.54,13.54,0,41.5,31,12.5,8.5,12
"5712",98,"ILL 6182 AGL","2",16,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,48,68,87,545.3,392.1,153.2,67,8.36,8.36,0,38.5,26,11,7.5,7.5
"5716",213,"PI 329167 LSP AGL","2",17,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,48,70,90,733.1,509.82,223.28,71,17.5466666666667,17.5466666666667,0,35,24,12.5,10,11
"5717",77,"ILL 4605 AGL","2",17,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,48,71,90,850.9,516.87,334.03,61,22.3166666666667,22.3166666666667,0,38,28,14,11,9
"5718",227,"PI 374117 LSP AGL","2",17,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,48,69,83,589.8,409.09,180.71,NA,18.6533333333333,18.6533333333333,0,30.5,21,11.5,8,10
"5720",46,"IG 1046 AGL","2",17,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,48,70,90,731.4,486.88,244.52,53,24.1966666666667,24.1966666666667,0,34.5,27,11,8.5,10.5
"5723",88,"ILL 5151 AGL","2",17,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,48,69,83,633.2,451.81,181.39,NA,8.62,8.62,0,30,24.5,12,8,8.5
"5724",152,"PI 217949 LSP AGL","2",17,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,45,64,81,630.5,419.35,211.15,NA,13.7866666666667,13.7866666666667,0,31.5,19.5,12.5,8.5,7
"5725",91,"ILL 5639 AGL","2",17,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,48,69,86,813.8,513.52,300.28,53,20.84,20.84,0,35.5,30,13.5,10.5,10
"5726",172,"PI 298023 LSP AGL","2",17,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,46,70,88,777.5,573.12,204.38,52,19.49,19.49,0,38,30,11.5,8.5,14.5
"5727",300,"PI 472488 LSP AGL","2",17,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,45,65,81,431.3,304.18,127.12,NA,12.0733333333333,12.0733333333333,0,30.5,20.5,13,9,7.5
"5728",110,"ILL 7978 AGL","2",17,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,45,64,81,782.8,428.49,354.31,NA,21.1266666666667,21.1266666666667,0,32,24,14.5,10.5,8.5
"5729",285,"PI 432236 LSP AGL","2",17,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,50,69,83,770.6,527.04,243.56,NA,22.84,22.84,0,33.5,25.5,12.5,9.5,8.5
"5730",42,"Crimson AGL","2",17,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,55,73,89,932,519.09,412.91,63,30.9133333333333,30.9133333333333,0,38,29.5,10.5,7.5,14.5
"5731",281,"PI 432188 LSP AGL","2",18,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,46,72,89,792.6,603.53,189.07,39,22.425,22.425,0,42,30.5,11.5,8,12.5
"5732",145,"PI 193550 AGL","2",18,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,41,61,79,NA,NA,349.57,NA,17.0633333333333,17.0633333333333,0,37.5,28,11,7.5,11
"5733",232,"PI 383682 LSP AGL","2",18,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,48,70,88,845.1,637.91,207.19,56,13.6733333333333,13.6733333333333,0,37.5,29.5,12.5,9.5,11
"5734",15,"CDC Redcoat AGL","2",18,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,58,73,90,1395.7,737.06,658.64,66,23.3733333333333,23.3733333333333,0,44.5,36.5,13,8,14
"5735",267,"PI 431923 LSP AGL","2",18,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,53,71,88,1144.8,728.65,416.15,62,21.3866666666667,21.3866666666667,0,47,30,13,8.5,16
"5736",75,"ILL 4164 AGL","2",18,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,46,65,81,813.1,491.82,321.28,NA,12.7,12.7,0,26,19.5,11,7.5,8
"5737",76,"ILL 4400 AGL","2",18,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,53,67,90,1029.6,628.96,400.64,66,19.5066666666667,19.5066666666667,0,39,30.5,14.5,11,16.5
"5739",67,"ILL 2507 AGL","2",18,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,45,64,81,578.7,365.48,213.22,NA,20.9166666666667,20.9166666666667,0,34.5,25.5,13.5,10,11.5
"5740",198,"PI 302398 LSP AGL","2",18,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,45,65,82,811.4,NA,NA,NA,23.71,23.71,0,32.5,20.5,13.5,10,9
"5741",184,"PI 299121 LSP AGL","2",18,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,46,67,90,916.5,620.03,296.47,56,14.9366666666667,14.9366666666667,0,35.5,25.5,12,8.5,10.5
"5742",117,"ILL 8595 AGL","2",18,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,48,71,90,861.6,459.02,402.58,40,28.2366666666667,28.2366666666667,0,39.5,32.5,11,8,11.5
"5749",216,"PI 339285 AGL","3",1,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,69,87,876.6,671.35,205.25,46,26.7433333333333,26.7433333333333,0,40,30.5,10,8,10.5
"5750",158,"PI 273664 LSP AGL","3",1,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,50,69,89,953.5,629.91,323.59,41,35.5466666666667,35.5466666666667,0,34.5,27.5,12,7.5,10
"5751",287,"PI 432271 LSP AGL","3",1,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,55,73,90,979.7,731.52,248.18,42,20.3233333333333,20.3233333333333,0,31.5,27,12,8,9.5
"5752",264,"PI 431873 LSP AGL","3",1,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,48,69,88,596.6,433.57,163.03,52,17.56,17.56,0,31,22.5,11,8.5,6
"5753",56,"ILL 11553 AGL","3",1,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,45,65,83,570.2,450.34,119.86,NA,15.12,15.12,0,31.5,17.5,10,14,6
"5754",123,"ILL 9977 AGL","3",1,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,42,65,81,491,351.74,139.26,NA,17.5266666666667,17.5266666666667,0,26,16.5,9.5,6.5,4
"5756",219,"PI 339296 AGL","3",1,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,46,66,89,646.2,419.64,226.56,44,22.6466666666667,22.6466666666667,0,31.5,22,10,6.5,6
"5757",233,"PI 420818 AGL","3",1,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,50,73,90,654.3,427.71,226.59,38,30.1733333333333,30.1733333333333,0,39,32,14.5,10,9.5
"5758",171,"PI 297787 LSP AGL","3",1,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,48,69,88,1080.8,785.48,295.32,48,26.4366666666667,26.4366666666667,0,38.5,32.5,10.5,7.5,8.5
"5759",89,"ILL 5209 AGL","3",1,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,47,65,89,738.1,465.21,272.89,61,12.6933333333333,12.6933333333333,0,36.5,31,15,11.5,9.5
"5762",319,"Shasta AGL","3",1,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,73,89,657.7,NA,NA,25,33.125,33.125,0,41.5,31,10.5,7.5,11.5
"5763",305,"PI 472590 LSP AGL","3",1,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,73,87,842.9,691.46,151.44,55,32.2466666666667,32.2466666666667,0,36,28,11,8,11.5
"5764",290,"PI 458503 LSP AGL","3",1,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,67,90,577.7,418.92,158.78,44,17.79,17.79,0,30.5,20,11.5,8.5,5.5
"5766",270,"PI 432001 LSP AGL","3",1,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,70,87,553.2,451.88,101.32,29,14.1233333333333,14.1233333333333,0,38,27.5,12,8.5,11
"5767",254,"PI 431714 LSP AGL","3",2,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,51,69,87,773,583.34,189.66,41,25.8966666666667,25.8966666666667,0,31.5,23,11,7.5,8
"5770",28,"CN 105715 AGL","3",2,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,41,64,83,586.5,354.88,231.62,NA,12.0333333333333,12.0333333333333,0,31.5,21.5,10.5,7,5
"5771",304,"PI 472588 LSP AGL","3",2,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,66,86,523.4,397.42,125.98,44,22.33,22.33,0,27,18.5,10.5,8,7.5
"5772",223,"PI 368647 LSP AGL","3",2,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,73,89,768.8,520.05,248.75,32,21.3133333333333,21.3133333333333,0,39,28.5,10,7.5,12
"5773",244,"PI 431630 LSP AGL","3",2,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,69,89,602.5,393.39,209.11,42,18.5633333333333,18.5633333333333,0,35.5,25,10,7,9.5
"5776",172,"PI 298023 LSP AGL","3",2,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,46,69,87,345,250.93,94.07,25,17.5133333333333,17.5133333333333,0,39,35,10,10,10
"5778",213,"PI 329167 LSP AGL","3",2,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,69,87,737.8,530.78,207.02,64,14.14,14.14,0,32,20,12.5,9.5,11
"5779",53,"ILL 10748 AGL","3",2,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,70,87,756.8,525.5,231.3,63,22.8066666666667,22.8066666666667,0,30.5,22,13,10,8.5
"5780",232,"PI 383682 LSP AGL","3",2,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,69,87,525.5,431.95,93.55,47,18.26,18.26,0,32,22,11,8,9
"5782",55,"ILL 11548 AGL","3",2,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,42,65,86,834.9,508.91,325.99,53,25.7033333333333,25.7033333333333,0,35,26,10.5,7.5,7
"5785",95,"ILL 5945 AGL","3",3,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,42,61,79,507.3,NA,NA,48,NA,NA,NA,36.5,25,12.5,8.5,10
"5786",280,"PI 432184 LSP AGL","3",3,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,45,66,85,1041.7,789.18,252.52,52,34.38,34.38,0,36.5,25.5,10.5,6.5,10.5
"5787",253,"PI 431710 LSP AGL","3",3,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,48,66,86,851.2,661.1,190.1,55,13.26,13.26,0,35,23,10,7.5,8
"5790",152,"PI 217949 LSP AGL","3",3,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,44,64,80,200.6,NA,NA,39,NA,NA,NA,25,18.5,11,7,3.5
"5791",46,"IG 1046 AGL","3",3,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,46,65,88,820.4,NA,NA,56,23.1266666666667,23.1266666666667,0,35,29,12,8,8
"5792",188,"PI 299165 AGL","3",3,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,65,88,625.4,356.28,269.12,38,33.5466666666667,33.5466666666667,0,34,20,13,9.5,8
"5794",75,"ILL 4164 AGL","3",3,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,14,48,64,83,598.5,412.75,185.75,NA,25.53,25.53,0,27,18,11.5,8.5,8
"5795",311,"PI 508090 AGL","3",3,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,45,72,85,645.1,374.46,270.64,42,26.5366666666667,26.5366666666667,0,41.5,30.5,10.5,6,9.5
"5796",10,"CDC KR-1 AGL","3",3,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,55,73,83,374,320.56,NA,NA,17.16,17.16,0,34.5,31.5,11,8,12
"5797",183,"PI 299120 LSP AGL","3",3,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,47,66,87,611.3,NA,NA,45,14.855,14.855,0,34.5,25,12.5,8.5,8.5
"5799",165,"PI 297285 LSP AGL","3",3,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,53,77,90,1140.5,769.4,371.1,31,40.5966666666667,40.5966666666667,0,40.5,35,11.5,8,19
"5800",192,"PI 299312 AGL","3",3,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,55,74,90,1065,738.15,326.85,46,22.3666666666667,22.3666666666667,0,41,34.5,13.5,9.5,12.5
"5801",203,"PI 320936 LSP AGL","3",3,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,51,69,88,684,416.76,267.24,65,18.4,18.4,0,37,31.5,12.5,8.5,10.5
"5804",159,"PI 280686 AGL","3",4,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,45,65,85,534.6,369.12,165.48,25,15.5433333333333,15.5433333333333,0,34,23,12,9,11
"5805",222,"PI 358602 LSP AGL","3",4,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,53,73,87,931.7,710.38,221.32,42,19.8066666666667,19.8066666666667,0,38.5,28,10.5,8,8
"5809",129,"LIRL-22-46 AGL","3",4,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,45,66,86,482.8,339.18,143.62,47,16.6333333333333,16.6333333333333,0,26,20,13.5,10,5
"5810",218,"PI 339292 LSP AGL","3",4,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,67,87,756.5,473.68,282.82,54,21.97,21.97,0,32,23,11,7.5,8
"5812",121,"ILL 9932 AGL","3",4,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,44,65,81,358.1,NA,NA,NA,7.65,7.65,0,27,19,11,8,4
"5813",33,"CN 105791 AGL","3",4,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,46,67,81,154.8,NA,NA,42,NA,NA,NA,28,21,13.5,9.5,5
"5816",186,"PI 299163 LSP AGL","3",4,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,51,73,90,527.4,399.8,127.6,37,24.4,24.4,0,36,25.5,11,8,13
"5817",63,"ILL 1983 AGL","3",4,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,46,67,83,373,288.31,84.69,NA,12.44,12.44,0,34,18,12.5,8.5,3.5
"5819",82,"ILL 4782 AGL","3",4,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,41,63,82,587.8,384.36,203.44,NA,16.2033333333333,16.2033333333333,0,25.5,18,12,9.5,6
"5820",32,"CN 105789 AGL","3",4,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,41,61,79,456,NA,NA,53,NA,NA,NA,26,17,13.5,10,5
"5821",180,"PI 298922 LSP AGL","3",5,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,64,90,1024.9,611.02,413.88,63,39.96,39.96,0,32.5,28,11,7,10.5
"5822",292,"PI 468901 AGL","3",5,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,60,74,90,1038,674.05,363.95,44,13.4333333333333,13.4333333333333,0,45,39,14,10,21
"5823",176,"PI 298631 LSP AGL","3",5,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,55,77,90,1097,804.15,292.85,44,24.6533333333333,24.6533333333333,0,37,29,12,8.5,15.5
"5824",52,"ILL 10657 AGL","3",5,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,45,63,85,541.5,343.99,197.51,54,5.64333333333333,5.64333333333333,0,30.5,22.5,12.5,9,4.5
"5825",161,"PI 289066 AGL","3",5,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,59,71,87,862.1,589.83,272.27,42,11.85,11.85,0,34.5,25.5,15,10,11.5
"5826",211,"PI 320954 LSP AGL","3",5,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,73,87,1118,659.51,458.49,51,8.42333333333333,8.42333333333333,0,39,32,13,9.5,13
"5827",220,"PI 343026 LSP AGL","3",5,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,69,86,822.7,653.76,168.94,58,17.7633333333333,17.7633333333333,0,42,28,14,10,12
"5828",237,"PI 426202 LSP AGL","3",5,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,70,86,723.2,526.68,196.52,53,22.895,22.895,0,38,21,12.5,9.5,11
"5829",184,"PI 299121 LSP AGL","3",5,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,45,65,86,658.4,421.01,237.39,53,18.63,18.63,0,31.5,20,14,9.5,6
"5831",242,"PI 431618 LSP AGL","3",5,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,67,88,1158.2,759.93,398.27,34,33.5566666666667,33.5566666666667,0,44.5,36,12,9.5,13.5
"5832",54,"ILL 11547 AGL","3",5,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,41,65,85,977.8,626.08,351.72,58,29.8933333333333,29.8933333333333,0,38.5,29.5,12.5,8.5,9.5
"5833",125,"ILWL 118 AGL","3",5,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,66,85,785.6,583.88,201.72,57,21.13,21.13,0,37.5,25.5,10,7,9.5
"5835",45,"Gudo AGL","3",5,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,44,65,86,694.6,419.74,274.86,46,17.0966666666667,17.0966666666667,0,27,16,14,10,5
"5837",263,"PI 431863 LSP AGL","3",5,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,69,86,NA,NA,NA,NA,NA,NA,NA,34,23.5,12,9.5,12
"5838",62,"ILL 1762 AGL","3",5,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,49,70,87,901.9,759.96,141.94,56,28.6566666666667,28.6566666666667,0,34.5,26,13.5,10,12
"5839",202,"PI 320935 LSP AGL","3",6,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,68,86,900.4,709.11,191.29,59,50.7766666666667,50.7766666666667,0,37,25,14.5,10.5,10
"5840",42,"Crimson AGL","3",6,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,53,72,86,1104.4,755.42,348.98,45,47.2233333333333,47.2233333333333,0,38,27,10.5,7.5,13.5
"5841",296,"PI 472213 LSP AGL","3",6,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,65,83,483.3,368.28,115.02,NA,21.3433333333333,21.3433333333333,0,32.5,27.5,13,8.5,10
"5842",205,"CN 105866 AGL","3",6,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,71,87,1097.5,908.36,189.14,42,35.99,35.99,0,39,30.5,16,12,10.5
"5843",298,"PI 472380 LSP AGL","3",6,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,41,65,82,570.5,431.52,138.98,NA,16.9033333333333,16.9033333333333,0,31.5,17,13,9,3
"5845",77,"ILL 4605 AGL","3",6,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,68,89,910.4,570.96,339.44,42,31.7,31.7,0,35.5,23.5,14.5,11,11
"5847",164,"PI 290716 LSP AGL","3",6,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,71,87,855.2,606.14,249.06,53,27.955,27.955,0,36,26.5,12,9,13
"5848",48,"IG 1959 AGL","3",6,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,69,86,869.9,581.1,288.8,64,22.67,22.67,0,33.5,26,11.5,9,10.5
"5849",105,"ILL 7663 AGL","3",6,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,42,66,83,648.6,476.87,171.73,NA,19.1266666666667,19.1266666666667,0,30,17,12,9.5,7
"5850",19,"CDC Rosetown AGL","3",6,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,56,75,90,1352.9,796.85,556.05,50,36.9366666666667,36.9366666666667,0,47,40.5,12,9,16.5
"5851",297,"PI 472327 LSP AGL","3",6,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,43,65,83,726.9,601.86,125.04,NA,19.6066666666667,19.6066666666667,0,32,18,11,8,6
"5853",194,"PI 299351 LSP AGL","3",6,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,50,69,90,813.4,NA,NA,54,28.345,28.345,0,31,23.5,12,8.5,9.5
"5854",170,"PI 297783 AGL","3",6,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,41,64,80,629,374.77,254.23,NA,10.1066666666667,10.1066666666667,0,30,22.5,14,9.5,9
"5855",261,"PI 431809 LSP AGL","3",6,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,47,65,85,755.5,475.54,279.96,63,15.57,15.57,0,35.5,25.5,11,8,10
"5856",66,"PI 431893 LSP AGL","3",6,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,49,69,87,1059.6,815.74,243.86,60,33.2133333333333,33.2133333333333,0,46,35,10.5,8,13
"5857",78,"ILL 4609 AGL","3",7,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,46,65,87,794.2,450.78,343.42,NA,23.9033333333333,23.9033333333333,0,34,25,14,9.5,9
"5858",67,"ILL 2507 AGL","3",7,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,41,63,80,832.9,603.75,229.15,NA,11.5033333333333,11.5033333333333,0,36,24.5,14,9,8.5
"5859",234,"PI 420924 LSP AGL","3",7,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,47,67,87,629.5,434.88,194.62,54,28.4533333333333,28.4533333333333,0,36,24,13,9,12.5
"5860",260,"PI 431756 LSP AGL","3",7,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,65,87,852.7,579.27,273.43,61,18.0766666666667,18.0766666666667,0,34,23.5,11,7.5,10.5
"5861",149,"PI 211052 LSP AGL","3",7,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,68,88,718.3,NA,NA,44,28.095,28.095,0,42,28.5,10.5,7.5,11.5
"5862",109,"ILL 7946 AGL","3",7,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,45,66,83,654.6,420.89,233.71,NA,13.9966666666667,13.9966666666667,0,36.5,19.5,14,9.5,6
