"Plot","Entry","Name","Rep","Row","Column","Expt","Location","Year","Planting.Date","DTE","DTF","DTS","DTM","Plot.Biomass","Straw.Biomass","Seed.Mass","Plants.Harvested","SP.Plant.Mass","SP.Seed.Mass","SP.Straw.Mass","Plant.Length","Canopy.Height","Nodes.At.Flower","Node.Of.Flower","Lowest.Pod.Height"
"5863",208,"PI 320946 LSP AGL","3",7,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,66,85,794.3,477.19,317.11,52,18.6866666666667,18.6866666666667,0,35.5,25.5,14,10.5,8
"5864",135,"PI 178952 AGL","3",7,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,69,87,620.9,416.17,204.73,56,13.8966666666667,13.8966666666667,0,34,25,12,8,10
"5865",279,"PI 432147 LSP AGL","3",7,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,69,87,903.2,660.46,242.74,58,30.4633333333333,30.4633333333333,0,33,22,12,9,10
"5866",44,"Eston AGL","3",7,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,69,90,1066.6,654.74,411.86,62,8.41666666666667,8.41666666666667,0,41.5,36.5,12.5,9.5,13
"5867",197,"PI 300250 LSP AGL","3",7,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,48,65,87,617,413.62,203.38,45,13.1666666666667,13.1666666666667,0,29.5,22,11,8.5,5.5
"5869",58,"ILL 11557 AGL","3",7,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,43,63,79,249,NA,NA,49,NA,NA,NA,28.5,19,12.5,8.5,5.5
"5870",100,"ILL 624 AGL","3",7,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,51,71,89,1102.6,654.42,448.18,43,17.945,17.945,0,40.5,28,12,8,10.5
"5872",303,"PI 472569 LSP AGL","3",7,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,42,65,81,525.7,407.89,117.81,NA,10.2866666666667,10.2866666666667,0,29,18,12.5,9,4.5
"5873",18,"CDC Rosebud AGL","3",7,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,73,87,1156.8,675.28,481.52,53,12.3533333333333,12.3533333333333,0,40.5,32.5,10,6.5,12.5
"5874",68,"ILL 2580 AGL","3",7,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,41,63,83,753.3,559.04,194.26,NA,19.41,19.41,0,38,19.5,14,11,6.5
"5876",295,"PI 472205 LSP AGL","3",8,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,44,64,83,503.3,369.79,133.51,NA,19.8066666666667,19.8066666666667,0,32.5,21,13,8.5,10
"5877",321,"W6 27760 LSP AGL","3",8,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,53,65,83,405.5,248.34,157.16,NA,13.09,13.09,0,34.5,30,12.5,9.5,9.5
"5878",236,"PI 420929 LSP AGL","3",8,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,51,69,80,127.2,NA,NA,32,NA,NA,NA,28.5,19.5,15,10.5,8.5
"5879",160,"PI 283604 LSP AGL","3",8,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,73,89,841.7,609.97,231.73,50,22.28,22.28,0,34.5,24.5,14.5,11,11
"5880",275,"PI 432085 LSP AGL","3",8,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,65,86,830.6,574.57,256.03,35,24.2533333333333,24.2533333333333,0,36.5,28,13.5,9.5,10.5
"5881",147,"PI 518731 LSP AGL","3",8,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,50,67,87,838.5,467.32,371.18,63,13.6033333333333,13.6033333333333,0,35,30,14,9,9.5
"5882",79,"ILL 4665 AGL","3",8,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,72,89,873.6,527.51,346.09,55,31.2666666666667,31.2666666666667,0,39.5,29.5,14,11,12.5
"5884",61,"ILL 1553 AGL","3",8,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,46,69,87,746.3,488.63,257.67,52,27.02,27.02,0,35.5,21,12.5,8.5,9
"5885",76,"ILL 4400 AGL","3",8,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,51,65,90,883.9,525.12,358.78,49,19.39,19.39,0,30,22.5,14,9,11
"5886",166,"PI 297287 AGL","3",8,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,52,73,90,1022.8,634.56,388.24,53,19.55,19.55,0,35,22,12.5,10,9
"5887",317,"PI 643451 AGL","3",8,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,46,65,83,603.5,447.65,155.85,NA,NA,NA,NA,30.5,15.5,10.5,7,4.5
"5888",143,"PI 193547 LSP AGL","3",8,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,52,69,85,581.3,387.07,194.23,48,12.77,12.77,0,33.5,24,12,8.5,14
"5889",306,"PI 472615 LSP AGL","3",8,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,15,46,65,82,226.9,164.9,62,NA,5.17,5.17,0,29,18,13.5,10,11
"5890",240,"PI 426797 LSP AGL","3",8,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,44,63,80,98.7,NA,NA,33,NA,NA,NA,26,14,14,10,5
"5891",96,"ILL 6002 AGL","3",8,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,67,87,1005.5,597.97,407.53,61,26.8666666666667,26.8666666666667,0,41,29,12,7,13.5
"5892",139,"PI 181771 LSP AGL","3",8,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,50,69,86,1075.9,686.83,389.07,56,35.9666666666667,35.9666666666667,0,42,25,12.5,9,13
"5894",114,"ILL 8010 AGL","3",9,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,45,65,81,739.6,559.1,180.5,NA,11.6366666666667,11.6366666666667,0,31,20.5,12.5,8,9
"5895",132,"PI 175754 LSP AGL","3",9,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,46,71,87,1233.4,966.83,266.57,51,33.4466666666667,33.4466666666667,0,37.5,26,12,8,11
"5896",8,"CDC Imax AGL","3",9,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,70,90,969,588.15,380.85,41,14.5266666666667,14.5266666666667,0,46.5,38.5,16,12,13.5
"5897",91,"ILL 5639 AGL","3",9,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,69,87,824.1,553.38,270.72,36,21.3433333333333,21.3433333333333,0,33.5,24,12.5,8.5,9.5
"5899",137,"PI 179324 LSP AGL","3",9,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,65,87,900.4,558.98,341.42,51,19.66,19.66,0,32.5,23,12.5,9,10
"5902",124,"ILL 9997 AGL","3",9,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,41,64,83,762.8,545.49,217.31,NA,33.0933333333333,33.0933333333333,0,33,18.5,13,8.5,7.5
"5903",173,"PI 298121 LSP AGL","3",9,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,48,71,88,920.2,568.23,351.97,36,34.91,34.91,0,43,31.5,13,9,11.5
"5904",265,"PI 431884 LSP AGL","3",9,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,42,69,88,913.7,651.03,262.67,48,29.2966666666667,29.2966666666667,0,42.5,33,13.5,10,9.5
"5906",11,"CDC LeMay AGL","3",9,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,56,73,89,1069.9,663.08,406.82,51,17.2433333333333,17.2433333333333,0,40.5,33.5,13.5,10.5,14.5
"5907",88,"ILL 5151 AGL","3",9,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,67,82,706.6,489.6,217,NA,13.1666666666667,13.1666666666667,0,33.5,18,11,8,7
"5908",73,"ILL 358 AGL","3",9,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,68,85,954.4,625.85,328.55,54,31.9933333333333,31.9933333333333,0,40,33,15,10.5,11
"5909",110,"ILL 7978 AGL","3",9,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,40,65,83,901.8,725.12,176.68,NA,17.85,17.85,0,30.5,23,7.5,NA,8
"5911",228,"PI 374118 AGL","3",10,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,65,83,620.7,445.2,175.5,NA,12.6966666666667,12.6966666666667,0,31,20.5,12.5,8.5,7.5
"5912",226,"PI 374116 LSP AGL","3",10,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,69,90,1300.3,738.72,561.58,63,23.9966666666667,23.9966666666667,0,44,32.5,15,11,13
"5913",92,"ILL 5722 AGL","3",10,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,42,63,83,551.9,337.88,214.02,NA,18.6933333333333,18.6933333333333,0,32,24.5,10,6,6.5
"5915",104,"ILL 7558 AGL","3",10,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,69,87,887.2,540.02,347.18,34,23.42,23.42,0,35.5,23,12.5,9.5,10
"5916",238,"PI 426778 LSP AGL","3",10,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,67,87,1033.9,724.26,309.64,47,25.3366666666667,25.3366666666667,0,35,24.5,13.5,11,9.5
"5918",119,"ILL 975 AGL","3",10,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,45,64,82,774.6,527.84,246.76,NA,19.3033333333333,19.3033333333333,0,33,24,16,10.5,7
"5919",191,"PI 299289 AGL","3",10,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,47,71,89,978.1,612.85,365.25,54,46.8566666666667,46.8566666666667,0,36.5,31.5,12.5,9.5,11.5
"5920",190,"PI 299237 LSP AGL","3",10,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,67,89,1266.6,809.33,457.27,59,24.675,24.675,0,36.5,26,12.5,10,11
"5922",47,"IG 1706 AGL","3",10,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,71,87,794.9,702.6,92.3,34,43.71,43.71,0,36,20,13,8,7.5
"5923",288,"PI 432286 LSP AGL","3",10,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,51,70,87,805.6,636.95,168.65,53,27.13,27.13,0,34,23,12.5,8,10.5
"5924",25,"CDC Vantage AGL","3",10,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,72,91,1262.1,825.45,436.65,45,19.2066666666667,19.2066666666667,0,43.5,33.5,13.5,10,12.5
"5925",324,"W6 27767 LSP AGL","3",10,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,47,65,83,461.6,NA,NA,49,NA,NA,NA,29,22,12,9.5,5.5
"5929",97,"ILL 618 AGL","3",11,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,69,85,808.9,591.13,217.77,52,29.5633333333333,29.5633333333333,0,54,27,13,8.5,13
"5930",291,"PI 468900 LSP AGL","3",11,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,51,67,90,981.5,545.05,436.45,62,19.14,19.14,0,43,33,13,9,14
"5931",146,"PI 207492 LSP AGL","3",11,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,69,86,965.1,602.86,362.24,63,29.995,29.995,0,41.5,30,12,8,10
"5932",29,"CN 105732 AGL","3",11,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,51,72,87,1080.9,700.89,380.01,65,17.6866666666667,17.6866666666667,0,44,30.5,12.5,8,15
"5933",12,"CDC Maxim AGL","3",11,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,53,67,90,1301.2,695.41,605.79,64,16.33,16.33,0,45.5,37.5,11.5,8.5,13.5
"5934",299,"PI 472416 LSP AGL","3",11,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,65,83,568.7,408.16,160.54,NA,21.6533333333333,21.6533333333333,0,32.5,17,14,11,5
"5935",229,"PI 374120 LSP AGL","3",11,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,56,71,87,1286.5,924.81,361.69,53,12.8166666666667,12.8166666666667,0,44,31.5,14,10,15
"5937",113,"ILL 8009 AGL","3",11,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,41,62,79,114.3,NA,NA,44,NA,NA,NA,24,18,12.5,8,5.5
"5938",122,"ILL 9945 AGL","3",11,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,41,65,82,775.3,519.75,255.55,NA,18.6033333333333,18.6033333333333,0,32,25.5,14.5,10.5,5
"5939",5,"CDC Cherie AGL","3",11,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,53,72,87,995.1,474.72,520.38,58,6.48666666666667,6.48666666666667,0,44,35.5,14.5,10.5,13
"5940",204,"PI 320937 LSP AGL","3",11,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,58,74,89,827.2,513.93,313.27,64,17.6033333333333,17.6033333333333,0,41.5,35,14,9,16
"5942",120,"ILL 9888 AGL","3",11,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,42,63,81,930.3,557.77,372.53,NA,20.63,20.63,0,32.5,24,11,7.5,6
"5944",316,"PI 612875 AGL","3",11,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,43,65,79,135.5,NA,NA,43,NA,NA,NA,28.5,21.5,12,8.5,5
"5945",41,"CN 108370 AGL","3",11,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,57,76,89,826.8,606.98,219.82,43,16.83,16.83,0,39,33,14.5,10,15
"5946",322,"W6 27763 LSP AGL","3",11,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,45,64,86,924.7,611.59,313.11,64,28.4166666666667,28.4166666666667,0,36,19.5,13.5,9.5,7
"5947",133,"PI 177430 LSP AGL","3",12,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,52,65,89,611.2,438.75,172.45,56,32.1266666666667,32.1266666666667,0,33.5,27.5,10,7.5,11
"5948",117,"ILL 8595 AGL","3",12,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,46,67,89,966.7,537.57,429.13,53,27.81,27.81,0,43,34.5,12,8.5,10
"5950",272,"PI 432005 LSP AGL","3",12,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,71,87,924,636.67,287.33,64,24.2833333333333,24.2833333333333,0,39.5,30,11.5,8,9.5
"5951",308,"PI 477921 LSP AGL","3",12,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,46,71,87,970.5,518.08,452.42,53,39.94,39.94,0,41,33,12,9,10
"5952",39,"CN 106265 AGL","3",12,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,55,74,90,1307.1,683.99,623.11,60,25.0533333333333,25.0533333333333,0,45.5,38,15.5,12.5,15
"5954",250,"PI 431679 LSP AGL","3",12,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,69,86,853.6,592.96,260.64,60,33.2066666666667,33.2066666666667,0,33.5,24,14,11.5,10.5
"5955",300,"PI 472488 LSP AGL","3",12,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,42,64,80,403.9,NA,NA,53,NA,NA,NA,31,21.5,13.5,9,6.5
"5956",156,"PI 250158 LSP AGL","3",12,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,42,63,80,358.2,263.21,94.99,NA,4.73,4.73,0,28,16,14,10,4
"5957",174,"PI 298122 LSP AGL","3",12,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,71,89,1032,512.21,519.79,59,20.97,20.97,0,41,30.5,13,10,11.5
"5958",1,"CDC Asterix AGL","3",12,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,72,89,1228.7,672.13,556.57,69,18.5033333333333,18.5033333333333,0,40.5,32.5,13.5,10,12
"5959",51,"IG 858 AGL","3",12,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,69,87,1341.5,NA,NA,NA,18.04,18.04,0,44.5,31.5,13.5,10,8.5
"5960",246,"PI 431636 LSP AGL","3",12,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,47,67,87,854.4,631.71,222.69,57,25.15,25.15,0,38.5,29.5,11,8.5,8
"5961",101,"ILL 6821 AGL","3",12,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,65,81,593.8,367.61,226.19,NA,14.0466666666667,14.0466666666667,0,29.5,23,14.5,10,8
"5962",141,"PI 182217 LSP AGL","3",12,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,70,87,1075.8,793.53,282.27,51,20.85,20.85,0,39,27,13.5,9.5,12.5
"5963",309,"PI 490288 LSP AGL","3",12,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,73,87,1123.4,670.18,453.22,46,48.5966666666667,48.5966666666667,0,42.5,32.5,13.5,10,13
"5964",215,"PI 339283 LSP AGL","3",12,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,69,83,850.7,696.53,154.17,NA,20.39,20.39,0,39,23,11,7,11
"5965",34,"CN 105862 AGL","3",13,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,53,69,87,803.5,567.37,236.13,38,27.4266666666667,27.4266666666667,0,42,33.5,13.5,9.5,16.5
"5967",144,"PI 193548 LSP AGL","3",13,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,41,63,81,710.6,384.95,325.65,NA,9.89,9.89,0,28.5,19.5,13.5,10.5,5
"5968",70,"ILL 3025 AGL","3",13,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,42,65,82,728.5,530.37,198.13,NA,13.3433333333333,13.3433333333333,0,34.5,16.5,14.5,10,4.5
"5969",142,"PI 193546 AGL","3",13,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,65,86,865.6,587.28,278.32,53,31.9166666666667,31.9166666666667,0,32,20.5,12.5,8.5,5.5
"5970",134,"PI 178939 LSP AGL","3",13,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,52,74,89,1036.3,694.5,341.8,49,20.7233333333333,20.7233333333333,0,46.5,32,14.5,10,12
"5971",207,"PI 320945 LSP AGL","3",13,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,48,70,87,777.3,492.13,285.17,48,20.48,20.48,0,36.5,29.5,13.5,9.5,8
"5972",318,"PI 643452 AGL","3",13,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,42,65,83,809.2,636.17,173.03,NA,18.8733333333333,18.8733333333333,0,32.5,16,13,9.5,5.5
"5973",57,"ILL 11555 AGL","3",13,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,41,65,85,688.7,558.96,129.74,53,9.81333333333333,9.81333333333333,0,31.5,21,12.5,10,8
"5974",267,"PI 431923 LSP AGL","3",13,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,70,87,904.2,615.05,289.15,51,30.5566666666667,30.5566666666667,0,46,24,14,9.5,14.5
"5975",71,"ILL 313 AGL","3",13,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,47,67,87,1065.5,675.33,390.17,52,36.1666666666667,36.1666666666667,0,41,19.5,12.5,9,7
"5976",131,"PI 169534 LSP AGL","3",13,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,52,71,87,1001.1,640.56,360.54,59,16.955,16.955,0,51.5,38,15,10,15.5
"5978",163,"PI 289079 LSP AGL","3",13,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,54,74,87,1273.8,773.63,500.17,68,21.1233333333333,21.1233333333333,0,45.5,30,11.5,8,13
"5979",200,"PI 311107 LSP AGL","3",13,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,51,69,88,878.8,560.4,318.4,57,13.9466666666667,13.9466666666667,0,40,27.5,15,10,10.5
"5980",140,"PI 181886 LSP AGL","3",13,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,66,87,1023.2,568.14,455.06,57,29.245,29.245,0,37.5,29,15,11,9.5
"5981",269,"PI 432000 LSP AGL","3",13,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,70,87,1031.1,595.04,436.06,58,33.43,33.43,0,43,29,12.5,8,11.5
"5983",252,"PI 431705 LSP AGL","3",14,18,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,68,87,234.2,13.18,221.02,55,11.73,11.73,0,34.5,20,11.5,8,9
"5984",136,"PI 178971 LSP AGL","3",14,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,52,69,86,1136.9,783.25,353.65,60,44.04,44.04,0,41.5,22,12.5,8.5,11.5
"5985",227,"PI 374117 LSP AGL","3",14,16,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,46,67,85,836.9,492.17,344.73,57,19.73,19.73,0,29,22,13,9,5
"5987",258,"PI 431739 LSP AGL","3",14,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,48,69,87,925.2,752.31,172.89,46,29.39,29.39,0,33,18.5,11,8.5,6.5
"5988",247,"PI 431643 LSP AGL","3",14,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,70,87,1072.6,NA,NA,58,40.135,40.135,0,43.5,32,13.5,10,11.5
"5989",148,"PI 209858 LSP AGL","3",14,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,61,70,90,930.1,754.71,175.39,43,21.7233333333333,21.7233333333333,0,34,22.5,16.5,13,16
"5990",21,"CDC Royale AGL","3",14,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,57,73,92,1040.9,609.7,431.2,46,20.29,20.29,0,40,31.5,14.5,10.5,13
"5991",6,"CDC Glamis AGL","3",14,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,60,76,92,1491.4,960.34,531.06,56,19.16,19.16,0,47.5,34.5,17,11,20.5
"5992",293,"PI 468902 LSP AGL","3",14,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,47,69,90,1011.6,597.23,414.37,47,30.2333333333333,30.2333333333333,0,44.5,32.5,15,10.5,10.5
"5993",283,"PI 432201 LSP AGL","3",14,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,52,70,90,936.9,567.07,369.83,44,21.88,21.88,0,48.5,29,14.5,10.5,10.5
"5994",284,"PI 432212 LSP AGL","3",14,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,49,68,86,714.2,486.65,227.55,61,19.6133333333333,19.6133333333333,0,34,19,14.5,10.5,10.5
"5995",103,"ILL 7089 AGL","3",14,6,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,45,70,87,1046.9,712.23,334.67,64,25.3733333333333,25.3733333333333,0,36,29.5,14.5,11.5,13
"5996",294,"PI 472136 LSP AGL","3",14,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,42,63,80,578.5,409.43,169.07,NA,11.0433333333333,11.0433333333333,0,31,17.5,13,9,7
"5997",195,"PI 299366 LSP AGL","3",14,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,51,71,90,972.2,627.91,344.29,48,17.08,17.08,0,40,26,14,9.5,11
"5998",81,"ILL 4768 AGL","3",14,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,41,61,79,842.8,481.6,361.2,NA,9.68,9.68,0,36.5,18.5,16,11.5,7
"5999",243,"PI 431622 LSP AGL","3",14,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,51,69,85,1055.1,779.3,275.8,60,21.9033333333333,21.9033333333333,0,34,25,12,9,9.5
"6000",102,"ILL 6853 AGL","3",14,1,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,10,48,67,87,1025.4,742.81,282.59,62,25.51,25.51,0,40.5,26.5,12.5,10,11.5
"6002",59,"ILL 11558 AGL","3",15,2,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,42,66,81,421.6,323.07,98.53,NA,8.20666666666667,8.20666666666667,0,33.5,28.5,12,9,7.5
"6003",98,"ILL 6182 AGL","3",15,3,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,46,70,87,790.1,569.37,220.73,65,33.5866666666667,33.5866666666667,0,40.5,29.5,13.5,9,10.5
"6004",230,"PI 374121 AGL","3",15,4,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,67,87,904.1,505.8,398.3,50,27.4066666666667,27.4066666666667,0,36.5,29.5,13,10,12.5
"6005",40,"CN 108369 AGL","3",15,5,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,53,74,90,1111.1,645.42,465.68,54,43.3833333333333,43.3833333333333,0,39,30,10.5,7.5,17
"6007",187,"PI 299164 LSP AGL","3",15,7,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,48,69,87,788.6,486.89,301.71,52,15.8033333333333,15.8033333333333,0,32.5,29.5,14.5,12,11
"6008",251,"PI 431684 LSP AGL","3",15,8,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,48,69,87,748.6,507.74,240.86,68,26.2766666666667,26.2766666666667,0,40.5,29,11.5,7.5,9
"6009",69,"ILL 28 AGL","3",15,9,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,46,69,89,951,607.39,343.61,72,14.54,14.54,0,43,28.5,14.5,10.5,12
"6010",111,"ILL 7979 AGL","3",15,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,46,65,83,728.5,NA,NA,63,15.175,15.175,0,35.5,24.5,12.5,7.5,7.5
"6012",217,"PI 339289 LSP AGL","3",15,12,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,44,69,87,658.8,429.23,229.57,58,22.1766666666667,22.1766666666667,0,32.5,28,12.5,9.5,7
"6013",116,"ILL 8174 AGL","3",15,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,46,72,89,964.8,680.98,283.82,63,36.3833333333333,36.3833333333333,0,43,35.5,14,9,11.5
"6015",235,"PI 420925 LSP AGL","3",15,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,48,65,81,262.1,NA,NA,38,NA,NA,NA,25.5,16,13,9.5,8.5
"6017",281,"PI 432188 LSP AGL","3",15,17,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,11,45,73,87,1053.2,791.28,261.92,58,22.06,22.06,0,37.5,27,14,10,7.5
"6022",87,"ILL 5058 AGL","3",16,15,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,56,73,90,1078.2,NA,NA,47,26.0666666666667,26.0666666666667,0,38,28,13.5,9.5,15
"6023",271,"PI 432002 LSP AGL","3",16,14,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,48,70,86,672.6,412.52,260.08,55,12.85,12.85,0,39.5,29.5,10,7,11.5
"6024",278,"PI 432145 LSP AGL","3",16,13,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,12,52,67,86,904.5,527.44,377.06,58,23.6666666666667,23.6666666666667,0,32.5,24.5,11,8,11.5
"6026",241,"PI 426807 LSP AGL","3",16,11,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,45,63,81,452.8,298.08,154.72,NA,19.33,19.33,0,32,23.5,15,10.5,7
"6027",26,"CN 105604 AGL","3",16,10,"Sutherland 2017","Sutherland, Canada",2017,2017-05-04,13,44,64,79,729,491.05,237.95,NA,29.3066666666667,29.3066666666667,0,33,22,15,11,7.5
