"Plot","Entry","Name","Rep","Row","Column","Expt","Location","Year","Planting.Date","CanopyHeight_d37","CanopyHeight_d50","CanopyHeight_d62","CanopyHeight","Plant.Length","Growth.Habit","DTE","DTF","DTS","DTM","Leaf.Color","Leaf.Size","Plot.Biomass","Straw.Biomass","Seed.Mass","Plants.Harvested","Lodging","Lowest.Pod.Height"
"5141",320,"W6 27754 LSP AGL","1",8,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,24,25,35.5,1,13,51,71,96,NA,3,796.7,385,411.7,52,3,10
"5142",27,"CN 105605 AGL","1",8,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,16,25,18,32.5,1,13,42,66,87,NA,2,496.2,215,281.2,44,5,6
"5143",137,"PI 179324 LSP AGL","1",8,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,19,23,14,30.5,1,13,44,64,84,NA,1,382.1,206.5,175.6,49,5,3
"5144",15,"CDC Redcoat AGL","1",8,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,20,27,32,41,1,11,49,70,91,NA,2,775.3,361.4,413.9,55,1,12
"5145",64,"ILL 213 AGL","1",9,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,13,15,14,29,1,12,43,58,83,NA,1,478.8,182.7,296.1,52,5,4
"5146",146,"PI 207492 LSP AGL","1",9,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,13,21,25,31.5,2,11,47,63,85,NA,1,531.4,212.8,318.6,59,3,6
"5147",242,"PI 431618 LSP AGL","1",9,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,19,23,27,35,2,11,43,68,89,NA,3,707.2,370.2,337,64,3,8
"5148",206,"PI 320941 LSP AGL","1",9,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,14,18,22,35,2,11,NA,64,89,NA,2,504.5,228.8,275.7,47,3,4
"5149",222,"PI 358602 LSP AGL","1",9,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,21,24,28,44.5,2,11,47,68,91,NA,3,612.8,361.2,251.6,50,3,7
"5150",114,"ILL 8010 AGL","1",9,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,17,18,18,28,1,11,42,62,84,NA,2,338.9,192.1,146.8,55,3,5
"5151",94,"ILL 5888 AGL","1",9,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,15,15,11,25,3,11,40,55,78,NA,1,312.6,143.1,169.5,61,5,6
"5152",65,"ILL 2194 AGL","1",9,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,20,21,20,30,2,11,43,64,87,NA,2,528,297.9,230.1,57,1,7
"5153",122,"ILL 9945 AGL","1",9,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,17,18,20,26,1,12,41,60,79,NA,1,300.1,143.6,156.5,53,1,3
"5154",168,"PI 297767 AGL","1",9,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,17,26,22,30.5,2,11,47,69,91,NA,3,586.2,321.6,264.6,63,3,9
"5155",141,"PI 182217 LSP AGL","1",9,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,14,19,20,22.5,1,12,43,63,86,NA,2,457.2,231.7,225.5,56,1,6
"5156",280,"PI 432184 LSP AGL","1",9,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,25,27,28,1,11,43,64,89,NA,3,565.9,293.1,272.8,59,3,7
"5157",105,"ILL 7663 AGL","1",9,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,17,18,13,26,2,12,41,61,80,NA,1,359.6,245.5,114.1,47,1,6
"5158",34,"CN 105862 AGL","1",9,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,21,23,21,34.5,1,11,47,69,95,NA,3,598.3,301.6,296.7,64,1,11
"5159",291,"PI 468900 LSP AGL","1",9,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,20,25,25,34,2,11,46,67,88,NA,2,504.8,188,316.8,54,3,11
"5160",90,"ILL 5480 AGL","1",9,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,24,25,35.5,1,11,49,71,95,NA,3,515,294.6,220.4,50,3,11
"5161",120,"ILL 9888 AGL","1",9,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,17,17,15,23.5,2,12,40,61,76,NA,1,332,195.1,136.9,45,3,4
"5162",11,"CDC LeMay AGL","1",9,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,16,23,30,35,1,11,47,69,88,NA,3,789.4,367.2,422.2,59,3,12
"5163",148,"PI 209858 LSP AGL","1",10,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,15,20,19,33,1,12,57,68,95,NA,1,571.5,306.6,264.9,41,5,11
"5164",322,"W6 27763 LSP AGL","1",10,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,16,19,15,32.5,1,12,43,63,83,NA,1,451.6,246.4,205.2,62,3,7
"5165",33,"CN 105791 AGL","1",10,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,15,25,17,34.5,1,12,42,64,91,NA,2,510.9,306.6,204.3,42,3,5
"5166",315,"PI 533693 LSP AGL","1",10,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,21,22,22,34,1,11,47,66,88,NA,2,761.1,337.9,423.2,54,3,10
"5167",256,"PI 431728 LSP AGL","1",10,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,21,15,26,1,12,46,63,88,NA,2,549.3,224.7,324.6,58,5,7
"5168",41,"CN 108370 AGL","1",10,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,21,25,37,42.5,1,12,50,72,95,NA,3,874.6,533.9,340.7,41,3,14
"5169",116,"ILL 8174 AGL","1",10,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,22,29,27,44.5,1,11,43,70,92,NA,3,640.2,403.2,237,53,3,10
"5170",218,"PI 339292 LSP AGL","1",10,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,19,26,24,32.5,2,11,42,65,84,NA,2,596,304.3,291.7,40,3,7
"5171",269,"PI 432000 LSP AGL","1",10,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,22,22,23,32.5,1,12,43,64,84,NA,1,610.8,253.8,357,43,3,7
"5172",295,"PI 472205 LSP AGL","1",10,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,13,18,17,28.5,1,13,43,63,85,NA,1,387.4,168.1,219.3,42,3,4
"5173",244,"PI 431630 LSP AGL","1",10,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,17,22,25,33,2,12,43,64,92,NA,2,597,284.5,312.5,43,3,8
"5174",200,"PI 311107 LSP AGL","1",10,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,21,23,24,34,2,14,47,65,89,NA,2,463.1,225.7,237.4,44,3,9
"5175",82,"ILL 4782 AGL","1",10,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,15,16,15,26.5,1,13,40,59,80,NA,1,331.9,162.1,169.8,43,5,4
"5176",108,"ILL 7747 AGL","1",10,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,14,18,21,30.5,1,14,47,65,90,NA,1,482.2,173.8,308.4,51,1,5
"5177",299,"PI 472416 LSP AGL","1",10,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,12,15,14,23,2,13,43,61,80,NA,1,221.1,128.4,92.7,42,3,4
"5178",78,"ILL 4609 AGL","1",10,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,12,20,21,27.5,1,13,43,63,88,NA,1,603.8,265.8,338,56,1,5
"5179",31,"CN 105777 AGL","1",10,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,15,22,21,31,1,12,42,62,88,NA,2,426,258.9,167.1,52,3,5
"5180",60,"ILL 1220 AGL","1",10,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,24,21,34,1,12,43,69,97,NA,3,649.2,440.6,208.6,46,3,7
"5181",68,"ILL 2580 AGL","1",11,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,13,13,29.5,2,14,43,59,85,NA,2,211.6,111,100.6,37,5,5
"5182",16,"CDC Redwing AGL","1",11,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,24,28,32,1,11,47,68,93,NA,3,749.7,400.3,349.4,56,1,10
"5183",154,"PI 244046 AGL","1",11,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,15,18,14,23.5,2,12,38,55,75,NA,2,201.6,121.9,79.7,33,1,5
"5184",187,"PI 299164 LSP AGL","1",11,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,20,21,30.5,2,12,47,67,91,NA,3,433.5,217.5,216,40,3,7
"5185",192,"PI 299312 AGL","1",11,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,21,26,31,1,11,47,72,97,NA,3,585.1,339.5,245.6,30,1,6
"5186",93,"ILL 5883 AGL","1",11,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,15,18,16,35.5,1,11,43,64,90,NA,2,437.5,251.9,185.6,40,3,5
"5187",69,"ILL 28 AGL","1",11,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,19,24,20,37,1,11,45,65,92,NA,2,498.4,259.2,239.2,58,3,4
"5188",261,"PI 431809 LSP AGL","1",11,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,14,17,16,27,2,12,43,63,88,NA,2,539.3,261.5,277.8,48,3,8
"5189",175,"PI 298357 LSP AGL","1",11,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,13,23,18,32.5,1,11,43,64,91,NA,2,515.6,306.6,209,43,3,6
"5190",266,"PI 431888 LSP AGL","1",11,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,14,23,25,35.5,3,12,44,67,88,NA,2,534,260.3,273.7,46,3,9
"5191",283,"PI 432201 LSP AGL","1",11,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,16,20,25,40.5,1,11,46,68,92,NA,2,621.2,337.7,283.5,38,3,11
"5192",62,"ILL 1762 AGL","1",11,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,13,18,19,22.5,1,13,47,66,86,NA,2,601.3,224.9,376.4,45,3,7
"5193",66,"PI 431893 LSP AGL","1",11,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,17,27,26,37.5,1,13,46,64,92,NA,3,623.1,365.6,257.5,57,3,9
"5194",181,"PI 298923 LSP AGL","1",11,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,18,23,26,30,1,12,43,65,90,NA,3,593,322.6,270.4,47,1,9
"5195",267,"PI 431923 LSP AGL","1",11,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,25,19,36,2,12,47,65,90,NA,2,544.9,240.4,304.5,51,3,7
"5196",130,"PI 163589 AGL","1",11,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,17,19,21,32,1,13,48,67,90,NA,2,416.5,196.6,219.9,37,3,9
"5197",6,"CDC Glamis AGL","1",11,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,19,31,29,40,2,11,49,72,97,NA,3,1167.6,640.3,527.3,57,1,13
"5198",9,"CDC Impower AGL","1",11,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,24,33,36,42.5,2,11,47,72,96,NA,3,1142.7,709.2,433.5,57,1,14
"5199",246,"PI 431636 LSP AGL","1",12,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,18,24,15,37.5,1,11,43,69,92,NA,2,687.4,454.1,233.3,58,5,7
"5200",59,"ILL 11558 AGL","1",12,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,17,20,22,31.5,1,12,41,67,92,NA,2,477.3,330,147.3,47,3,5
"5201",152,"PI 217949 LSP AGL","1",12,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,13,16,16,30,1,15,42,61,84,NA,1,348,168.9,179.1,23,3,3
"5202",209,"PI 320952 LSP AGL","1",12,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,12,17,34,46.5,1,13,56,72,106,NA,3,1124.2,658.5,465.7,47,1,16
"5203",123,"ILL 9977 AGL","1",12,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,15,13,18,28.5,1,13,41,63,86,NA,1,350,206.6,143.4,39,3,2
"5204",145,"PI 193550 AGL","1",12,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,18,19,21,32.5,1,12,41,56,78,NA,2,493.7,281.7,212,60,3,6
"5205",174,"PI 298122 LSP AGL","1",12,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,18,25,23,35,1,12,46,67,89,NA,2,600.1,295.4,304.7,39,3,12
"5206",268,"PI 431980 LSP AGL","1",12,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,17,18,25,27.5,1,12,42,68,97,NA,3,539.7,312.9,226.8,38,3,10
"5207",96,"ILL 6002 AGL","1",12,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,14,17,28,39,2,11,42,68,91,NA,3,550.9,324.3,226.6,32,3,9
"5208",23,"CDC SB-1 AGL","1",12,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,25,26,32.5,1,12,43,64,91,NA,2,707.7,332.8,374.9,59,1,7
"5209",106,"ILL 7668 AGL","1",12,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,14,18,20,26.5,2,13,43,62,81,NA,1,508.9,254.9,254,45,1,3
"5210",182,"PI 299116 LSP AGL","1",12,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,19,21,24,32.5,1,12,43,63,86,NA,1,543.4,259.7,283.7,59,1,8
"5211",196,"PI 299375 LSP AGL","1",12,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,21,25,21,43,2,12,47,68,99,NA,3,759.8,451.5,308.3,51,3,10
"5212",176,"PI 298631 LSP AGL","1",12,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,23,26,35,1,12,50,74,98,NA,3,668.9,380.1,288.8,47,3,11
"5213",124,"ILL 9997 AGL","1",12,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,16,17,17,27.5,2,12,43,63,88,NA,2,437.1,255.4,181.7,34,3,8
"5214",46,"IG 1046 AGL","1",12,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,21,23,30.5,1,11,43,63,90,NA,2,604.4,320.8,283.6,60,5,9
"5215",286,"PI 432245 LSP AGL","1",12,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,18,22,19,31.5,2,11,42,63,86,NA,1,349.4,160.2,189.2,43,5,5
"5216",44,"Eston AGL","1",12,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,20,22,19,35,1,12,44,64,89,NA,2,599.4,300,299.4,55,3,6
"5217",212,"PI 329157 LSP AGL","1",13,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,20,22,30,2,11,43,68,96,NA,2,644.3,430.3,214,47,3,6
"5218",235,"PI 420925 LSP AGL","1",13,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,13,13,14,25,2,13,49,64,89,NA,1,397.5,187.6,209.9,51,3,4
"5219",48,"IG 1959 AGL","1",13,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,12,15,15,22,2,11,44,63,87,NA,2,476.2,204.1,272.1,45,3,5
"5220",258,"PI 431739 LSP AGL","1",13,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,12,18,17,29,2,11,47,63,91,NA,2,500.7,213.4,287.3,44,5,9
"5221",215,"PI 339283 LSP AGL","1",13,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,15,18,23,28,2,13,46,64,89,NA,2,420.5,174.3,246.2,53,5,7
"5222",305,"PI 472590 LSP AGL","1",13,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,13,16,16,30,2,12,43,63,89,NA,2,414.9,211.7,203.2,44,5,9
"5223",134,"PI 178939 LSP AGL","1",13,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,18,17,25,38.5,3,12,47,68,92,NA,3,530.2,317,213.2,43,1,12
"5224",72,"ILL 3347 AGL","1",13,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,14,14,22.5,2,13,43,61,81,NA,1,352.4,160.4,192,47,1,2
"5225",208,"PI 320946 LSP AGL","1",13,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,17,17,16,29,1,12,43,62,85,NA,2,494.2,273.9,220.3,56,5,7
"5226",162,"PI 289073 LSP AGL","1",13,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,16,19,21,33,1,12,47,65,88,NA,3,443,212.6,230.4,47,3,9
"5227",275,"PI 432085 LSP AGL","1",13,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,15,18,22,30,2,12,42,63,87,NA,2,570.8,299.4,271.4,46,3,9
"5228",177,"PI 298644 LSP AGL","1",13,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,20,27,28,35.5,1,11,50,76,97,NA,3,1061.1,616,445.1,50,1,13
"5229",313,"PI 518734 LSP AGL","1",13,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,21,23,27,36.5,1,12,51,71,92,NA,2,648.7,337.1,311.6,43,3,14
"5230",156,"PI 250158 LSP AGL","1",13,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,15,16,15,26.5,1,12,41,58,81,NA,1,472,245.9,226.1,54,3,3
"5231",201,"PI 312175 LSP AGL","1",13,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,16,23,27,31.5,1,11,47,69,92,NA,3,837,431,406,47,1,9
"5232",172,"PI 298023 LSP AGL","1",13,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,19,20,21,25.5,2,11,42,67,89,NA,2,620.1,360.2,259.9,53,1,8
"5233",321,"W6 27760 LSP AGL","1",13,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,22,19,27.5,2,12,46,62,81,NA,2,514.3,284.3,230,69,3,9
"5234",117,"ILL 8595 AGL","1",13,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,20,27,29,43,2,11,42,67,90,NA,3,876.3,486.5,389.8,60,3,9
"5235",57,"ILL 11555 AGL","1",14,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,20,23,21,40,1,12,42,65,90,NA,2,406.7,228,178.7,51,3,4
"5236",245,"PI 431633 LSP AGL","1",14,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,19,24,21,36.5,1,11,43,66,90,NA,2,553.6,336.4,217.2,59,3,9
"5237",184,"PI 299121 LSP AGL","1",14,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,20,17,24.5,2,12,43,62,91,NA,2,372.5,210.2,162.3,54,5,8
"5238",186,"PI 299163 LSP AGL","1",14,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,22,25,23,35,2,11,46,74,93,NA,3,527.3,294.5,232.8,57,3,14
"5239",190,"PI 299237 LSP AGL","1",14,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,15,19,24,28,2,11,47,66,88,NA,2,566.6,271.9,294.7,64,1,8
"5240",169,"PI 297772 LSP AGL","1",14,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,13,17,16,26.5,1,14,47,63,91,NA,1,439.3,169,270.3,57,5,6
"5241",101,"ILL 6821 AGL","1",14,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,16,19,17,30,2,13,43,63,85,NA,1,440.3,218,222.3,56,3,9
"5242",173,"PI 298121 LSP AGL","1",14,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,21,27,24,40,1,11,43,66,92,NA,2,528.3,291.6,236.7,60,3,11
"5243",265,"PI 431884 LSP AGL","1",14,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,23,25,28,3,11,40,63,91,NA,3,560.9,295.4,265.5,63,3,4
"5244",85,"ILL 4875 AGL","1",14,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,15,24,22,33.5,2,12,49,70,90,NA,2,555.8,288.1,267.7,51,3,9
"5245",216,"PI 339285 AGL","1",14,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,21,16,27,2,13,43,65,87,NA,1,377.9,169,208.9,51,5,8
"5246",21,"CDC Royale AGL","1",14,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,17,22,26,35.5,1,12,NA,72,97,NA,2,688.2,357.5,330.7,52,1,10
"5247",50,"IG 4781 AGL","1",14,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,17,27,21,32,3,11,47,68,89,NA,2,386.5,206.9,179.6,61,5,9
"5248",189,"PI 299177 LSP AGL","1",14,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,21,25,23,36,2,11,43,71,96,NA,3,496.5,253.6,242.9,54,3,9
"5249",272,"PI 432005 LSP AGL","1",14,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,20,25,23,33,1,11,43,64,89,NA,2,523.1,302.2,220.9,47,3,6
"5250",81,"ILL 4768 AGL","1",14,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,13,17,14,26.5,1,12,40,55,76,NA,1,272.4,113.1,159.3,59,5,2
"5251",220,"PI 343026 LSP AGL","1",14,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,22,19,37,2,11,43,63,86,NA,2,436.1,196,240.1,43,3,10
"5252",43,"DPL 62 AGL","1",14,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,17,18,16,29.5,1,11,41,62,89,NA,1,445.7,237.4,208.3,51,5,3
"5253",204,"PI 320937 LSP AGL","1",15,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,19,26,32,41.5,1,12,50,72,93,NA,2,719.7,411.1,308.6,42,1,15
"5254",210,"PI 320953 LSP AGL","1",15,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,7,15,20,29,35.5,1,12,50,70,96,NA,2,549.2,312.3,236.9,40,1,7
"5255",287,"PI 432271 LSP AGL","1",15,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,22,24,24,50,2,12,47,72,96,NA,3,644.5,399,245.5,38,3,12
"5256",271,"PI 432002 LSP AGL","1",15,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,22,26,36,1,12,47,64,89,NA,2,550,253.9,296.1,60,5,7
"5257",119,"ILL 975 AGL","1",15,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,15,21,18,27,2,13,43,65,84,NA,1,391.5,250.6,140.9,51,3,9
"5258",319,"Shasta AGL","1",15,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,15,22,27,43,2,12,47,68,106,NA,3,911.4,506,405.4,33,3,12
"5259",279,"PI 432147 LSP AGL","1",15,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,19,18,28.5,2,12,47,63,88,NA,2,572.7,232,340.7,54,5,6
"5260",149,"PI 211052 LSP AGL","1",15,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,15,20,18,31.5,2,13,44,64,86,NA,1,428.3,251,177.3,51,5,8
"5261",293,"PI 468902 LSP AGL","1",15,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,18,24,27,37.5,1,12,45,67,91,NA,3,491.8,268.4,223.4,36,1,10
"5262",161,"PI 289066 AGL","1",15,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,21,19,30.5,1,14,55,70,95,NA,2,499.7,282.1,217.6,37,3,11
"5263",126,"Indianhead AGL","1",15,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,15,18,33,44,1,13,56,75,104,NA,3,961.3,628.7,332.6,41,1,16
"5264",91,"ILL 5639 AGL","1",15,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,20,20,22,32,3,13,43,65,92,NA,2,455.9,226.2,229.7,48,1,8
"5265",194,"PI 299351 LSP AGL","1",15,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,17,23,27,2,12,46,63,90,NA,2,647.1,496.9,150.2,NA,1,8
"5266",37,"CN 105865 AGL","1",15,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,18,20,38,1,14,49,71,98,NA,3,503.9,255,248.9,21,1,9
"5267",311,"PI 508090 AGL","1",15,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,22,27,26,35,1,11,43,70,89,NA,3,785.3,430.5,354.8,51,3,11
"5268",214,"PI 339266 LSP AGL","1",15,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,18,21,23,35,1,12,43,68,90,NA,3,637.3,374.6,262.7,50,3,6
"5269",277,"PI 432124 LSP AGL","1",15,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,14,17,13,25,2,12,43,61,84,NA,1,464.5,184,280.5,50,3,6
"5270",139,"PI 181771 LSP AGL","1",15,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,13,17,18,31.5,2,12,47,64,85,NA,2,418.8,235.2,183.6,50,3,7
"5271",17,"CDC Robin AGL","1",16,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,17,24,29,38.5,1,12,47,66,89,NA,3,710.4,360.6,349.8,62,1,6
"5272",254,"PI 431714 LSP AGL","1",16,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,16,17,15,27,2,12,46,64,88,NA,1,590,259.2,330.8,52,3,6
"5273",14,"CDC Red Rider AGL","1",16,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,18,26,30,39,1,12,51,72,100,NA,2,877.7,450.4,427.3,48,1,13
"5274",248,"PI 431662 LSP AGL","1",16,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,15,17,15,22.5,1,12,47,63,85,NA,1,375.8,163.1,212.7,49,3,8
"5275",18,"CDC Rosebud AGL","1",16,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,25,31,33,2,13,47,67,91,NA,2,759.8,385.9,373.9,54,1,11
"5276",70,"ILL 3025 AGL","1",16,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,14,16,17,28.5,1,14,43,61,86,NA,1,340.3,169.4,170.9,48,5,7
"5277",191,"PI 299289 AGL","1",16,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,20,26,31,1,13,47,69,92,NA,2,700.2,331.1,369.1,59,5,9
"5278",160,"PI 283604 LSP AGL","1",16,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,18,18,25,31,1,13,47,70,94,NA,3,495.8,279.8,216,48,3,8
"5279",303,"PI 472569 LSP AGL","1",16,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,14,16,20,31,1,14,45,67,95,NA,1,386.4,241.8,144.6,25,3,3
"5280",227,"PI 374117 LSP AGL","1",16,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,19,19,19,26.5,1,13,43,68,89,NA,1,444.2,203.2,241,49,3,5
