"Name","Ro17_gc.a.at.DTF","Ro17_gc.a.at.DTM","Ro17_gc.a.perc.DTF","Ro17_gc.a.xmax.DTF","Ro17_gc.a.xmax.DTM","Ro17_gc.a.xmid.DTF","Ro17_gc.a.xmid.DTM","Ro17_gc.h.at.DTF","Ro17_gc.h.at.DTM","Ro17_gc.h.perc.DTF","Ro17_gc.h.xmax.DTF","Ro17_gc.h.xmax.DTM","Ro17_gc.h.xmid.DTF","Ro17_gc.h.xmid.DTM","Ro17_gc.v.at.DTF","Ro17_gc.v.at.DTM","Ro17_gc.v.perc.DTF","Ro17_gc.v.xmax.DTF","Ro17_gc.v.xmax.DTM","Ro17_gc.v.xmid.DTF","Ro17_gc.v.xmid.DTM"
"CDC_Robin_AGL",0.938169688228747,1.36155433255094,61.0469597014144,13.6666666666667,-21,-2.30210465608904,-37.0265345225702,0.190700100160882,0.287062767829518,62.3895749092588,21,-15,-4.26570786634543,-40.3053110411353,0.157810866565537,0.387000853982356,33.9247280956762,18.3333333333333,-17,3.26746409275103,-31.959606593654
"CDC_Rosebud_AGL",0.794972080024488,1.43744718184083,49.5709692807537,17.6666666666667,-12,0.333007588708066,-32.2782524149832,0.174427541736667,0.286581223182837,54.6007292091248,25.3333333333333,-13,-1.48601957833727,-38.3363863043395,0.136466634701587,0.427000804539164,25.6485163048058,27.3333333333333,-9,7.1266298413907,-27.1387853293956
"CDC_Rosetown_AGL",1.11376401923332,NA,66.543509246153,14,NA,-3.78201122138287,NA,0.208571131230575,NA,62.4342448605635,23.3333333333333,NA,-4.49707386597443,NA,0.214015440605272,NA,37.956467915186,21.3333333333333,NA,3.1257349058151,NA
"CDC_Rosie_AGL",1.08050760529761,NA,68.7762467630932,12.6666666666667,NA,-4.0591729866833,NA,0.211299340807013,NA,71.1205731211342,17.6666666666667,NA,-7.4094674282165,NA,0.222706065377833,NA,49.2424086316257,17.3333333333333,NA,-0.0443777426875987,NA
"CDC_Rouleau_AGL",0.953254939930726,NA,67.6902142991688,11,NA,-3.34975116191783,NA,0.204530188658973,NA,72.6975698226282,17.3333333333333,NA,-7.74089656995583,NA,0.200531240145215,NA,50.8024840842049,16,NA,0.658389941095066,NA
"CDC_Royale_AGL",0.822831974809969,NA,52.7283035297728,17.6666666666667,NA,-0.657872879447735,NA,0.176305887123082,NA,65.0511520780843,22,NA,-5.61366625215263,NA,0.131716262209613,NA,31.08007274205,21,NA,4.33884493700697,NA
"CDC_Ruby_AGL",0.776062062765098,1.6528068211063,48.416608457823,16,-19.5,0.325639241925899,-35.4054819164371,0.166917456139218,0.325034023356328,51.1932325926855,28.3333333333333,-7,-0.352277254259967,-36.1865786122986,0.101104497117225,0.548240485805731,19.2505884547776,23.6666666666667,-12,7.7125765530182,-28.0770058227889
"CDC_SB.1_AGL",0.645418018057852,1.20093887079562,50.10614490826,10.3333333333333,-27,0.961283340976001,-36.3720499923573,0.133624564890689,0.24989849430116,52.9384805528072,24.6666666666667,-12.6666666666667,-0.959706367099434,-38.2930397004328,0.058937937188834,0.298752996932139,18.5368545296681,20.3333333333333,-17,6.77673370917447,-30.5565996241589
"CDC_Sedley_AGL",1.03764568508072,NA,66.364477035513,13,NA,-3.19191217647383,NA,0.202174138552672,NA,75.773985849225,16,NA,-9.50618352980797,NA,0.186416572594196,NA,44.9536976941439,15.3333333333333,NA,0.984035686587336,NA
"CDC_Vantage_AGL",0.945790593964366,1.31488035872363,65.4952259359514,11.6666666666667,-21,-2.91801216846067,-35.3066540422261,0.204912719982017,0.233860055550352,82.4400588949596,10,-25,-10.1105826496068,-44.3732683537908,0.220524088567285,0.303795815226638,61.7603699574416,8.66666666666667,-23,-1.42019641052287,-33.8515443385989
"CN_105604_AGL",0.467772572953028,1.17978275762544,38.7958851863974,18,-13.3333333333333,2.38458364142527,-28.9487496919081,0.13277991209836,0.18142564994467,72.9007220961883,15.3333333333333,-16,-7.50292853043343,-38.8362618637668,0.0506048765011746,0.213761782804687,23.6287266898307,18.3333333333333,-13,5.10978516705687,-26.2235481662765
"CN_105605_AGL",0.393253349546353,1.1758665536217,32.494647806673,18.6666666666667,-16.3333333333333,3.36806830899166,-31.6319316910083,0.123767974451562,0.185417686113279,66.3835241655005,17.6666666666667,-17.3333333333333,-4.9637315918893,-39.9637315918893,0.0566421424770175,0.221156606358132,23.7360140769492,22.3333333333333,-12.6666666666667,5.49566983703007,-29.5043301629699
"CN_105715_AGL",0.321701876671819,0.984485416474358,31.4968603460072,15.3333333333333,-21,2.88595677021587,-33.4473765631175,0.12671523290026,0.186614897134971,68.7492181686581,15.6666666666667,-20.6666666666667,-4.96457296318433,-41.2979062965177,0.0599419819349819,0.18867908673489,29.4763923593306,28,-8.33333333333333,5.88573119177757,-30.4476021415558
"CN_105732_AGL",0.904420792764094,1.2996408903169,69.0226588661154,9.33333333333333,-23,-2.59915027183743,-35.05044009425,0.173115649802088,0.245437000944743,69.6579283646336,18.6666666666667,-16,-6.9754653420195,-39.5920695423306,0.134458930598274,0.31111413765901,42.314429515941,15,-18,1.93493042054003,-30.9284556213493
"CN_105767_AGL",0.257798554686869,1.02424882986857,25.2210239471861,15.6666666666667,-21,3.90560409435137,-32.7610625723153,0.139252828716005,0.184186618284101,75.4667678753612,11.3333333333333,-25.3333333333333,-6.40483883881503,-43.0715055054817,0.0515164538025042,0.192103323469227,26.3253300241366,29.3333333333333,-7.33333333333333,7.06956664825067,-29.597100018416
"CN_105777_AGL",0.17750128333099,1.06205561239939,16.1218610313352,31.3333333333333,-7,10.7157786460578,-27.6175546872756,0.103887534463571,0.152890879966282,68.0034337625296,13,-25.3333333333333,-3.9722901317179,-42.3056234650512,0.0148984701707662,0.154629847338262,9.65061907766719,21.6666666666667,-16.6666666666667,9.00472676407573,-29.3286065692576
"CN_105789_AGL",0.226318051790493,0.677015279245914,31.5303855962729,27,-6.66666666666667,5.03555124863723,-28.6311154180294,0.100789661829975,0.126853456197386,79.0930379884333,11.6666666666667,-22,-7.98417978487303,-41.6508464515397,0.0244974131696305,0.0798892571959893,24.7107364305066,39.6666666666667,6,9.0543530914264,-24.6123135752403
"CN_105791_AGL",0.20191670108132,0.979751221268079,20.2415221172538,33,-8,10.3507103641969,-30.6492896358031,0.110892157077367,0.162128285788959,68.3036210066294,15.3333333333333,-25.6666666666667,-4.95589010951327,-45.9558901095133,0.014509665617089,0.146203769199175,9.86244320845462,25.3333333333333,-15.6666666666667,10.2514343295447,-30.7485656704553
"CN_105862_AGL",1.04873899280137,NA,71.6452100460787,11,NA,-3.21856821614967,NA,0.176827327868143,NA,80.8772705688295,11.3333333333333,NA,-10.5555149372747,NA,0.199615848898711,NA,63.4431423540715,12.6666666666667,NA,-1.13383946215573,NA
"CN_105863_AGL",0.66687271035207,NA,54.6207261977691,21,NA,-1.28270949236053,NA,0.17392362596688,NA,82.896857114985,10.3333333333333,NA,-11.2922942282931,NA,0.111526902121022,NA,43.809243435979,21,NA,2.08418261442493,NA
"CN_105864_AGL",0.871002360523689,1.44018975591862,57.3121898845893,13.6666666666667,-21,-1.39157470268767,-36.2968559603443,0.160567429884491,0.226402507449531,70.1233374041619,18,-17,-7.155350514378,-42.7834668123319,0.122011370821369,0.327261855013961,34.7662314719341,17.3333333333333,-18,2.9439747966702,-32.1323951347326
"CN_105865_AGL",0.902620529212539,1.24310628247885,73.1921025940759,10,-22,-3.71062427706827,-38.2596680947126,0.173708181663591,0.214420567286326,85.960201997834,7.66666666666667,-19,-12.4451227170476,-44.4107114127004,0.161323225980483,0.281505612757008,64.2913806695041,10.6666666666667,-16,-1.24186077681083,-33.6374315702315
"CN_105866_AGL",0.906853113758303,NA,81.2597642643727,5.66666666666667,NA,-5.5502222084658,NA,0.183702696708303,NA,90.776959191644,4.66666666666667,NA,-14.9862171898336,NA,0.186316278184696,NA,83.6466277019595,3.33333333333333,NA,-4.62984953092054,NA
"CN_105895_AGL",0.439907743482837,0.937519754913066,47.1855401034719,15.3333333333333,-15,0.624953543818099,-29.7083797895152,0.132038184569302,0.150691360309849,87.2781646761785,6,-24.3333333333333,-10.1483523677698,-40.4816857011031,0.0619250931013775,0.146241244431029,40.1413845103805,32.3333333333333,2,3.69830296478107,-26.6350303685523
"CN_106265_AGL",0.879789958117685,NA,61.0281993639878,15.3333333333333,NA,-2.58972990429013,NA,0.193595546146228,NA,58.0526426931648,24.3333333333333,NA,-2.8931563362843,NA,0.155101996114925,NA,32.0734954379591,22.3333333333333,NA,4.34157992466783,NA
"CN_108369_AGL",1.08876451855955,NA,75.5587109523196,8.33333333333333,NA,-4.19328038400307,NA,0.186664455430619,NA,76.5569540068788,14.6666666666667,NA,-9.64194545327263,NA,0.196651587818652,NA,56.3352209596154,12,NA,-0.466519790459934,NA
"CN_108370_AGL",1.10166320715819,NA,59.4774908742798,16.6666666666667,NA,-1.9899169215024,NA,0.179010388027901,NA,59.4288749951765,26.6666666666667,NA,-3.89801103300167,NA,0.170334095590366,NA,30.1520943018835,24,NA,5.2605274914219,NA
"Crimson_AGL",0.714038595046456,1.23902561871809,59.3903840628508,13,-17,-1.56780457892616,-32.7166464092843,0.165273600881804,0.209505295475806,74.50552478054,15.6666666666667,-16,-8.69139285641693,-40.4614744025024,0.101237068752789,0.263085473059332,38.006388521743,16.3333333333333,-14,2.29476362743227,-28.8928711206666
"DPL_62_AGL",0.331126075696222,0.95287518846484,34.3324261814529,22,-13.6666666666667,4.0676620237316,-31.5990046429351,0.118837034136121,0.153567672123243,77.370927077427,10.6666666666667,-25,-7.6446837751013,-43.311350441768,0.0368589831954107,0.142983911447673,25.1897789750789,16,-19.6666666666667,4.25920221599787,-31.4074644506688
"Eston_AGL",0.974269947846954,1.40142275225946,71.9114868901429,9.33333333333333,-33,-1.31636923516843,-38.3811651237124,0.168755049518628,0.264212223654025,63.6029536982834,21,-10,-4.75284965962623,-39.1785819737651,0.128084203045197,0.388021790981101,36.2487856876816,19,-10,3.92085384453274,-30.4098823101797
"Gudo_AGL",0.423783805707662,0.897627887431246,46.472990109818,16.6666666666667,-17.6666666666667,1.66939940533313,-32.6639339280002,0.125406005136524,0.148129030041103,84.6613448736868,8,-26.3333333333333,-9.91846735183493,-44.2518006851683,0.0448787002648099,0.131565351907807,33.2915483816962,13.6666666666667,-20.6666666666667,2.8573708247752,-31.4759625085581
"IG_1046_AGL",0.489958078303366,1.2569807061201,41.1539223159168,17.6666666666667,-22,2.14779317168577,-35.4980879038511,0.145023158498599,0.179479832245882,78.7058454805645,11,-27,-8.37508637606187,-45.9450103524605,0.0568723232702127,0.231119368152236,25.8065290897046,21.3333333333333,-16,5.8707589616251,-31.4835206794172
"IG_1706_AGL",0.401701853885672,1.07208115645358,37.662749221418,22.3333333333333,-14.6666666666667,3.24331707519157,-33.7566829248084,0.127569982034371,0.214534623737171,59.5989273620492,26,-11,-3.11514849747843,-40.1151484974784,0.0466867368153472,0.229840257758704,22.2993705016951,23.6666666666667,-13.3333333333333,8.04841676812347,-28.9515832318765
"IG_1959_AGL",0.662337038543012,1.05228097556253,61.6637712870525,8.33333333333333,-24,-0.657244513601834,-32.9905778469352,0.143127919080948,0.183995084926343,77.53925417841,12.6666666666667,-19.6666666666667,-8.74539851930754,-41.0787318526409,0.0800340000552937,0.195845529911383,39.3949159298584,11,-21.3333333333333,1.7986509952435,-30.5346823380898
"IG_4258_AGL",0.396686040828877,1.10533476354502,36.12097490788,19.3333333333333,-13.6666666666667,2.68405460062347,-30.3159453993765,0.138820520115575,0.155612328027637,89.289552972298,4.66666666666667,-28.3333333333333,-9.7992258834338,-42.7992258834338,0.0615563657447198,0.170498003723104,36.0043790856372,20.3333333333333,-12.6666666666667,3.0910795814369,-29.9089204185631
"IG_4781_AGL",0.705209234641206,1.20507587086519,57.5183038784535,16.3333333333333,-15,-1.81348789902987,-32.6140664257171,0.166149928889768,0.200577081702376,83.883826877186,9.33333333333333,-22,-11.2096573892691,-41.5188679433579,0.120716710130955,0.224719663686159,51.7264985435043,13,-21,-0.0155846879391675,-31.7061712340145
"IG_858_AGL",0.731703434278317,1.13827684930864,63.9849348571426,9,-23.6666666666667,-2.01388149332997,-34.6805481599966,0.159634903785016,0.203162383311176,78.418163215437,12.3333333333333,-20.3333333333333,-9.3371270953892,-42.0037937620559,0.140958844800631,0.234493128487699,57.0316909202801,18,-14.6666666666667,0.790126244641866,-31.8765404220248
"ILL_10657_AGL",0.522138173839588,0.912675020494476,55.9108550170704,14,-19,-0.285373960240101,-33.2853739602401,0.140872941968411,0.16303467735219,86.5146563745331,6,-27,-9.59314624845897,-42.593146248459,0.0686939376139285,0.150972505526079,44.4500068006897,21.6666666666667,-11.3333333333333,1.6640682959832,-31.3359317040168
"ILL_10748_AGL",0.790048418324275,1.19980956670632,65.483707520992,11.6666666666667,-29,-2.62936461436347,-40.7866643736271,0.169507778272251,0.187828886345838,90.0716575605805,4.66666666666667,-34,-13.4619772014988,-50.1865608198254,0.121796648723077,0.2357133110025,50.9576849190601,19,-20.5,-0.0831489234964664,-39.0211324015517
"ILL_11547_AGL",0.492878255169506,1.14422087365964,42.7218534127612,19,-13.6666666666667,1.88692461296897,-30.7797420536977,0.147115240106743,0.224553281610754,65.3244384442561,17,-15.6666666666667,-4.53693595889593,-37.2036026255626,0.0762781409447589,0.255227200246539,30.1614580077362,17.6666666666667,-15,4.60893951680547,-28.0577271498612
"ILL_11548_AGL",0.316405999302017,1.14418290641954,29.3417991958629,17,-19.6666666666667,3.91645247479107,-32.7502141918756,0.124685176100717,0.18819976095594,66.4956093795997,15,-21.6666666666667,-4.52086699188203,-41.1875336585487,0.0398785265206784,0.219704427007397,19.7025380118257,18.6666666666667,-18,5.8383130838187,-30.828353582848
"ILL_11553_AGL",0.403512009110174,0.946636481030305,41.0927805594272,17.6666666666667,-15,2.23575885742213,-30.4309078092445,0.125603852680614,0.14679763597153,85.4584819916033,7,-25.6666666666667,-9.4612183964466,-42.1278850631133,0.0516945398580794,0.13914930310115,33.3875446246153,21.6666666666667,-11,3.34607187488024,-29.3205947917864
