"Name","Ro17_gc.a.at.DTF","Ro17_gc.a.at.DTM","Ro17_gc.a.perc.DTF","Ro17_gc.a.xmax.DTF","Ro17_gc.a.xmax.DTM","Ro17_gc.a.xmid.DTF","Ro17_gc.a.xmid.DTM","Ro17_gc.h.at.DTF","Ro17_gc.h.at.DTM","Ro17_gc.h.perc.DTF","Ro17_gc.h.xmax.DTF","Ro17_gc.h.xmax.DTM","Ro17_gc.h.xmid.DTF","Ro17_gc.h.xmid.DTM","Ro17_gc.v.at.DTF","Ro17_gc.v.at.DTM","Ro17_gc.v.perc.DTF","Ro17_gc.v.xmax.DTF","Ro17_gc.v.xmax.DTM","Ro17_gc.v.xmid.DTF","Ro17_gc.v.xmid.DTM"
"ILL_11555_AGL",0.304075279706722,0.933342771140712,31.887710137839,27,-9.66666666666667,5.34024076670777,-31.3264258999589,0.125478827136509,0.160859023042886,78.5867011999224,12.3333333333333,-24.3333333333333,-8.49747381288763,-45.1641404795543,0.0349185783463122,0.136929614543512,25.5350391592768,13.3333333333333,-23.3333333333333,4.14201243129327,-32.5246542353734
"ILL_11557_AGL",0.359525791377819,1.02364193529295,33.5867786119077,25.6666666666667,-10.6666666666667,5.2450090686473,-31.088324264686,0.126888537464999,0.149061651559505,85.3451395058865,7,-29.3333333333333,-9.499967557319,-45.8333008906523,0.0394776473527974,0.144901766474544,25.0997037345224,22,-14.3333333333333,6.17892297186827,-30.1544103614651
"ILL_11558_AGL",0.338304190809661,1.12276260743507,29.4520895261637,28.6666666666667,-11.3333333333333,6.79424623833587,-33.2057537616641,0.121511363748527,0.166308348899133,73.5977711159649,11.3333333333333,-28.6666666666667,-6.0043629195778,-46.0043629195778,0.0399142692134641,0.182152462489334,20.0474328554662,29.6666666666667,-10.3333333333333,8.8320384601054,-31.1679615398946
"ILL_1220_AGL",0.546506581665561,1.1821839162456,42.1549038315087,21.6666666666667,-5,2.3922612329517,-32.4038611102209,0.141664805976939,0.213532139737726,63.0802712532088,20.6666666666667,-24,-3.86393820458883,-43.7258621746316,0.0690117982894728,0.25038152461387,24.1575547966419,23.3333333333333,-10,6.7231075865839,-30.2702859931831
"ILL_1553_AGL",0.446705204694111,1.15411548019342,38.4439379845436,15,-23.6666666666667,2.20806327003867,-36.458603396628,0.135273613439124,0.167950314021725,80.7728149404461,8.66666666666667,-30,-7.9293173971007,-46.5959840637674,0.05376131222335,0.19743321817207,27.2138525709413,19,-19.6666666666667,4.91683685171257,-33.7498298149541
"ILL_1762_AGL",0.806839358476485,1.52375777216649,52.6599547873753,16,-18,-0.339767307155168,-34.3397673071552,0.154030882309413,0.198283523618156,77.3081636721649,14.3333333333333,-19.6666666666667,-9.852886823421,-43.852886823421,0.123001705607736,0.285408795645557,42.9787938410772,13.6666666666667,-20.3333333333333,1.41457845183847,-32.5854215481615
"ILL_1983_AGL",0.376537038898367,0.920879409723561,40.4681102327524,20.6666666666667,-12.3333333333333,2.3795345108546,-30.6204654891454,0.13087387658627,0.170620329377842,76.5601754663258,12.6666666666667,-20.3333333333333,-7.37423730129837,-40.3742373012984,0.0453623335215169,0.145768491963946,30.9865965706622,14.3333333333333,-18.6666666666667,2.89403815125213,-30.1059618487479
"ILL_213_AGL",0.346661423095478,0.956941354786052,36.0331602781264,13.6666666666667,-20,2.14119579467293,-31.5254708719937,0.124199347952035,0.140897564242777,88.1437696944615,5.33333333333333,-28.3333333333333,-10.1271494279753,-43.7938160946419,0.0361672300911338,0.138450682324392,25.8957363845918,20.3333333333333,-13.3333333333333,5.44255762685413,-28.2241090398125
"ILL_2194_AGL",0.389145033902853,0.959108847737676,41.2461648899841,8.33333333333333,-30,0.928560762469765,-37.4047725708636,0.126987787171205,0.171574402951257,74.3011725512787,12,-26.3333333333333,-6.3603547866794,-44.6936881200127,0.0466872661614228,0.166040551221237,28.7009997168612,12.6666666666667,-25.6666666666667,3.0172574676676,-35.3160758656657
"ILL_2507_AGL",0.434261366820676,1.15644361769914,37.623358652449,14.6666666666667,-17.3333333333333,2.65034843331283,-29.3496515666872,0.124672728192928,0.160942207789105,77.3973107440653,12,-20,-8.07850004656993,-40.0785000465699,0.0518188857406012,0.181433092768285,27.5441525043307,18.3333333333333,-13.6666666666667,3.8334011914406,-28.1665988085594
"ILL_2580_AGL",0.395176711992614,0.972748542795286,39.9809829556769,20,-14.6666666666667,3.54807010029187,-31.1185965663748,0.116310403479435,0.151883888864692,76.6777702830347,11,-23.6666666666667,-7.4388168409533,-42.10548350762,0.0452017498915852,0.146733153313376,27.9729958194801,24.6666666666667,-10,5.52377317958883,-29.1428934870778
"ILL_28_AGL",0.775619413660975,1.06492599662268,73.5104742651883,9,-27.6666666666667,-3.01365076801507,-39.6803174346817,0.16758681193136,0.196780179976861,85.72601509956,7.33333333333333,-29.3333333333333,-11.1518450789612,-47.8185117456279,0.127841844519152,0.213142272690715,57.5511796606767,27,-9.66666666666667,0.419853941315599,-36.2468127253511
"ILL_3025_AGL",0.307443536729699,1.07780139070588,28.6799211735396,13,-21,2.6481173742389,-31.3518826257611,0.118267588321645,0.144202999666125,82.573463734473,8.33333333333333,-25.6666666666667,-8.18788322111167,-42.1878832211117,0.043702821364932,0.157680706112261,27.8165215946132,17.3333333333333,-16.6666666666667,4.03643790198307,-29.9635620980169
"ILL_313_AGL",0.413638603829678,1.08279395198135,38.0904879229606,23,-13,3.63926845051,-32.36073154949,0.1287478777625,0.163273864162143,78.756753089052,12,-24,-9.17305642477293,-45.1730564247729,0.0521083061004907,0.170957378977888,30.8135796059531,19,-17,4.38864985374243,-31.6113501462576
"ILL_3347_AGL",0.443396980988828,1.00877929630774,42.9679935224086,14,-18.6666666666667,1.62564464909493,-31.0410220175717,0.123285195699709,0.152676926111335,80.5489961746843,10.3333333333333,-22.3333333333333,-9.1956410473052,-41.8623077139719,0.0641881654579752,0.149920000084548,42.4427297383499,20,-12.6666666666667,2.4856779096126,-30.1809887570541
"ILL_358_AGL",0.561771234263893,1.22350264132692,46.1634316512547,15.3333333333333,-20,0.814616331091867,-34.5187170022415,0.168299107175135,0.225721226179522,74.5056457397319,12.6666666666667,-22.6666666666667,-7.16879916427737,-42.5021324976107,0.0994795809965583,0.272253248538172,37.7453237511347,11,-24.3333333333333,1.74735353351983,-33.5859797998135
"ILL_3597_AGL",0.210697469164077,0.867618384452313,23.7072669272912,18.3333333333333,-16.6666666666667,5.7851243529644,-29.2148756470356,0.110584981199642,0.166725322884048,65.8533639784748,17.3333333333333,-17.6666666666667,-4.8102246002127,-39.8102246002127,0.0295971163709817,0.144262231748477,17.9846400921839,24.6666666666667,-10.3333333333333,8.04324307773143,-26.9567569222686
"ILL_4164_AGL",0.560772658096797,1.06216729321343,51.5410567450086,10,-22.6666666666667,0.512065516940834,-32.1546011497258,0.128313636912534,0.146086717144749,87.9863562076309,5.66666666666667,-27,-11.0033036808697,-43.6699703475364,0.06314500528437,0.162364782193626,38.0590078773112,20.6666666666667,-12,2.9599543491513,-29.7067123175154
"ILL_4400_AGL",0.859867225396024,1.18181921371025,71.9963089885723,8.66666666666667,-25.6666666666667,-3.32087312204657,-37.6542064553799,0.170313974490946,0.197334876390854,86.3828844556132,6.66666666666667,-27.6666666666667,-11.1769350839406,-45.510268417274,0.213111303157479,0.229781119490074,92.6070842019104,1,-33.3333333333333,-4.0820674566277,-38.415400789961
"ILL_4605_AGL",0.85650319086439,1.17929065450811,70.4708796685711,10.3333333333333,-24,-1.99444792341427,-36.3277812567476,0.169202295940794,0.193854655326983,87.0147944169153,7.33333333333333,-27,-11.9250833551846,-46.2584166885179,0.139490751821609,0.219742555298144,61.5307832401539,8,-26.3333333333333,-1.1178861358525,-35.4512194691858
"ILL_4609_AGL",0.528917361485953,1.19259354113116,44.0650763662184,17.6666666666667,-18,2.08130631985197,-33.5853603468147,0.133713116032244,0.195688599251741,67.7897736894664,18,-17.6666666666667,-5.73001657542087,-41.3966832420875,0.0574451417936262,0.228599387673092,24.7818278476806,19,-16.6666666666667,5.45825842238117,-30.2084082442855
"ILL_4665_AGL",0.960176570289147,1.33482654325224,71.0416571053949,8,-27.3333333333333,-2.5854249952478,-37.9187583285811,0.178817838711892,0.223096802726438,80.6786854177028,10.6666666666667,-24.6666666666667,-10.0545050901176,-45.387838423451,0.138378117590385,0.306051041100135,46.5587906232386,13.6666666666667,-21.6666666666667,0.529623757140468,-34.8037095761929
"ILL_4671_AGL",1.02515439431001,1.26665439977448,80.4044048975191,5.33333333333333,-29.3333333333333,-4.22655297642217,-38.8932196430888,0.175316950355608,0.202988273778895,86.389115216134,7.33333333333333,-27.3333333333333,-12.2809200905729,-46.9475867572395,0.183806080418531,0.25727841436156,73.2049816991459,5.66666666666667,-29,-2.55591825421537,-37.222584920882
"ILL_4768_AGL",0.181630621843819,0.93214974338409,19.3693371975032,11,-23.6666666666667,3.2720140541171,-31.3946526125496,0.117609771641745,0.137475292561432,85.3889513029904,5.66666666666667,-29,-8.22729472594807,-42.8939613926147,0.0484082389277259,0.132283757151423,34.2500938489012,37.3333333333333,2.66666666666667,6.4521849247066,-28.2144817419601
"ILL_4782_AGL",0.274804944519274,0.945466088368581,29.0276215630675,15.3333333333333,-19,3.52767827727453,-30.8056550560588,0.112713311280742,0.12890538954157,87.6555990227527,4,-30.3333333333333,-8.76927309074667,-43.10260642408,0.041362751582746,0.123129374739988,33.2282113753357,25,-9.33333333333333,4.63616336125783,-29.6971699720755
"ILL_4783_AGL",0.996520765255122,1.53281124865033,61.704403413418,13.3333333333333,-23,-2.45374642318893,-37.2777988310103,0.191988207650766,0.244430663464889,82.7965212607261,11,-20,-12.0591749785151,-45.0359021667776,0.185914023937913,0.35994554388308,49.736133933682,13.6666666666667,-24,0.165308309538467,-34.889707828655
"ILL_4804_AGL",0.755765303745117,1.28755584210024,57.8475758377586,10,-23.3333333333333,-0.995792798280602,-34.3291261316139,0.14090123139037,0.170367325536807,83.1795376444768,9.33333333333333,-24,-10.0917783160307,-43.4251116493641,0.101626022040045,0.224828212981779,47.9863142306962,15,-18.3333333333333,1.23360551991883,-32.0997278134145
"ILL_4875_AGL",0.844294006521347,1.52026596229433,58.0392180535195,16.3333333333333,-16,-1.80263662879103,-33.3936839796335,0.182886331602955,0.221939703310324,79.7754968105825,12.3333333333333,-21,-10.0700581132748,-41.9348630645373,0.155119850717987,0.316164172985946,47.7376795758521,15.3333333333333,-21,0.700036292623267,-32.2417969797968
"ILL_4956_AGL",0.599643928125421,1.05582307903987,48.8596795248019,16,-20,0.246818717500467,-35.3416778765355,0.161015531117037,0.23644638652637,68.794489843239,17.6666666666667,-18,-6.4859329297932,-42.5159494215629,0.085836991034425,0.242354581866049,30.0172261516177,17.6666666666667,-20,3.8850208270909,-32.2631380971476
"ILL_5058_AGL",1.07116197313419,NA,79.4120660468894,9,NA,-6.40816251670023,NA,0.158230064861694,NA,70.5468574961568,23.3333333333333,NA,-9.5662747298024,NA,0.134232325094876,NA,43.4899577759962,19.3333333333333,NA,1.59497076391507,NA
"ILL_5151_AGL",0.794016772027028,1.04348091492665,76.2620238990896,5.33333333333333,-27.3333333333333,-2.67781471929133,-35.344481385958,0.13578073115506,0.143255126832271,94.8639184609793,0.333333333333333,-32.3333333333333,-14.0829993776958,-46.7496660443625,0.0981679332014,0.15287813592045,63.0424058299221,9.66666666666667,-23,-1.29102226558257,-33.9576889322492
"ILL_5209_AGL",0.790145947276101,0.926449709391441,84.664375586109,2.66666666666667,-28.6666666666667,-3.28983419280407,-34.6231675261374,0.138068044740396,0.176954589063662,77.6139794017604,13.3333333333333,-18,-9.0544311333391,-40.3877644666724,0.109880973115292,0.155807535724008,70.7379533912237,4.66666666666667,-26.6666666666667,-1.64700175723133,-32.9803350905647
"ILL_5480_AGL",0.669002409687541,1.03743941321021,52.2308247948123,20.6666666666667,-3,-0.102827165921868,-31.7352801721335,0.168693262454735,0.237222290655026,68.5422841038229,19.6666666666667,-14,-6.83917184537497,-41.0937647274537,0.103403164256822,0.244431990712373,32.9459645347476,22.6666666666667,-5,4.46919503628077,-27.5326135813622
"ILL_5639_AGL",0.565558748890817,1.0351773568373,51.4813183171406,17,-21,0.291577041780833,-35.8120607829002,0.157484216453557,0.184358722012431,80.9122487418,10.6666666666667,-27,-9.96149658579087,-46.3295526161864,0.0891141711733119,0.185134540822375,43.6987413950015,13.3333333333333,-24.5,1.42160563439093,-35.3583465970409
"ILL_5722_AGL",0.344508881935648,1.01218954402694,33.9098533009316,16,-25.6666666666667,2.8029194379119,-38.8637472287548,0.128553992407604,0.181412925757094,70.867866786141,13.6666666666667,-28,-5.81332896191743,-47.4799956285841,0.0507172043627807,0.191267187408423,26.4557946689542,22.6666666666667,-19,5.62569826244507,-36.0409684042216
"ILL_5883_AGL",0.768986798335954,1.16348410765523,65.8620727891836,6.66666666666667,-26,-1.67856160281447,-34.3452282694811,0.141221743957442,0.163154263337588,86.6592777332342,6.66666666666667,-26,-12.6596764286621,-45.3263430953287,0.112498524348413,0.191018903503074,58.3842102092198,11.3333333333333,-21.3333333333333,-0.900863657642901,-33.5675303243096
"ILL_5888_AGL",0.194856531551776,0.923118517244014,20.8528350529834,23,-13.3333333333333,6.8416999277261,-29.4916334056072,0.111159397329198,0.132963099305257,83.8930029541541,7.33333333333333,-29,-8.85555986439687,-45.1888931977302,0.0138281356568838,0.115813967718857,11.8951090724027,15.6666666666667,-20.6666666666667,6.16304625484537,-30.170287078488
"ILL_5945_AGL",0.322163143533905,0.806290177521665,39.6420660553201,22.6666666666667,-10,2.860103175927,-29.8065634907397,0.113282448915472,0.14242103576791,79.7138247036322,7.33333333333333,-25.3333333333333,-6.34428890060357,-39.0109555672702,0.0426051639205116,0.11564747805475,34.5143232505375,34.6666666666667,2,6.09559725624627,-26.5710694104204
"ILL_6002_AGL",1.01938360842837,1.31610315942081,80.2145051550364,4,-32,-2.85693558678837,-39.5493923416722,0.172873140601529,0.225445001475586,75.9106761373047,14.3333333333333,-25,-9.0528700909914,-47.2793261987934,0.131683372067768,0.303766999201068,45.1052174852079,10.6666666666667,-26.5,0.626031553534465,-36.2747666556406
"ILL_618_AGL",0.582900078502602,1.21097853527067,49.0847359367741,13.6666666666667,-21.6666666666667,0.965725894625933,-34.3676074387074,0.143964588777457,0.221398710773915,64.480395721295,19.3333333333333,-16,-4.64147346109027,-39.9748067944236,0.0675636526363121,0.266100004928813,26.0028782590571,15.6666666666667,-19.6666666666667,4.37787073364423,-30.9554625996891
"ILL_6182_AGL",0.546125137327946,1.15306487190327,47.6381757073026,14,-23,1.02689123091233,-35.9731087690877,0.141120727732298,0.195151037061382,74.0462260568265,14.6666666666667,-22.3333333333333,-7.3908213663191,-44.3908213663191,0.0576543034691208,0.226061187908283,27.2299671503791,19.6666666666667,-17.3333333333333,5.080829653572,-31.919170346428
"ILL_6211_AGL",0.911380887492724,1.32398592302318,69.4808867876365,8,-30,-2.25769523574343,-37.7257605294837,0.182834818072672,0.235096671298517,77.5736128114851,11.3333333333333,-24.5,-8.18260552091487,-42.3048990444959,0.184027662702478,0.307960134340652,60.5763388653246,9.33333333333333,-26,-0.838759733074734,-36.0762048250857
"ILL_624_AGL",0.70887863427278,1.25900089167011,56.1969421641847,13.3333333333333,-22.3333333333333,-0.788215163614566,-36.4548818302812,0.159402152940006,0.272951069125617,57.7679344442365,22,-13.6666666666667,-2.39077123140837,-38.057437898075,0.0911626626472491,0.34804224781472,26.1642587968585,20.3333333333333,-15.3333333333333,5.2276496281237,-30.439017038543
"ILL_6821_AGL",0.638040178897209,1.15741335758008,59.1512413994032,12.3333333333333,-21,-0.414349692805433,-33.7476830261388,0.146907776311336,0.187999370212818,78.3994448839244,12.6666666666667,-20.6666666666667,-9.45566143946297,-42.7889947727963,0.0766675784107971,0.230488504351678,36.0611059643415,19,-14.3333333333333,3.644862468577,-29.6884708647563
"ILL_6853_AGL",0.818609672330399,1.12497850242261,72.4266991375265,9,-28,-3.27471243336257,-39.382662518499,0.175067226701859,0.19826288256371,84.4639139683275,8.66666666666667,-27.5,-11.1703377655636,-46.5690023536998,0.133611705781825,0.234085369230056,54.3436137506501,15.3333333333333,-17.5,-0.664907389470069,-36.2940882342749
"ILL_7089_AGL",0.491394551618897,1.23571858657082,41.6183890612854,16,-25,1.64894018491043,-38.7611124797039,0.142181826244458,0.221872375383821,63.8337807572938,17.6666666666667,-24.5,-3.92345114318557,-44.0834351244056,0.0639419128753555,0.270556951053101,24.4330923372066,16.3333333333333,-26,4.80930453601177,-36.4221877645207
"ILL_7558_AGL",0.882689763878193,1.07301867235955,81.4828112246461,4.66666666666667,-29,-3.68251012523497,-37.3491767919016,0.150627895311171,0.175867588847449,86.2910191273721,7.33333333333333,-26.3333333333333,-12.8291533427325,-46.4958200093992,0.114977693397635,0.190162615154452,63.0298147880337,8.66666666666667,-25,-1.26552511100233,-34.932191777669
"ILL_7663_AGL",0.252463953247956,0.836201106703419,29.9097457769634,17.3333333333333,-18,3.70714893178997,-31.6261844015434,0.113814256283705,0.139287090166106,81.6923089553189,8.33333333333333,-27,-7.9661350872341,-43.2994684205674,0.0213964167150796,0.11234344726896,19.1683712272463,13,-22.3333333333333,3.99355954811447,-31.3397737852189
"ILL_7668_AGL",0.525858379946774,1.07790289497613,48.8002360867161,13,-19,0.897542158610766,-31.1024578413892,0.13548934272913,0.157054607645878,86.7835473554233,6,-26,-9.57272933047543,-41.5727293304754,0.0675242773962111,0.174732486747264,38.3493388530285,18,-14,2.3884935719897,-29.6115064280103
"ILL_7716_AGL",0.910220651535618,1.17814713056612,79.2836341077864,8.33333333333333,-23.6666666666667,-3.7247818216887,-35.7247818216887,0.169603081186754,0.183043916684224,92.6607499835771,2.66666666666667,-29.3333333333333,-14.5048382867531,-46.5048382867531,0.127803363414756,0.220411066426594,57.4996035515729,16,-16,-1.71288145474523,-33.7128814547452
"ILL_7747_AGL",0.607820924374422,1.0038290817714,57.9439715978143,14,-17.6666666666667,1.14036143491497,-30.5263052317517,0.133913339691417,0.180006991167117,73.8667010815668,15.3333333333333,-16.3333333333333,-7.91595488569667,-39.5826215523633,0.083807988764256,0.178150651699112,43.4223264264056,10.6666666666667,-21,2.70115018064333,-28.9655164860233
"ILL_7946_AGL",0.563104376477193,0.92657128828655,60.1527257402765,14.3333333333333,-18,-0.797826179497636,-33.131159512831,0.141225392299847,0.17029655628742,82.9172988619043,9.66666666666667,-22.6666666666667,-10.696592217135,-43.0299255504683,0.0732259812652527,0.154031418656015,46.1956452580597,21.3333333333333,-11,1.18878182396827,-31.1445515093651
"ILL_7978_AGL",0.47639247352091,1.00065607818382,46.7732912524507,19,-13.6666666666667,0.354515850435665,-32.312150816231,0.143148387050312,0.163191388213767,87.8591388000403,5,-27.6666666666667,-9.3089556853544,-41.9756223520211,0.0710960221555407,0.164085430652609,40.3381796224992,33.3333333333333,0.666666666666667,3.04623830058514,-29.6204283660815
"ILL_7979_AGL",0.451415054782952,1.26201506290858,36.0186918792403,18.3333333333333,-16.3333333333333,3.16371354725027,-31.5029531194164,0.133455503032176,0.172958191202543,77.5294646152396,11,-23.6666666666667,-7.38861032745057,-42.0552769941172,0.0697300572952491,0.222876944319791,29.0283322808236,28,-6.66666666666667,5.74724962940827,-28.9194170372584
"ILL_8007_AGL",0.111629531623479,0.8084414193226,14.0533287202864,15,-21,5.32613420417073,-30.6738657958293,0.108217761381149,0.141009692978886,76.8272075281409,10,-26,-6.36099211148643,-42.3609921114864,0.0125574616267143,0.116203548647111,10.7235002758289,18,-18,7.48266804824953,-28.5173319517505
"ILL_8009_AGL",0.323474799819214,1.17657214237105,25.5011925271361,21.3333333333333,-14.6666666666667,4.91470272828453,-31.0852972717155,0.124174011427823,0.145104095970045,85.5951585014739,5.66666666666667,-30.3333333333333,-8.1807486390695,-44.1807486390695,0.0555090201151737,0.172637363925457,29.402422230192,35.3333333333333,-0.666666666666667,7.57298490792183,-28.4270150920782
"ILL_8010_AGL",0.353888808295976,0.962278074728401,37.0500065812743,18.3333333333333,-16,3.4421811973345,-30.8911521359988,0.125672388898724,0.143209715659364,88.128082667311,5.33333333333333,-29,-8.8808774818034,-43.2142108151367,0.041415594496228,0.137909685808811,29.6097985027695,21,-13.3333333333333,4.841192458028,-29.4921408753053
"ILL_8072_AGL",0.823221151092617,1.1373102783027,72.7799125037912,10.3333333333333,-27.3333333333333,-1.8741884273976,-39.5408550940643,0.169630992778537,0.188317310765645,90.0153883527898,4.66666666666667,-33,-11.7859922598025,-49.4526589264691,0.136063833601366,0.224423222437436,57.8447145260926,16.6666666666667,-21,0.121626812910932,-37.5450398537557
"ILL_8174_AGL",0.634516049332103,1.24053390748296,49.3052005941602,15.3333333333333,-23.5,0.600606632193466,-37.0965810463046,0.166274039043092,0.26685157248326,63.1327732734304,19.3333333333333,-20.5,-3.9748208680351,-41.0221343011892,0.0926746420599046,0.335513343515595,26.7912781349012,20,-18.5,5.3544130276577,-32.5882309593056
"ILL_8595_AGL",0.628703852074918,1.32666993574502,44.3219430250579,16.3333333333333,-18,1.1026989368925,-34.4054799059542,0.154833385487382,0.221510283942944,68.0047363997809,16.3333333333333,-21.5,-5.2065168156548,-41.2959298802891,0.0923989440490834,0.299246524540451,29.2959490149037,15,-22,3.4861015266112,-32.8424681218729
"ILL_9_AGL",0.295462486171906,1.04933151125067,26.8348905677516,12.6666666666667,-26,2.59605535977067,-36.070611306896,0.133082559685364,0.154500385671001,86.362551308548,5.66666666666667,-33,-8.42347172800967,-47.0901383946763,0.0537703173536874,0.168965523456974,30.5486054069687,26.3333333333333,-12.3333333333333,5.03047896021267,-33.636187706454
"ILL_975_AGL",0.528988795212406,0.813345753685037,65.7120028095937,5,-27.3333333333333,-1.19381736344674,-33.5271506967801,0.123788101533321,0.142063632191712,87.6838026418171,6.66666666666667,-25.6666666666667,-10.9402304184953,-43.2735637518287,0.049620972660429,0.115334480348528,42.571351323827,15.6666666666667,-16.6666666666667,1.21405965993363,-31.1192736733997
"ILL_9888_AGL",0.330291141211478,0.926302484726653,32.4881386195157,20,-13.6666666666667,2.56434422296313,-31.1023224437035,0.115534664271374,0.151233238098955,76.414828401714,12.3333333333333,-21.3333333333333,-7.65384098683013,-41.3205076534968,0.0438152238840807,0.144731486147889,25.9431444106668,26,-7.66666666666667,5.32114564896603,-28.3455210177006
"ILL_9932_AGL",0.246279176491459,1.08274053671523,22.2725566649325,20,-16.3333333333333,5.5652336247667,-30.7680997085666,0.113418089055969,0.133834877993616,84.8323866634494,6.66666666666667,-29.6666666666667,-8.157630461554,-44.4909637948873,0.0392802642982042,0.151305256111204,24.5961104032359,29,-7.33333333333333,7.9009125658301,-28.4324207675032
"ILL_9945_AGL",0.224931347315635,0.917630646921327,24.3584346059842,17.3333333333333,-18.6666666666667,4.7823659736527,-31.2176340263473,0.121648134129559,0.16638473141738,72.8080938366405,13,-23,-6.36214833736573,-42.3621483373657,0.0397209383019439,0.151400534624768,24.4226038298516,26.6666666666667,-9.33333333333333,6.0035109928138,-29.9964890071862
"ILL_9977_AGL",0.180198695229916,0.960350803379506,18.3612744213717,22.3333333333333,-13,7.21629607979603,-28.1170372535373,0.112629795836341,0.153032284088822,73.3437633601095,14.6666666666667,-20.6666666666667,-7.2802114358678,-42.6135447692011,0.0170456933060761,0.141111279558316,12.248391618519,21.3333333333333,-14,8.19442723927873,-27.1389060940546
"ILL_9997_AGL",0.349610158322398,1.00931954969071,34.3337648030309,17.6666666666667,-17.6666666666667,3.2057013534036,-32.1276319799297,0.119178204557755,0.15308000449925,78.3366673642322,10,-25.3333333333333,-7.61167986556063,-42.945013198894,0.0413594193965083,0.155733364885368,25.6258591995516,23.3333333333333,-12,6.15615740832467,-29.1771759250087
"ILWL_118_AGL",0.668088650533277,1.32231774345591,50.6331224816569,15.6666666666667,-15.6666666666667,0.0850314957117651,-31.2483018376216,0.148270076501504,0.180270650947024,82.1763427246621,9.33333333333333,-22,-9.32972895509623,-40.6630622884296,0.124499084116154,0.240864438829589,52.1138927791833,14.3333333333333,-17,1.2385106052367,-30.0948227280966
"Indianhead_AGL",1.13289935042983,NA,67.7166833720287,16,NA,-4.77557749426837,NA,0.218578111106008,NA,65.1611045356326,23.6666666666667,NA,-6.01760980983147,NA,0.231165325005912,NA,41.6101143305004,19.6666666666667,NA,2.29328745540057,NA
"IPL_220_AGL",0.247726616861183,0.947313156828683,25.8970168648243,28.6666666666667,-6.33333333333333,7.1368490858902,-27.8631509141098,0.119103689284765,0.136125234193481,87.3377953866129,4.66666666666667,-30.3333333333333,-8.3219231435636,-43.3219231435636,0.0223454494319718,0.116248904258071,18.9061623760722,17.6666666666667,-17.3333333333333,5.63248468730917,-29.3675153126908
"Laird_AGL",0.747859482502849,NA,54.9698600178933,20.3333333333333,NA,-1.44489311509307,NA,0.193043092579935,NA,71.7076142261546,18.6666666666667,NA,-8.70534869757117,NA,0.145661099376132,NA,40.0128380732039,23,NA,2.79121635813826,NA
"LIRL.22.46_AGL",0.500789762450051,0.856954253216478,57.7859470422979,5.33333333333333,-31.5,-0.518969373459103,-37.779226136408,0.131103018202372,0.171782971461785,76.2054748645758,12.3333333333333,-25,-7.57560106741577,-44.7169711697894,0.0516072008542259,0.146487736183078,35.2965047325068,10,-29,1.87287679341093,-35.870400968014
"PI_163589_AGL",1.01106267304566,1.18247308213938,90.658498161693,1.66666666666667,-32,-4.24529595717477,-37.5063645498164,0.168602436628202,0.19660847898875,86.4071405353496,7,-26,-10.6843921500629,-44.5187376891568,0.132292064664384,0.237920638074037,58.9747886127415,9,-24.5,-1.16582617029934,-34.7501486549006
"PI_169534_LSP_AGL",0.892182327226105,1.40759974364359,65.281535059298,9,-27.5,-1.57706307914133,-38.1987115081709,0.171536923777609,0.257083242763856,64.6698377562741,19.6666666666667,-21.5,-4.48896613980476,-42.0505174418351,0.151382238283958,0.355655484779801,42.2384544637704,15.6666666666667,-25.5,2.95234624029636,-35.606569696233
"PI_175754_LSP_AGL",0.757219219991593,1.26561670295952,58.8683326659155,10.3333333333333,-25,-0.509170926810332,-35.8425042601437,0.138604940715617,0.183816624282595,75.2999566088527,14,-21.3333333333333,-8.3701331083285,-43.7034664416618,0.0730188329712396,0.237256125489694,31.1363175499738,17.6666666666667,-17.6666666666667,3.7388439777398,-31.5944893555935
"PI_177430_LSP_AGL",0.746148860972858,1.32902361898386,56.1014967451141,12,-23,-1.0443312750178,-36.0443312750178,0.148858731176096,0.228715404076546,64.398571394467,21.3333333333333,-13.6666666666667,-5.24253971491407,-40.2425397149141,0.0894953430179674,0.309988881794152,28.8642863770464,20,-15,4.5327454876185,-30.4672545123815
"PI_178939_LSP_AGL",0.747885461200715,1.32951547583352,56.0930672607209,15.6666666666667,-20.3333333333333,-0.566337120150434,-36.5663371201504,0.162405435315881,0.267339783660712,60.2251216505161,22.6666666666667,-13.3333333333333,-3.69535329253877,-39.6953532925388,0.101629070779914,0.357639518054634,28.2919479011794,20.6666666666667,-15.3333333333333,5.02781524099733,-30.9721847590027
"PI_178952_AGL",0.441750239524501,1.00069330518463,42.4405063553549,20.3333333333333,-17.5,1.94831978008713,-34.3808895294191,0.129270608065603,0.18103202472011,69.4071153208312,18,-19,-6.79917701113447,-42.6851687515746,0.045007223874123,0.182558838584191,22.611688170958,24.6666666666667,-13.5,7.21830266128897,-29.4374274615743
"PI_178971_LSP_AGL",0.45738058473385,1.18629951855742,38.6548560862634,25.6666666666667,-9.66666666666667,3.55652960281873,-31.7768037305146,0.130929389244414,0.172624315928681,75.5890439045513,15.6666666666667,-19.6666666666667,-9.2032566365166,-44.5365899698499,0.0432617596809723,0.197776230230601,22.0742557698468,21.6666666666667,-13.6666666666667,6.40767925440773,-28.9256540789256
