"Name","Su17_gc.a.auc.e","Su17_gc.a.auc.l","Su17_gc.a.b","Su17_gc.a.g.b","Su17_gc.a.g.r","Su17_gc.a.k","Su17_gc.a.r","Su17_gc.a.x.d","Su17_gc.a.x.gen","Su17_gc.a.x.max","Su17_gc.a.x.mid","Su17_gc.a.x.min","Su17_gc.h.auc.e","Su17_gc.h.auc.l","Su17_gc.h.b","Su17_gc.h.g.b","Su17_gc.h.g.r","Su17_gc.h.k","Su17_gc.h.r","Su17_gc.h.x.d","Su17_gc.h.x.gen","Su17_gc.h.x.max","Su17_gc.h.x.mid","Su17_gc.h.x.min","Su17_gc.v.auc.e","Su17_gc.v.auc.l","Su17_gc.v.b","Su17_gc.v.g.b","Su17_gc.v.g.r","Su17_gc.v.k","Su17_gc.v.r","Su17_gc.v.x.d","Su17_gc.v.x.gen","Su17_gc.v.x.max","Su17_gc.v.x.mid","Su17_gc.v.x.min"
"CDC_Redwing_AGL",70.1204655065212,67.730830903595,-7.38565576275682,-2.06151130771679,0.0491022089390775,1.38950953495862,0.143987268375331,21.4194594408182,4.93262139282355,77.6666666666667,56.2472072258484,35.6666666666667,15.2390908162792,15.2521922808641,-5.05231643088411,-0.219745998038403,0.0071841504423361,0.276387259854974,0.104407792588736,28.6504549004131,6.64666409809336,78.3333333333333,49.6828784329203,21.6666666666667,16.2325557567456,16.0880995432318,-13.0076313906689,-0.970452301413834,0.0192476103260551,0.355157359133732,0.221187422342442,13.9941754125742,3.20243236757587,73.6666666666667,59.6724912540924,46.3333333333333
"CDC_Robin_AGL",97.8954098782494,95.2888986472058,-6.03112112992825,-2.45830029798813,0.060687210177944,1.97542140800128,0.123759727130239,24.2939243794624,5.60134623229331,81,56.7060756205376,33.3333333333333,17.0422417531411,16.6870075408977,-5.75892158590944,-0.297381505356764,0.00892789596843065,0.306242485396539,0.117145557001885,25.8218466050299,5.93848510319043,76.3333333333333,50.5114867283035,26,25.675073491665,25.3685134567048,-11.7912801856089,-1.39717382670239,0.0279124694292554,0.568180955364999,0.200628093355851,15.3596218749451,3.47106224965498,75.6666666666667,60.3070447917216,46
"CDC_Rosebud_AGL",84.2445346378385,81.4514241603341,-6.62752436910709,-2.20376550281182,0.0545248592378246,1.64721868612882,0.134412877627506,22.5149327461702,5.18979236868497,78,55.4850672538298,33.6666666666667,17.0006137447556,16.9401211725917,-5.47691554137403,-0.295695788096471,0.00864660176627558,0.326535218948036,0.106268938711576,28.5422183223618,6.56066661859764,81.6666666666667,53.1244483443049,25.6666666666667,22.7957231868376,22.4244905111514,-11.9461260466255,-1.26438381100248,0.0249774944366612,0.509649509996911,0.200554874079276,15.3086445720195,3.49949911670884,76.3333333333333,61.0246887613138,46.6666666666667
"CDC_Rosetown_AGL",84.7519753899943,82.0964282124437,-7.06480659026051,-2.3320795815418,0.0556405864044343,1.70664802746929,0.137273441404625,22.397968801348,5.23401404582432,79.6666666666667,57.2686978653186,35.6666666666667,16.3777007327477,16.0526868231213,-6.03495068048582,-0.34331753253585,0.00902397940600945,0.330099620478064,0.109768749677765,27.4524640197069,6.32431181174585,84,56.5475359802931,30,22.861612813445,22.5303528878486,-12.9323129652876,-1.42671332575223,0.0270077977136733,0.533371792061141,0.208921259004081,14.7879463460239,3.34422929212195,78,63.2120536539761,49.6666666666667
"CDC_Rosie_AGL",72.4114216551999,70.3656309806914,-9.11517067451501,-2.63126148044717,0.0586085596341409,1.45528700869635,0.169322660017491,18.9925186821844,4.31781881628052,76.3333333333333,57.340814651149,39.3333333333333,14.6924400181075,14.4044490281825,-6.18886747848555,-0.318282651554201,0.00831040236624295,0.295155795277645,0.112560436710808,26.8533222982785,6.19129793671605,83.3333333333333,56.4800110350548,30.6666666666667,18.2193331798889,17.97302278889,-14.331361887972,-1.23578338921534,0.0232267557021298,0.418975591928867,0.230743968391789,13.5055292720376,3.02869846610304,76.3333333333333,62.8278040612957,50.6666666666667
"CDC_Rouleau_AGL",81.8489827142971,79.244781636301,-6.70467373311703,-2.19972437715549,0.0537079390105522,1.62346943947836,0.134416091905067,22.6225198039064,5.17865118670616,78.6666666666667,56.0441468627603,34.6666666666667,16.380833324492,16.1956118596746,-5.85381901212873,-0.305331308849726,0.00877856335065759,0.307351340483251,0.114918596586771,26.3720381540568,6.04531917507261,78.6666666666667,52.2946285126099,27.3333333333333,21.1598596588176,20.9248632931343,-12.6337084904044,-1.2431546549808,0.0244409452855027,0.471982076060406,0.212616619780908,14.6421473514901,3.30548399739659,75.3333333333333,60.6911859818432,47
"CDC_Royale_AGL",93.7220415025746,90.7940047482296,-7.57754959793342,-3.0056234214223,0.0696792137694114,1.87338629970838,0.150377134264473,20.0918291641468,4.61151355018596,76.6666666666667,56.5748375025199,37.3333333333333,15.3548726878564,15.1628562297119,-5.85689445715781,-0.299296025810522,0.00819107851901674,0.304566228875326,0.109039395258773,27.7787171999137,6.40796023017508,83,55.2212828000863,28.6666666666667,23.8201430861471,23.5902461529954,-12.9459302534201,-1.50680455750009,0.0287101399983684,0.552638534773065,0.212961314904552,14.357011403511,3.2780061669355,76.6666666666667,62.3096552631557,49
"CDC_Ruby_AGL",94.6602646635338,91.6734399276886,-6.56501911628431,-2.528300539437,0.0618511345042386,1.87213550120465,0.133797453428775,22.5747738110012,5.19754270461246,78.6666666666667,56.0918928556655,34.3333333333333,17.8795228415231,17.7757967908708,-6.04731017885851,-0.374765623699106,0.00997495291817296,0.360766548649273,0.111946009272787,26.934199024364,6.26648870241233,82.6666666666667,55.7324676423027,29.6666666666667,27.8615705906328,27.4398557831459,-12.6494455009475,-1.71471932447114,0.0327723139583939,0.641810548813791,0.208734595144865,15.0438207870459,3.35509894193795,77.3333333333333,62.2895125462875,48.6666666666667
"CDC_SB.1_AGL",70.1444482569658,67.7853309897695,-6.81986198277066,-1.72755937065368,0.0449389615579851,1.30473729738919,0.141842199362322,21.5649353430441,4.93645308531738,74.3333333333333,52.7683979902892,32.3333333333333,14.7906143715978,14.6292479918831,-5.64668189512447,-0.254592029295221,0.00762708254010952,0.273241773383958,0.113304406948692,26.7944663741567,6.15405076957762,78,51.2055336258433,25.3333333333333,16.1948585720961,15.9884829437491,-12.8915334621068,-0.898379250075518,0.0181991394604524,0.349137560728424,0.223767129316076,14.0214313844353,3.17115766341929,72.6666666666667,58.6452352822314,45.6666666666667
"CDC_Sedley_AGL",76.9164123101661,74.2527505435902,-6.86311415312224,-2.02160399388858,0.0504837284902147,1.46874069929902,0.138949682092997,21.7998282793271,5.03132581358915,76.3333333333333,54.5335050540062,33.3333333333333,17.6419874781867,17.7219299965798,-5.07950144498956,-0.257852183106434,0.00841326974316873,0.321245575175329,0.10543440883036,28.2262606214194,6.58963806084801,78,49.7737393785806,22.3333333333333,21.2139487489495,20.7571376963107,-12.4209886537444,-1.1686592101074,0.0235383620828322,0.453875610755897,0.212894215587667,14.2821421916153,3.30167730716596,73.6666666666667,59.3845244750513,46
"CDC_Vantage_AGL",74.137435033776,71.9620326211761,-7.53642031308897,-2.04925210090984,0.0503971442626423,1.41949766853469,0.149645643567932,21.0944272029921,4.84343775472156,75.6666666666667,54.5722394636745,34.6666666666667,15.9668310109774,15.9357560393799,-5.27078618805178,-0.24045751115233,0.00791040371356961,0.282924395178306,0.112126817976684,26.9847131429682,6.28262293846265,75.6666666666667,48.6819535236985,22.6666666666667,18.4630518027816,18.2080815764346,-13.591827249477,-1.02218827118507,0.0207815476406484,0.388984088457742,0.232905672728566,13.9485717242497,3.12185701192611,72.6666666666667,58.718094942417,46
