"Name","Su18_Plot.Area.d061","Su18_Plot.Area.d065","Su18_Plot.Area.d068","Su18_Plot.Area.d072","Su18_Plot.Area.d076","Su18_Plot.Area.d079","Su18_Plot.Area.d086","Su18_Plot.Height.d061","Su18_Plot.Height.d065","Su18_Plot.Height.d068","Su18_Plot.Height.d072","Su18_Plot.Height.d076","Su18_Plot.Height.d079","Su18_Plot.Height.d086","Su18_Plot.Volume.d061","Su18_Plot.Volume.d065","Su18_Plot.Volume.d068","Su18_Plot.Volume.d072","Su18_Plot.Volume.d076","Su18_Plot.Volume.d079","Su18_Plot.Volume.d086"
"X3156.11_AGL",0.703383932253545,0.901034595496811,0.92011323040661,1.10993470213927,1.04868946364937,1.04048707762271,1.09237131564336,0.139109733204047,0.190725117921829,0.203095465898514,0.251288076241811,0.259175663193067,0.251550649603208,0.240612616141637,0.100222925794617,0.173327483616448,0.188603626259795,0.280355590636043,0.273136891188023,0.263492299347584,0.264749954177828
"CDC_Asterix_AGL",0.646627816636451,0.810277805276375,0.837840582100244,0.979919175652023,0.893620676378971,0.878999644267617,0.869665393072996,0.127405531704426,0.152629271149635,0.167613248030345,0.182581290602684,0.198195392886798,0.181622927387555,0.170109361410141,0.0840632591878082,0.12399135755882,0.140541995991009,0.179011186211698,0.177182726631123,0.159711236159443,0.147981132341205
"CDC_Cherie_AGL",0.661375876324305,0.786422982882796,0.84969365167553,0.927686342676756,0.908693514589577,0.867659023052902,0.938490943678639,0.140823063751062,0.176324427127838,0.177175849676132,0.197903816898664,0.209430932998657,0.192915072043737,0.180176521341006,0.0934726335716932,0.139016594695976,0.150685964921326,0.183535516154963,0.190128340341291,0.167196807142854,0.168942007992018
"CDC_Glamis_AGL",0.747619558383263,0.940864020367609,0.953781206144938,1.06119036126281,1.02785183820126,0.999445373914919,1.05432167721403,0.180522655447324,0.213297888636589,0.216107467810313,0.248205398519834,0.256389021873474,0.252962360779444,0.223223234216372,0.135803989192498,0.200610766313204,0.205815222440806,0.263160022906009,0.263312336312913,0.252213829702328,0.235410724409878
"CDC_Gold_AGL",0.590261343144392,0.760056690109947,0.748862285664794,0.813115091674578,0.794022230131127,0.78077526309652,0.828646572744365,0.164507523179054,0.197641546527545,0.199737325310707,0.226993853847186,0.240304986635844,0.224999129772186,0.201135804255803,0.0978333354997952,0.149824095117978,0.149057339816298,0.18414349804544,0.191185976324029,0.176810112093334,0.167972315472571
"CDC_Greenstar_AGL",0.637225342199258,0.805270654274762,0.790671305640731,0.891480957868362,0.879971436302761,0.847637524532569,0.891441373189802,0.163557723164558,0.194359416762988,0.197277158498764,0.219789360960325,0.233576834201813,0.21458712220192,0.200173929333687,0.104483929857551,0.15631208424004,0.156120645844589,0.195848442953656,0.205513546090938,0.181578310072308,0.178627176073525
"CDC_Imax_AGL",0.584398473627829,0.714822596848907,0.702965110290417,0.747030834028208,0.735690991665396,0.716684991978807,0.745918041072906,0.177694489558538,0.198881109555562,0.200787276029587,0.20492925743262,0.218419566750526,0.192634483178457,0.181283007065455,0.104569019316107,0.142802832745777,0.141471575244542,0.153315991280308,0.160728657716229,0.138212680485875,0.135021110628239
"CDC_Impower_AGL",0.902196839721802,1.058595561222,1.06722071785309,1.14747969277085,1.13318409460139,1.10542845847306,1.12989159217842,0.195101410150528,0.235527167717616,0.240369096398354,0.266126384337743,0.280999034643173,0.264081001281738,0.244292989373207,0.162914986792397,0.249231998793233,0.256753155316386,0.305711765747759,0.318904559647643,0.292402071744938,0.276062546857253
"CDC_KR.1_AGL",0.704228402230595,0.847932902137229,0.8338557961761,0.95444138967985,0.928740887773475,0.90869304277887,0.955907488200616,0.147942160566648,0.202554141481717,0.202641824881236,0.22038708627224,0.246849944194158,0.220276306072871,0.212945242722829,0.104337406672821,0.171458056771703,0.168851569510854,0.210168706065404,0.228977852921066,0.199904778385599,0.203616076476414
"CDC_LeMay_AGL",0.74385632527125,0.829815360190656,0.908457559005605,1.0049524395859,0.930704829355651,0.89767231146864,0.92926763009421,0.169496461749077,0.186501383781433,0.188321307301521,0.198555101950963,0.206994290153186,0.187031721075376,0.171064312259356,0.126337268710356,0.154682279769708,0.171169112385187,0.199715273835488,0.192595696514688,0.167601829087468,0.158671513857541
"CDC_Maxim_AGL",0.679645006516803,0.798564356000574,0.783468693840795,0.826103366286694,0.77793752715339,0.755435877852996,0.755776304871255,0.176232601205508,0.20577909052372,0.206002955635389,0.212816178798676,0.23096672197183,0.210876792669296,0.198604375123978,0.120976519163444,0.166466278467871,0.162974810259696,0.177521040570453,0.180954160106787,0.160107665789321,0.150952590260195
"CDC_QG.1_AGL",0.70985924401378,0.902714612417851,0.947640003660652,1.07901208762358,1.0135111546743,1.04065494647142,1.08720092691515,0.164598296085993,0.191453476746877,0.199892242749532,0.228301445643107,0.240515952308973,0.23313611249129,0.21006907025973,0.117168464151297,0.172828066833715,0.189482196769403,0.246298225473343,0.243636991280476,0.242660191402669,0.228482348684634
"CDC_Red_Rider_AGL",0.729991997338334,0.882236101350472,0.894394347557278,1.00634553232131,0.953409933053023,0.955128437470174,0.974537952238238,0.166453311840693,0.206079905231794,0.209735194842021,0.231850122412046,0.242162898182869,0.236639102300008,0.222588693102201,0.121534757103734,0.181705658918143,0.187904279259133,0.233714259208908,0.231471572474011,0.226906468529574,0.217598574129652
"CDC_Redcoat_AGL",0.752754457754575,0.883976379823106,0.894399744210379,0.977407663268961,0.940408120214683,0.914042965222309,0.873432903229326,0.162767603993416,0.211803739269574,0.214827969670296,0.229933803280195,0.239296823740005,0.226475810011228,0.209063823024432,0.118142920629464,0.187220564014802,0.192491039157918,0.224230128939647,0.223837946397524,0.206209469043082,0.180716989846062
"CDC_Redwing_AGL",0.52652575924437,0.69362839751341,0.663870368023775,0.729302963963418,0.658191693709394,0.649955839220232,0.664086296067407,0.152528882026672,0.170460805296898,0.181380425890287,0.199354454874992,0.210448871056239,0.193981513381004,0.170709172884623,0.0802311519309231,0.119365359311117,0.120933145897926,0.146057248628535,0.13916644973415,0.127398236751881,0.115234896706546
"CDC_Robin_AGL",0.615678872960737,0.721192312671851,0.722988910257384,0.821367042830154,0.765240032186643,0.784225982710339,0.809753734578823,0.155200113852819,0.18660240372022,0.189952184756597,0.208558311065038,0.224459658066432,0.20534602801005,0.189450730880102,0.0951358369479396,0.134652398198289,0.13677604066778,0.170473978285681,0.170690853401486,0.159759392394382,0.153279218128894
"CDC_Rosebud_AGL",0.644917739604955,0.764172051772134,0.769459471007474,0.893062154257395,0.826693885637016,0.8084628376014,0.837789742285073,0.157013267278671,0.187840114037196,0.196883623798688,0.222829858462016,0.233408565322558,0.217107723156611,0.20656410853068,0.102242860558926,0.144532716994131,0.15188775800446,0.198837930981677,0.192742165950931,0.174672988463545,0.172129037329873
"CDC_Rosetown_AGL",0.852761499966155,1.0282643119947,1.0624565646038,1.28702252948871,1.17156884078616,1.16105431738863,1.25090041666814,0.148308758934339,0.171676402290662,0.187773138284683,0.210740740100543,0.224171325564384,0.22119136651357,0.211180225014687,0.126473812818496,0.176700907461659,0.199505099557562,0.271108311755378,0.263190468040536,0.257546585135702,0.265202529794904
"CDC_Rosie_AGL",0.752932087623966,0.902005495095535,0.94850086548281,1.07639395312434,0.997819091184746,1.02504165372782,1.05403354685575,0.149738291899363,0.171554327011108,0.184618224700292,0.203239391247431,0.216588427623113,0.201123396555583,0.18934820095698,0.116342360793949,0.156537610951887,0.177258456251842,0.220198623627309,0.21749721434819,0.207123703620149,0.201223742055308
"CDC_Rouleau_AGL",0.751472935870027,0.88066844422745,0.908952533865616,0.997781447118343,0.928443544134698,0.896478820467955,0.924655585029589,0.176883190870285,0.215640713771184,0.220755005876223,0.241864716013273,0.251794556776683,0.233587185541789,0.224357808629672,0.110698689332082,0.19408397167629,0.204839436188929,0.244142662675234,0.236806626916693,0.212835336229713,0.210010104330663
"CDC_Royale_AGL",0.671274395617522,0.86126579381989,0.872151708978827,1.01221017972709,0.936397906363299,0.928828741658878,0.955361222828323,0.137419218818347,0.164418607950211,0.167828703920046,0.183329189817111,0.202657883365949,0.184480185310046,0.177271495262782,0.0922176869933762,0.140972977655642,0.146309367732217,0.18549619038199,0.189809844779308,0.171601216042253,0.169316960891121
"CDC_Ruby_AGL",0.647173888418586,0.811429752496286,0.846265991135936,0.993665015316406,0.913317138792805,0.913549137356331,0.99108230110677,0.126685500144958,0.169697269797325,0.177345951398214,0.195071309804916,0.215021585424741,0.192078764239947,0.186168298125267,0.0834357955081205,0.138251073333939,0.150755563707714,0.194694031011482,0.196759349965391,0.17611460822571,0.183589482674361
"CDC_SB.1_AGL",0.637511645874937,0.749113135776325,0.765870876892236,0.84335382459792,0.779567274504564,0.750783517196129,0.757037840334649,0.152054895957311,0.181358158588409,0.173939218123754,0.181925450762113,0.198237722118696,0.175914232929548,0.169091776013374,0.0968744803985647,0.136429850491402,0.134002014709697,0.154543272931397,0.156087909455058,0.134262840428852,0.130290510814327
"CDC_Sedley_AGL",0.637293337253261,0.773554536081937,0.773574470976263,0.845563721311053,0.840886796376927,0.808882947603215,0.835667480406493,0.163570041457812,0.195816809932391,0.198206454515457,0.217288911342621,0.231523325045904,0.213100532690684,0.199800928433736,0.103941051410311,0.151191539081249,0.153310943397188,0.183785047092045,0.195202925946755,0.173153201155315,0.167596957204333
