"Name","It17_gc.a.at.DTF","It17_gc.a.at.DTM","It17_gc.a.perc.DTF","It17_gc.a.xmax.DTF","It17_gc.a.xmax.DTM","It17_gc.a.xmid.DTF","It17_gc.a.xmid.DTM","It17_gc.h.at.DTF","It17_gc.h.at.DTM","It17_gc.h.perc.DTF","It17_gc.h.xmax.DTF","It17_gc.h.xmax.DTM","It17_gc.h.xmid.DTF","It17_gc.h.xmid.DTM","It17_gc.v.at.DTF","It17_gc.v.at.DTM","It17_gc.v.perc.DTF","It17_gc.v.xmax.DTF","It17_gc.v.xmax.DTM","It17_gc.v.xmid.DTF","It17_gc.v.xmid.DTM"
"CN_105732_AGL",1.49597424833479,1.81823681347062,82.2082518772496,15.3333333333333,-18.3333333333333,-16.880571302723,-50.5472379693897,0.23715383896671,0.261932934830581,89.6923567519801,11,-22.6666666666667,-28.5670421426777,-62.2337088093443,0.40445994324402,0.413755512087468,97.7359138746778,-3,-36.6666666666667,-15.333248507949,-48.9999151746157
"CN_105767_AGL",1.48869157109239,1.71284708537088,86.547588543861,10.6666666666667,-17.3333333333333,-18.3544965048097,-46.3544965048097,0.244037752307843,0.269294796613889,89.3595868663244,11,-17,-27.388715023522,-55.388715023522,0.434003639761533,0.513709866059387,88.6611419887716,3.33333333333333,-24.6666666666667,-12.5417667987037,-40.5417667987037
"CN_105777_AGL",1.02165273354294,1.19744064998762,85.4631220885454,8.66666666666667,-31,-11.624688288958,-51.2913549556247,0.204534261530679,0.257993720613867,78.3707396628138,21.6666666666667,-18,-16.1704049163687,-55.8370715830353,0.259523868302585,0.326404977902176,79.0285527046788,7,-32.6666666666667,-5.22688941129933,-44.893556077966
"CN_105789_AGL",0.55053141612849,0.852901437830005,63.3368330261627,23.6666666666667,-14.3333333333333,-5.44929690079867,-43.4492969007987,0.151558427531292,0.223611810619039,64.6851252298778,36.6666666666667,-1.33333333333333,-9.946725017947,-47.946725017947,0.0541873182125425,0.201396279186362,26.4382455268817,17,-21,4.333263787554,-33.666736212446
"CN_105791_AGL",0.852163605708658,1.30810830598686,67.3792219188749,20.3333333333333,-18.3333333333333,-8.36825385720667,-47.0349205238733,0.168465240973635,0.220268357093723,73.9908129464506,30.3333333333333,-8.33333333333333,-15.5654366048337,-54.2321032715003,0.166220923552638,0.27671752723359,58.998469069324,11,-27.6666666666667,-1.79372534776233,-40.460392014429
"CN_105862_AGL",1.67008196960979,1.60025362811194,96.9107313489062,-4.66666666666667,-33.5,-35.902524375543,-65.046433279723,0.293193747329694,0.275439879991516,92.8064200044391,4.33333333333333,-27,-32.2571765934233,-63.2182856966695,0.556818653535061,0.44961113391797,98.6763513303753,-7.33333333333333,-35.5,-23.0429169976893,-52.9923569567015
"CN_105863_AGL",1.60898688575114,2.1871182216291,71.8846833352826,23,-11,-12.4170346995233,-46.4170346995233,0.255644203062949,0.287802650199262,86.8344485892595,17.3333333333333,-16.6666666666667,-29.570996294726,-63.570996294726,0.48701808710774,0.629242070915403,74.3647038024291,11,-23,-8.97296425106933,-42.9729642510693
"CN_105864_AGL",1.5278833729665,1.70433197075764,89.4445335753709,7,-28.3333333333333,-17.2300938128707,-52.563427146204,0.220647218772127,0.245927814196418,89.9066565878082,7,-28.3333333333333,-28.7883809694799,-64.1217143028132,0.400191873384979,0.424110694426053,94.1618045646921,0.333333333333333,-35,-12.5601277001947,-47.893461033528
"CN_105865_AGL",1.78626272876756,1.98498755059038,89.442292324481,9.33333333333333,-21.3333333333333,-25.327362458716,-55.9940291253827,0.25436302721822,0.28429460615146,88.0059590117188,15.3333333333333,-15.3333333333333,-31.354579462139,-62.0212461288057,0.517804646261328,0.529554620537963,97.7191151749866,-3.33333333333333,-34,-18.4814420638407,-49.1481087305073
"CN_105866_AGL",1.82224727947957,2.10768956519451,88.1217757173026,7,-27.6666666666667,-24.3273384093297,-58.9940050759963,0.270669493582918,0.304284153764132,87.8021733152501,13.6666666666667,-21,-27.8616225630283,-62.528289229695,0.58779168533678,0.639177114832202,93.5064959346938,-1.33333333333333,-36,-16.0541836243017,-50.7208502909683
"CN_105895_AGL",0.804351928107538,1.18902291185822,66.8549773886282,15.6666666666667,-21.6666666666667,-5.236367135962,-42.5697004692953,0.143011207794469,0.238195743304462,58.7559793667976,28.3333333333333,-9,-4.24587803451034,-41.5792113678437,0.100722419534705,0.303007471564763,33.3662785290402,15,-22.3333333333333,2.78988205613133,-34.543451277202
"CN_106265_AGL",1.72262545128237,1.89223420494277,91.889109580293,2,-26.6666666666667,-26.1021356935957,-54.7688023602623,0.296994013240601,0.344673584934449,83.0733521933928,22.6666666666667,-6,-26.270219441352,-54.9368861080187,0.625772860379109,0.66930658305236,93.9891490715753,-0.333333333333333,-29,-16.8236590686567,-45.4903257353233
"CN_108369_AGL",1.65894880816437,1.78364311077805,92.0190759060093,5,-30.3333333333333,-28.9707345143237,-64.304067847657,0.234528197809608,0.261563418573771,88.6667215618012,11,-24.3333333333333,-26.865705861504,-62.1990391948373,0.458332618152725,0.474585223535317,96.024711713532,-2.33333333333333,-37.6666666666667,-16.1105841156177,-51.443917448951
"CN_108370_AGL",1.60734415062357,1.81504027853666,89.1849274317156,2.5,-26,-24.2136880781845,-52.7136880781845,0.283110459853373,0.310849101211911,89.4624257677038,12,-16.5,-31.3114229828125,-59.8114229828125,0.531787788371929,0.574318763352183,93.4252062430605,-3.5,-32,-19.309177785907,-47.809177785907
"Crimson_AGL",1.2892111272349,1.55507992817974,83.1156014351832,13,-21,-15.5026962927307,-49.5026962927307,0.199256117536221,0.238741944438231,81.7189599746674,21.6666666666667,-12.3333333333333,-22.0213668116537,-56.0213668116537,0.316892562324025,0.345735845054891,91.6445157844612,2.33333333333333,-31.6666666666667,-10.6383355842817,-44.6383355842817
"DPL_62_AGL",0.826499246339589,1.27585734771555,64.5162728257711,20.3333333333333,-18,-5.46223180171733,-43.7955651350507,0.189615808664158,0.272876074603358,67.6505697434174,31.3333333333333,-7,-10.150581808759,-48.4839151420923,0.158456472563899,0.345390199035672,46.240836855026,12.3333333333333,-26,0.606960182203669,-37.7263731511297
"Eston_AGL",1.70660655677818,1.93612647243853,86.343775016024,14.3333333333333,-18,-23.673485226912,-56.0068185602453,0.251265548938684,0.277679934020439,89.3937742792501,10.6666666666667,-21.6666666666667,-27.926897959626,-60.2602312929593,0.514925506373699,0.536737352224783,95.3286475902717,-0.333333333333333,-32.6666666666667,-16.560006152025,-48.8933394853583
"Gudo_AGL",1.531561629764,1.74652559877168,87.3671773158263,10.5,-30,-18.712350052899,-59.212350052899,0.220280902155505,0.290189610456652,74.9079384527404,23,-17.5,-13.3105849184035,-53.8105849184035,0.414117949900648,0.527565986425105,78.1901420630589,7.5,-33,-5.457528871036,-45.957528871036
"IG_1046_AGL",1.53313378137295,1.98344682588421,79.4470756747049,16.6666666666667,-17.6666666666667,-15.2132972775443,-49.5466306108777,0.220554572655212,0.246750207348493,88.4848499976399,13.3333333333333,-21,-29.286346989686,-63.6196803230193,0.415634963095288,0.46462951337423,91.3862368524412,2,-32.3333333333333,-13.7841639358113,-48.1174972691447
"IG_1706_AGL",1.49720374946351,2.00074129816639,83.7429653504182,12.6666666666667,-10.5,-20.3282377600233,-48.6429611681395,0.23226936753025,0.22707988593576,89.0054747161532,14,-18,-32.5976074683877,-67.277704118857,0.394924951473772,0.389118547838824,96.98731756678,-4,-34.5,-18.0575561334847,-49.652197087077
"IG_1959_AGL",1.6483832163579,2.18413396797608,74.2412351448493,22,-11,-12.2113113086683,-45.2113113086683,0.219109105836864,0.245695325313176,87.8155990936916,15.3333333333333,-17.6666666666667,-30.1803620220883,-63.1803620220883,0.436578101932497,0.4713985391085,92.937623621064,2.33333333333333,-30.6666666666667,-13.0223488073997,-46.0223488073997
"IG_4258_AGL",0.905878213524964,1.09754926318253,80.3842017966747,14,-14.3333333333333,-11.923169964383,-40.2565032977163,0.188329555672699,0.246661168848681,71.6458482808625,32,3.66666666666667,-14.5652321053667,-42.8985654387,0.215126703856606,0.296556091907512,70.1747988936739,8.33333333333333,-20,-3.210781097495,-31.5441144308283
"IG_4781_AGL",1.69306526723643,1.95517879246421,86.4230348851047,13.3333333333333,-18,-23.502592326545,-54.8359256598783,0.245175439981324,0.286844314978602,82.4183291318505,24,-7.33333333333333,-26.986097597325,-58.3194309306583,0.524235908069393,0.583469017615762,89.5053513057445,6,-25.3333333333333,-14.5435646644413,-45.8768979977747
"IG_858_AGL",1.45162228261645,1.51658889392005,95.3717895346937,-0.666666666666667,-27.3333333333333,-25.9177873288987,-52.5844539955653,0.249576860687983,0.269226646751781,91.1640061043899,9,-17.6666666666667,-32.565937561195,-59.2326042278617,0.396724961515858,0.398282189037211,99.5631185835629,-9.33333333333333,-36,-21.0366571959637,-47.7033238626303
"ILL_10657_AGL",1.17217071562964,1.50483432374473,77.4283775265852,15,-19.5,-10.404782353624,-44.904782353624,0.185129408115295,0.283446906054119,62.5706157825754,32,-2.5,-6.6909323940355,-41.1909323940355,0.181207348213488,0.454986897124314,39.1226879879038,14,-20.5,1.7817516947515,-32.7182483052485
