"Name","It17_gc.a.at.DTF","It17_gc.a.at.DTM","It17_gc.a.perc.DTF","It17_gc.a.xmax.DTF","It17_gc.a.xmax.DTM","It17_gc.a.xmid.DTF","It17_gc.a.xmid.DTM","It17_gc.h.at.DTF","It17_gc.h.at.DTM","It17_gc.h.perc.DTF","It17_gc.h.xmax.DTF","It17_gc.h.xmax.DTM","It17_gc.h.xmid.DTF","It17_gc.h.xmid.DTM","It17_gc.v.at.DTF","It17_gc.v.at.DTM","It17_gc.v.perc.DTF","It17_gc.v.xmax.DTF","It17_gc.v.xmax.DTM","It17_gc.v.xmid.DTF","It17_gc.v.xmid.DTM"
"ILL_10748_AGL",0.977020698776868,1.32835426472025,74.7008398000556,16.3333333333333,-31,-9.62165611891,-56.9549894522433,0.184151236881572,0.33346627344175,54.3084635522293,37.3333333333333,-10,-2.44254662069066,-49.775879954024,0.0847765684499715,0.458152667025268,20.3534038941829,19.3333333333333,-28,6.80825434711667,-40.5250789862167
"ILL_11547_AGL",0.708710025827388,1.24986195437584,56.4703270053571,14.3333333333333,-26.6666666666667,-1.64006364831267,-42.6400636483127,0.164632483300852,0.247064566510803,64.5492787995537,37,-4,-9.48548038155067,-50.4854803815507,0.0926142780339764,0.326517285778246,29.0879030556444,15,-26,3.43199193234133,-37.5680080676587
"ILL_11548_AGL",0.634080617359741,1.20541095237863,52.6237719812306,25,-15.6666666666667,1.375619708023,-39.2910469586437,0.132661479246227,0.217948368516782,57.0155161335407,40.3333333333333,-0.333333333333333,-4.08221805208234,-44.748884718749,0.081050439873491,0.268610518086235,30.3395650838471,19.3333333333333,-21.3333333333333,5.43924152127767,-35.227425145389
"ILL_11553_AGL",0.888015863745867,1.09060875820139,80.2070162883177,14.3333333333333,-16.3333333333333,-13.11561573916,-43.7822824058267,0.172842944032938,0.241590720242189,67.8784481830593,31,0.333333333333333,-11.740106223174,-42.4067728898407,0.17583083929949,0.287421375706202,60.2744217005665,10.3333333333333,-20.3333333333333,-1.754759910807,-32.4214265774737
"ILL_11555_AGL",0.89216452678959,1.14906342942991,77.6626000650204,10.6666666666667,-25.6666666666667,-7.24231942329766,-43.575652756631,0.162357059609419,0.22594756017931,69.6762507783246,31.3333333333333,-5,-12.4083982822847,-48.741731615618,0.153837055945922,0.270004744686363,58.5424999312211,11,-25.3333333333333,-1.490546294116,-37.8238796274493
"ILL_11557_AGL",1.05660126592085,1.39351838109244,75.8316291315947,13,-23.6666666666667,-9.305701592549,-45.9723682592157,0.191848276550839,0.275097725761225,68.5310359738696,25,-11.6666666666667,-8.716854932539,-45.3835215992057,0.225222397074765,0.395452674496229,56.1861905655061,10.3333333333333,-26.3333333333333,-1.09901169247667,-37.7656783591433
"ILL_11558_AGL",0.679177753715919,1.0404979470981,58.3945441210186,15,-23.3333333333333,-5.50291604865666,-43.83624938199,0.179949822566668,0.268879414131211,63.0261491832438,37,-1.33333333333333,-8.142858494753,-46.4761918280863,0.144897309819698,0.277537518541615,46.1567873117675,14,-24.3333333333333,1.18942902066833,-37.143904312665
"ILL_1220_AGL",1.14900182161053,1.68048828984287,65.6347861119663,32,-1.5,-9.9556904793425,-43.4556904793425,0.196007062390693,0.22074135194391,86.9838130060915,17,-16.5,-30.09635407235,-63.59635407235,0.289197291761754,0.385374752509846,74.3797813753386,12.5,-21,-7.75699483842749,-41.2569948384275
"ILL_1553_AGL",1.30017665879117,1.47724661843988,89.0109646377817,6,-28.3333333333333,-20.9296086726157,-55.262942005949,0.21137016714168,0.240723981262029,86.416360781337,17,-17.3333333333333,-28.0470500949903,-62.3803834283237,0.333108395485781,0.372532899450359,91.4728072318235,1.33333333333333,-33,-13.4916257622977,-47.824959095631
"ILL_1762_AGL",1.59972576296815,2.03890887396457,78.5302708629456,15.3333333333333,-14,-12.1026169684467,-41.43595030178,0.186942067871725,0.221355287587851,80.0529636718579,30,0.666666666666667,-25.0711142929927,-54.404447626326,0.409351555850113,0.476493884125171,86.5553753620118,5.33333333333333,-24,-9.82140677016566,-39.154740103499
"ILL_1983_AGL",0.847621757415299,1.02380407594001,82.5446723858837,9.66666666666667,-26,-10.519773624755,-46.1864402914217,0.182206439989948,0.241302905780149,72.9348946583245,30.6666666666667,-5,-15.1631985980843,-50.829865264751,0.186788664246466,0.259483271860101,71.9586956932362,8.66666666666667,-27,-3.80497137518333,-39.47163804185
"ILL_213_AGL",1.33507105281826,1.51887418148146,88.6616684221095,6.66666666666667,-22.3333333333333,-17.3388495605937,-46.3388495605937,0.232037531048726,0.259654046922166,88.142555840942,12,-17,-23.51294169036,-52.51294169036,0.344061331403608,0.3525897574692,97.5798243541094,-2.66666666666667,-31.6666666666667,-14.839490184256,-43.839490184256
"ILL_2194_AGL",1.37995437618937,1.60031079128453,85.8637129869507,13,-17,-20.5308529656453,-50.5308529656453,0.221288277856997,0.249300857077591,88.0354036929618,11.3333333333333,-18.6666666666667,-25.0705373352613,-55.0705373352613,0.363941812185138,0.401759176895259,90.1976406399299,4.66666666666667,-25.3333333333333,-12.8898722816857,-42.8898722816857
"ILL_2507_AGL",1.02092939147317,1.33011177849913,74.6597018402519,16.6666666666667,-14.6666666666667,-10.1850466367057,-41.518379970039,0.193283286219507,0.272082885806618,68.6604086712414,25.3333333333333,-6,-9.25633892502867,-40.589672258362,0.232886879374723,0.384223401791701,56.8062667604531,10.6666666666667,-20.6666666666667,-1.26797100652333,-32.6013043398567
"ILL_2580_AGL",1.11392482453305,1.35662580833391,81.7768068643076,13,-21.3333333333333,-12.6360316870933,-46.9693650204267,0.199624060152491,0.253942799464208,77.6305965401988,19.3333333333333,-15,-13.834566505233,-48.1678998385663,0.281922399583947,0.358475312502026,78.7290802379759,7,-27.3333333333333,-5.136054144668,-39.4693874780013
"ILL_28_AGL",1.35990026620306,1.56165586464638,86.6616884119575,11.6666666666667,-23.3333333333333,-20.434812546184,-55.434812546184,0.22893591513609,0.275756991643486,81.8864114497592,18.6666666666667,-16.3333333333333,-19.001124333499,-54.001124333499,0.38988822899397,0.420176458818636,92.7345525183959,2.33333333333333,-32.6666666666667,-10.0524106171197,-45.0524106171197
"ILL_3025_AGL",1.0441461675275,1.25288447608522,83.5354176535296,7,-25.3333333333333,-8.05316931639234,-40.3865026497257,0.192968158067394,0.266344466261739,69.7613935340961,30,-2.33333333333333,-11.807980766194,-44.1413140995273,0.2394981909856,0.356966848155535,67.7125476431217,8.66666666666667,-23.6666666666667,-2.67219296744366,-35.005526300777
"ILL_313_AGL",1.68619323760509,2.19188976473237,76.2689686087654,20.3333333333333,-14,-12.776610481198,-47.1099438145313,0.216349384614686,0.24670297856117,86.5733616154212,15.3333333333333,-19,-25.228513788906,-59.5618471222393,0.430570107128598,0.456544572669861,94.415666586891,1,-33.3333333333333,-12.7067644197347,-47.040097753068
"ILL_3347_AGL",1.00282688142452,1.19180747528481,83.8467388621461,9.66666666666667,-19.3333333333333,-12.0431615624937,-41.0431615624937,0.18384269383427,0.245607874357026,73.4736991938574,24.3333333333333,-4.66666666666667,-13.1016121684507,-42.1016121684507,0.232005488085739,0.317939085861369,74.2299141986548,7.66666666666667,-21.3333333333333,-4.42846730917667,-33.4284673091767
"ILL_358_AGL",1.48315589353485,1.66414755402163,88.5406696371259,8.33333333333333,-21.3333333333333,-18.8517323400223,-48.518399006689,0.23914277264272,0.268543241559434,87.507672494299,14,-15.6666666666667,-25.6567277889727,-55.3233944556393,0.414076694179857,0.430219485233904,95.9481436262221,-1.33333333333333,-31,-13.5607358430953,-43.227402509762
"ILL_3597_AGL",1.23085611816879,1.38708658370574,89.2586844183621,4.5,-28,-10.3314911466805,-42.8314911466805,0.175537011717675,0.237645226575586,71.8077171505828,25,-7.5,-11.243764443495,-43.743764443495,0.269065581262538,0.349906677747547,75.9092233845402,7,-25.5,-4.220132510071,-36.720132510071
"ILL_4164_AGL",1.32386369717746,1.71364196705833,76.9314646100164,17.3333333333333,-12.6666666666667,-11.4085570003933,-41.4085570003933,0.206953066864486,0.255831031078998,77.9614388015184,25.6666666666667,-4.33333333333333,-18.6132216912547,-48.6132216912547,0.355331637525818,0.434443509051449,81.7337944553784,7,-23,-6.77325574489133,-36.7732557448913
"ILL_4400_AGL",1.80521842573488,1.98694890304258,90.3430519115058,7.33333333333333,-25,-23.6554653766657,-55.988798709999,0.234326771093674,0.261314352928201,88.5878794259056,12.6666666666667,-19.6666666666667,-28.6590143209603,-60.9923476542937,0.486451912006597,0.494718735276801,98.2828761021141,-4,-36.3333333333333,-16.6640719773353,-48.9974053106687
"ILL_4605_AGL",1.18095522201457,1.55882782092128,74.4880017644101,17.6666666666667,-23.6666666666667,-11.059217784449,-52.3925511177823,0.213981966774899,0.313340225786472,66.5036860442155,31.6666666666667,-9.66666666666667,-9.641776587463,-50.9751099207963,0.188340000485218,0.516652535324465,35.60548611876,17.6666666666667,-23.6666666666667,2.41071598095867,-38.9226173523747
"ILL_4609_AGL",1.44641825457462,1.69021727802086,84.2036661405665,12.6666666666667,-14,-16.0374433242543,-42.704109990921,0.182747798923504,0.214597219182784,81.9456861282817,23,-3.66666666666667,-23.608784815152,-50.2754514818187,0.34009760339655,0.386365326455789,87.8279228972826,5.33333333333333,-21.3333333333333,-10.656158956865,-37.3228256235317
"ILL_4665_AGL",1.80767417962437,2.07319259261982,85.5918472971046,15,-18.6666666666667,-23.238199159568,-56.9048658262347,0.247484593551904,0.272865120969557,89.4670737629503,12.3333333333333,-21.3333333333333,-31.2924969009823,-64.959163567649,0.515074117162066,0.529156664532855,96.8140747996275,-2.33333333333333,-36,-16.34286667009,-50.0095333367567
"ILL_4671_AGL",1.83397079815383,2.08947559155222,87.3090014558691,11,-23,-20.7420879265303,-54.7420879265303,0.250264056141492,0.284069334620143,87.2797792914453,14.6666666666667,-19.3333333333333,-29.192825131539,-63.192825131539,0.521065988920149,0.57418762421752,90.9477680955822,3.66666666666667,-30.3333333333333,-13.4879775309957,-47.4879775309957
"ILL_4768_AGL",0.870278799818081,1.07484124556727,80.5487308266115,11.6666666666667,-19,-10.1802255349457,-40.8468922016123,0.193321668578171,0.250313244249384,73.6932634813463,28.3333333333333,-2.33333333333333,-14.9445720681593,-45.611238734826,0.225002524507267,0.305707604879829,72.2570539151783,8.66666666666667,-22,-3.90559121706,-34.5722578837267
"ILL_4782_AGL",0.815771574076398,1.05567351473867,75.4001676061016,15,-17,-11.1624588345387,-43.1624588345387,0.180849217074728,0.241887705360081,71.7578565336712,28.6666666666667,-3.33333333333333,-13.3953084122233,-45.3953084122233,0.178932732339223,0.271663681737024,63.226915787719,10.3333333333333,-21.6666666666667,-2.73836372504133,-34.7383637250413
"ILL_4783_AGL",2.01339525739099,2.29871409216943,87.7827731276601,10.6666666666667,-22.6666666666667,-26.9399171262913,-60.2732504596247,0.268934236312661,0.28645927322376,93.3373645417823,4.33333333333333,-29,-34.9737228517357,-68.307056185069,0.555003260794189,0.559301956826454,99.2523548736836,-9.33333333333333,-42.6666666666667,-22.4474458202873,-55.7807791536207
"ILL_4804_AGL",1.39663926656846,1.62632813924291,87.4956760544064,8.33333333333333,-21.6666666666667,-17.1755461605353,-47.1755461605353,0.216668391766053,0.261272130181108,79.9356197888174,24.6666666666667,-5.33333333333333,-21.5253932533023,-51.5253932533023,0.379418837376978,0.429496840496878,89.0020398182924,3,-27,-10.252103369454,-40.252103369454
"ILL_4875_AGL",1.69629202053141,1.89591339538566,89.3841532593006,8.33333333333333,-21.6666666666667,-20.4476117894213,-50.4476117894213,0.250613433417559,0.280825431803828,86.69060189849,18,-12,-29.5704639834673,-59.5704639834673,0.48599425144094,0.516619654785902,94.3374510006675,-0.333333333333333,-30.3333333333333,-17.008094645061,-47.008094645061
"ILL_4956_AGL",1.95752392962415,1.9895372238655,98.3144253897352,-10,-38,-37.508897751824,-65.508897751824,0.270496326057864,0.280487050548856,96.1961441803838,-2.5,-30.5,-31.7810777865905,-59.7810777865905,0.565987729720713,0.566855795117656,99.8459283276076,-14,-42,-25.7009332374505,-53.7009332374505
"ILL_5058_AGL",1.76292153368856,2.12205636327067,81.998070311088,18.6666666666667,-13.3333333333333,-19.1592739504607,-51.1592739504607,0.21866196252854,0.238033790055933,90.9698175123869,10,-22,-35.4764624580217,-67.4764624580217,0.436311116911573,0.471793210611894,92.2382821445419,3,-29,-16.6598470471407,-48.6598470471407
"ILL_5151_AGL",1.38666464224574,1.6461730569193,84.5059940280396,11.6666666666667,-21.3333333333333,-15.0818611169897,-48.0818611169897,0.220276866505952,0.269226818933785,80.1588771728981,20.6666666666667,-12.3333333333333,-18.2065356693153,-51.2065356693153,0.384995146699641,0.444902758250564,86.8214200720708,4.33333333333333,-28.6666666666667,-7.68243839525066,-40.6824383952507
"ILL_5209_AGL",1.15347728856269,1.46451560850253,78.2466451174149,17.3333333333333,-15.6666666666667,-12.7411947522753,-45.7411947522753,0.224778395243439,0.268125373172514,82.1304155651629,19,-14,-19.082002444104,-52.082002444104,0.323526539338856,0.372289361077805,85.4722056594185,5,-28,-7.875768516418,-40.875768516418
"ILL_5480_AGL",1.830948742904,2.15019381537875,85.034705315444,13,-21.3333333333333,-19.3078789482647,-53.641212281598,0.244731523357312,0.268264943672111,90.5087678860403,9.33333333333333,-25,-29.304466570704,-63.6377999040373,0.508277716143868,0.532342325784248,95.6006576220769,-2,-36.3333333333333,-16.7112292939,-51.0445626272333
"ILL_5639_AGL",1.50967584336241,1.9082926161652,78.3747438145085,20,-15.6666666666667,-15.0869325434797,-50.7535992101463,0.239550135890166,0.281230170813082,83.6348109186859,18.3333333333333,-17.3333333333333,-21.9338846231613,-57.600551289828,0.464175191952302,0.520738066139325,88.6400745619607,4.33333333333333,-31.3333333333333,-10.0942725617447,-45.7609392284113
"ILL_5722_AGL",1.52274420700764,1.91417464365998,78.6854036654863,20.3333333333333,-16.3333333333333,-16.1357891253837,-52.8024557920503,0.252846417577569,0.310132324666789,80.127657443967,19.6666666666667,-17,-18.032441187917,-54.6991078545837,0.482345775464472,0.545443029899858,87.2264200901044,4,-32.6666666666667,-8.637193845139,-45.3038605118057
"ILL_5883_AGL",1.36656586002316,1.79807069882008,75.6932801196547,22.6666666666667,-11,-13.5721620588183,-47.238828725485,0.261594371911306,0.315741140866119,81.0894724887216,21.3333333333333,-12.3333333333333,-20.4328260547887,-54.0994927214553,0.453109249108782,0.558075615627854,82.3582748545998,6.66666666666667,-27,-7.54173430128867,-41.2084009679553
"ILL_5888_AGL",0.192602542616362,0.581221529442135,35.9301630501852,31.5,-31.5,5.2055051048735,-57.7944948951265,0.0906760110616102,0.180765611460884,52.3220314972954,37.5,-25.5,-0.112084652842945,-63.1120846528429,0.00363501619922859,0.110821227808404,5.69507233513833,28.5,-34.5,15.286271892263,-47.713728107737
"ILL_5945_AGL",0.730774184151385,1.01653280543981,71.5710707319859,18.6666666666667,-20.6666666666667,-8.11489841752467,-47.448231750858,0.178131657890006,0.279672594507844,61.6341777885055,35,-4.33333333333333,-6.7649187057,-46.0982520390333,0.0987536508104309,0.300890529565528,33.9071968284225,14.6666666666667,-24.6666666666667,2.72555193981167,-36.6077813935217
"ILL_6002_AGL",0.435688319831861,1.24947820857904,40.4678784577033,36.5,-13,4.146599570412,-48.179251984303,0.100040355188106,0.294155397775529,36.7846243770678,40.5,-14.6666666666667,5.8163781804135,-49.8080318373347,0.00785827182475256,0.35531259935166,2.70141205649318,29,-26.3333333333333,15.6174401985515,-39.506580872556
"ILL_618_AGL",1.81873835843323,2.20470620680264,82.696563121738,15,-15.3333333333333,-17.5860950904433,-47.9194284237767,0.251824568374464,0.271885678738904,91.936524413736,6,-24.3333333333333,-26.1754692763473,-56.5088026096807,0.481751316721974,0.489663956755825,98.1999968863459,-5,-35.3333333333333,-16.7862545935653,-47.1195879268987
"ILL_6182_AGL",1.05385941564031,1.24026024083775,84.0970304231797,12,-24.3333333333333,-15.7643442440763,-52.0976775774097,0.177902860081763,0.255104875143971,66.6504701764261,36.3333333333333,0,-11.547182459946,-47.8805157932793,0.239530415939454,0.302778716659546,78.1955473933008,7.66666666666667,-28.6666666666667,-5.80557152922333,-42.1389048625567
"ILL_6211_AGL",0.9228929490161,1.48560410328697,61.7869712764994,25,-21.6666666666667,-4.36499943222367,-51.0316660988903,0.168492446111697,0.30173741636706,55.1878407648496,34,-12.6666666666667,-2.37767357351367,-49.0443402401803,0.113245603078618,0.466765965495113,23.4215399026958,20,-26.6666666666667,7.11232936940867,-39.554337297258
"ILL_624_AGL",1.63110382521679,1.81713276943002,89.3106833045425,8.33333333333333,-22.6666666666667,-21.0713662320957,-52.0713662320957,0.265151815401701,0.324803162346296,80.6168289904912,18,-13,-20.9850590009987,-51.9850590009987,0.507207066883245,0.58165731787977,83.935592592439,5.33333333333333,-25.6666666666667,-12.4789975843173,-43.4789975843173
"ILL_6821_AGL",1.53390193326485,1.69193167863043,90.2115779492269,7,-25.6666666666667,-20.7944656862647,-53.4611323529313,0.242164795728613,0.282750461312632,84.5531781416878,15.6666666666667,-17,-21.602690223218,-54.2693568898847,0.493748628817837,0.663976819994886,80.3602568737072,8.66666666666667,-24,-7.35027341598,-40.0169400826467
"ILL_6853_AGL",1.8016165757105,2.09225214792399,86.2677220707012,11.3333333333333,-26,-19.9978020031313,-57.3311353364647,0.270685524384838,0.324985252345504,82.1663103898355,20.3333333333333,-17,-21.3960499671867,-58.72938330052,0.587132588392456,0.627239755796906,93.5889082431055,1.66666666666667,-35.6666666666667,-10.927156239954,-48.2604895732873
"ILL_7089_AGL",1.7053402740971,1.89700314862044,89.8375161985658,7,-26.6666666666667,-24.0916763927407,-57.7583430594073,0.220706951380815,0.245214168548317,88.794318030821,13,-20.6666666666667,-28.977472897663,-62.6441395643297,0.417843755459709,0.421777187338155,99.0707053323299,-6.33333333333333,-40,-17.840298789746,-51.5069654564127
"ILL_7558_AGL",0.935737444351144,1.43131619352107,63.6045446460406,26.6666666666667,-17.3333333333333,-6.06559909527067,-50.0655990952707,0.192438471699631,0.29373441187941,64.1232706458126,32,-12,-7.7512570465,-51.7512570465,0.116137753315384,0.428430264650685,26.7775034807686,16.3333333333333,-27.6666666666667,4.12681234404134,-39.8731876559587
"ILL_7663_AGL",0.203754999505197,0.741732890143354,26.7176468825465,42,-20,10.5557682483057,-51.4442317516943,0.0866400585606627,0.232177912983545,36.7509492031202,54,-8,7.767151733923,-54.232848266077,0.000877403808695204,0.173989874518331,0.461929843440199,35,-27,22.253641822223,-39.746358177777
"ILL_7668_AGL",0.873185781634523,1.15459613870145,76.9821035500127,11.3333333333333,-22.3333333333333,-6.04621399900633,-39.712880665673,0.176469882034641,0.226438960815753,74.3997423359168,32.3333333333333,-1.33333333333333,-18.1546655614147,-51.8213322280813,0.174897018399285,0.274532504090917,64.6633997063269,10.6666666666667,-23,-2.55068228400666,-36.2173489506733
