"Name","Ro17_gc.a.auc.e","Ro17_gc.a.auc.l","Ro17_gc.a.b","Ro17_gc.a.g.b","Ro17_gc.a.g.r","Ro17_gc.a.k","Ro17_gc.a.r","Ro17_gc.a.x.d","Ro17_gc.a.x.gen","Ro17_gc.a.x.max","Ro17_gc.a.x.mid","Ro17_gc.a.x.min","Ro17_gc.h.auc.e","Ro17_gc.h.auc.l","Ro17_gc.h.b","Ro17_gc.h.g.b","Ro17_gc.h.g.r","Ro17_gc.h.k","Ro17_gc.h.r","Ro17_gc.h.x.d","Ro17_gc.h.x.gen","Ro17_gc.h.x.max","Ro17_gc.h.x.mid","Ro17_gc.h.x.min","Ro17_gc.v.auc.e","Ro17_gc.v.auc.l","Ro17_gc.v.b","Ro17_gc.v.g.b","Ro17_gc.v.g.r","Ro17_gc.v.k","Ro17_gc.v.r","Ro17_gc.v.x.d","Ro17_gc.v.x.gen","Ro17_gc.v.x.max","Ro17_gc.v.x.mid","Ro17_gc.v.x.min"
"CN_105791_AGL",62.0309501211262,60.8285629109571,-6.04794977330684,-1.12861589919063,0.0332500188248903,0.997097019943253,0.133690953820994,22.6492896358031,5.22107452635087,71.6666666666667,49.0173770308636,27,12.3422087074071,12.3954969505089,-5.20589212468905,-0.129231846324739,0.00625341267714337,0.162661637347878,0.157021223044808,20.2892234428466,4.68101185256608,54,33.7107765571534,15.3333333333333,9.13792250687434,9.03260492246918,-12.1996288150839,-0.362695458399436,0.00912043963128105,0.147809569254165,0.256450872850768,15.0818990037887,3.43920868186839,64,48.9181009962113,34.6666666666667
"CN_105862_AGL",95.5444545254921,94.5018196462382,-11.9298185171603,-3.55652232751722,0.0981843456108261,1.45365065562432,0.290540796313425,14.2185682161497,3.21056067622578,59.3333333333333,45.1147651171837,32,15.7531937873115,15.8526524755602,-5.09548887885397,-0.171505177497957,0.00748755073252248,0.220152981731487,0.138979913962675,21.8888482706081,5.10364094541883,59.6666666666667,37.7778183960586,16.6666666666667,19.633174297169,19.7019805119845,-14.5120223530773,-0.861335627021471,0.0225880095730389,0.312984667235701,0.327031613830679,13.8005061288224,3.13595913569687,61,47.1994938711776,34.3333333333333
"CN_105863_AGL",82.1097389211777,80.1587394936649,-5.49248401919286,-1.24554810237641,0.0413431980575803,1.235737203512,0.135780519785233,22.2827094923605,5.13359106989011,67.3333333333333,45.0506238409728,23.6666666666667,15.5005405666431,15.6978992024767,-4.85133751878087,-0.154687110923541,0.0074402146368933,0.209489764695635,0.141988762219137,21.6256275616265,5.00217459494705,56.6666666666667,35.0410391050402,14.3333333333333,16.6153472279303,16.3359923818544,-8.0372717160701,-0.379101667241458,0.0105915056572618,0.26633727831473,0.169908611398515,18.9158173855751,4.32980066884229,67.3333333333333,48.4175159477583,30.3333333333333
"CN_105864_AGL",101.264383268709,98.4185709041113,-8.55294843121672,-2.70626246445754,0.0767025016965151,1.51971062498425,0.205931334525469,15.0582413693543,3.42296551718053,60.3333333333333,45.275091963979,31,16.0486988856892,16.1483408051525,-4.61164163932955,-0.154514601872608,0.00682051392930411,0.229490159199732,0.119868605311691,25.155350514378,5.81397519155699,64.6666666666667,39.5113161522887,15.3333333333333,21.6339376895082,21.2267128372966,-10.3798687060629,-0.730600263920237,0.0182626972514402,0.351315442435382,0.212580558433661,14.3893585366631,3.31649229246058,64,49.6106414633369,36
"CN_105865_AGL",84.8091676197033,82.3127788074276,-11.6058228221333,-2.92842551855369,0.0831597859959845,1.23396281782398,0.287139338857771,13.7106242770683,3.02661827339493,57,43.2893757229317,31,15.1596357918779,15.2753053245,-5.25224262659265,-0.16633543785697,0.00782208510887823,0.203039618303784,0.157166651109497,20.1117893837143,4.5591666773126,54.6666666666667,34.5548772829524,16,16.4986562133657,16.3682199721589,-15.0303951390067,-0.733445126589362,0.0193358036788922,0.255366133881193,0.34280911158298,11.9085274434775,2.71749957095713,57.6666666666667,45.7581392231892,34.6666666666667
"CN_105866_AGL",76.9587136375568,74.7043476501503,-11.4568688232098,-2.64762490437949,0.0741942840996799,1.12380700679359,0.278389870198254,11.2168888751325,2.62393334565063,54.6666666666667,43.4497777915342,33,15.1495163388054,15.3673058545324,-5.21774374622077,-0.165463895883491,0.00780899486833869,0.202437635017127,0.155902893077598,19.6528838565003,4.471179302253,53.6666666666667,34.0137828101664,15.6666666666667,14.8160664622558,14.8181002719908,-19.5592144290314,-0.871047738125672,0.0224564694285582,0.226376052939496,0.451204678873049,7.96318286425387,1.78928970541577,52.3333333333333,44.3701504690795,37
"CN_105895_AGL",64.2778495152742,62.5823030148036,-8.67784617450618,-1.61282989883067,0.0481443848813845,0.940210036858788,0.212212667911378,14.7083797895152,3.32155639353289,58,43.2916202104848,29.6666666666667,11.6180227023363,11.6878242686525,-6.19577685896974,-0.158763215176481,0.00721122605795811,0.150795206700762,0.192887698043483,16.1483523677698,3.65233806065902,48.6666666666667,32.5183142988969,17.6666666666667,9.68593755087465,9.83785644476771,-5.02506942993943,-0.125721518227337,0.00437122394326618,0.154706440360143,0.109747085120818,28.6350303685523,6.69530692536236,75,46.3649696314477,18.6666666666667
"CN_106265_AGL",95.0222704866221,92.4534674335561,-7.12649381124213,-2.08987495413886,0.0611665291309751,1.44622416548335,0.170670445592217,17.9230632376235,4.10359219580429,64,46.0769367623765,29,21.3780867186188,21.4252498872502,-4.92064591434532,-0.254565759170307,0.0092199572160767,0.333911452084078,0.11128688537839,27.2264896696176,6.32203786545488,73,45.7735103303824,19.3333333333333,27.9422743418363,27.6234056968978,-8.9423231661006,-0.865160265433055,0.0209516330521423,0.483461607107022,0.173325839997949,17.9917534086655,4.08943734116084,71,53.0082465913345,36.3333333333333
"CN_108369_AGL",94.6685852386207,92.636867387425,-11.4530139639163,-3.50108765517926,0.0958525857086446,1.41678239609713,0.276548850192704,12.5266137173364,2.87981269360133,57.3333333333333,44.8067196159969,33,17.0850230025252,17.2152122502995,-4.75946920733805,-0.173548995494388,0.0075064234640827,0.243944193795319,0.124022687497075,24.3086121199393,5.59635348147566,63.6666666666667,39.3580545467274,16.3333333333333,21.5584887173045,21.3216322389561,-12.6532307734527,-0.89687646095895,0.0224063338415874,0.346256027000573,0.268526820765178,12.4665197904599,2.78013562813514,61,48.5334802095401,37.3333333333333
"CN_108370_AGL",114.322864189069,112.240604630117,-7.20791027604337,-2.79000165598921,0.0765761521958284,1.82843853581258,0.167693461050995,18.6565835881691,4.30429773225009,67.3333333333333,48.6767497451643,31,18.9626123507321,19.0202077717706,-4.43582159411393,-0.193363691592342,0.00735408167793918,0.301210412383987,0.0980592621228204,30.5646776996683,7.07595483321879,77.3333333333333,46.768655633665,17.3333333333333,30.441225473998,30.141074268464,-8.87781149675645,-0.985511085101594,0.0226315464554226,0.557318050914265,0.163891313361424,18.7394725085781,4.28196007225122,74.6666666666667,55.9271941580886,38.3333333333333
