"Name","Su17_Plot.Area.d040","Su17_Plot.Area.d046","Su17_Plot.Area.d051","Su17_Plot.Area.d057","Su17_Plot.Area.d061","Su17_Plot.Area.d068","Su17_Plot.Area.d072","Su17_Plot.Area.d075","Su17_Plot.Area.d077","Su17_Plot.Area.d083","Su17_Plot.Height.d032","Su17_Plot.Height.d040","Su17_Plot.Height.d046","Su17_Plot.Height.d051","Su17_Plot.Height.d057","Su17_Plot.Height.d061","Su17_Plot.Height.d068","Su17_Plot.Height.d072","Su17_Plot.Height.d075","Su17_Plot.Height.d077","Su17_Plot.Height.d083","Su17_Plot.Volume.d040","Su17_Plot.Volume.d046","Su17_Plot.Volume.d051","Su17_Plot.Volume.d057","Su17_Plot.Volume.d061","Su17_Plot.Volume.d068","Su17_Plot.Volume.d072","Su17_Plot.Volume.d075","Su17_Plot.Volume.d077","Su17_Plot.Volume.d083"
"PI_308614_LSP_AGL",0.170373330766136,0.259095508502362,0.299706707889974,0.470420112061572,0.586248280379523,0.922205784554946,1.0125339977145,0.904213343332165,1.00240865773736,1.00240865773736,0.0454500652849674,0.0808633441726367,0.0969473297397296,0.124741045137246,0.149343316753705,0.160131275653839,0.153488829731941,0.161052241921425,0.159227341413498,0.16404895350337,0.16404895350337,0.0135689294788955,0.0249209467191085,0.0371254944555647,0.0697139560732856,0.0943231967431445,0.139528734388686,0.161796712261314,0.143536738767726,0.160178745138701,0.160178745138701
"PI_311107_LSP_AGL",0.262120945403326,0.384395619410667,0.519389325768692,0.802383100483004,0.941354440644059,1.24372028100524,1.30699586571779,1.18706167183994,1.29392590706061,1.29392590706061,0.0571834680934747,0.107698748509089,0.122809405128161,0.149007638295492,0.181859264771144,0.207942575216293,0.229871133963267,0.235110774636269,0.220430021484693,0.232759666889906,0.232759666889906,0.0289893582538496,0.0492666012165536,0.0793261355002934,0.150110842564096,0.200837190783157,0.287609595876258,0.308229168988191,0.262106267551226,0.305146877298309,0.305146877298309
"PI_312175_LSP_AGL",0.210240477571975,0.323303391422584,0.417792521444273,0.747032301528789,0.994551592484573,1.35745978778882,1.44603399465457,1.39825335498292,1.43157365470802,1.43157365470802,0.045134462416172,0.0864120672146479,0.100298002362251,0.133059782286485,0.164758930603663,0.204796954989433,0.24704647064209,0.278931021690369,0.269276688496272,0.276900021135807,0.276900021135807,0.0185097950771431,0.0336834201048339,0.0579090572370497,0.127402674726715,0.210337145111336,0.340580579738711,0.409780894869106,0.381164883536759,0.428745220007658,0.428745220007658
"PI_320935_LSP_AGL",0.243348876958899,0.349853811938657,0.447569144141815,0.760471570380373,0.909038576436454,1.23211428782265,1.3023847646383,1.28553282711877,1.29176525774271,1.29017190986084,0.048135748753945,0.0894268080592155,0.112828967471917,0.137230411171913,0.179575343926748,0.218493759632111,0.20841787258784,0.24354554216067,0.2335098584493,0.245376931925615,0.244586101323366,0.0220489146355024,0.0395977519582714,0.0617296086922872,0.13872464348348,0.201379297927623,0.259237292664045,0.320072364193979,0.30348058754693,0.320586399776051,0.319831067155005
"PI_320936_LSP_AGL",0.270333640995231,0.384992725803948,0.475420223178469,0.748903716321776,0.977101920571264,1.38449094754645,1.29009383499039,1.12089001714698,1.39698833488349,1.39698833488349,0.0422072894871235,0.0916780307888985,0.112514292200406,0.144829163948695,0.192708179354668,0.235475828250249,0.301659733057022,0.32384314139684,0.307163745164871,0.322565437853336,0.322565437853336,0.0248312859984759,0.0433362508372855,0.0691324468049302,0.143999717886107,0.230762025345605,0.418851927744791,0.422208727973061,0.35020153055119,0.446322173539743,0.446322173539743
"PI_320937_LSP_AGL",0.18838564359071,0.301557171342535,0.358161409373842,0.692025538538122,0.936574124231767,1.24991961753248,1.28012247408475,1.20725267275849,1.26497911585248,1.2793827691633,0.0470925209422906,0.0895822942256927,0.0980031465490659,0.127907209098339,0.174490670363108,0.202020282546679,0.276522770524025,0.303709367911021,0.299643397331238,0.3107119606932,0.309734313189983,0.0166526725600109,0.0298463295729166,0.0469149163136324,0.124741119945491,0.196502801314862,0.351303921944005,0.397035100093468,0.369796328609736,0.406413184802497,0.405517906446841
"PI_320941_LSP_AGL",0.157077072563393,0.188047936089003,0.263412512858873,0.436935684233134,0.585837635148823,0.98459557997747,1.02075759567467,1.02542776581113,1.02321507684106,1.03164428765497,0.0458260787030061,0.0942212144533793,0.119811673959096,0.146930654843648,0.176886429389318,0.207964017987251,0.188770746191343,0.204502527912458,0.198141207297643,0.217230906089147,0.216915754973888,0.0146587166453841,0.0223437526144291,0.0391377852558953,0.0790834061735429,0.124641656382918,0.188469596979615,0.210449234811951,0.205293208802927,0.223591501424139,0.221355586409897
"PI_320945_LSP_AGL",0.293294229573741,0.400178828626818,0.488486173715674,0.79754243410443,0.957969269745129,1.24359552111409,1.25830127164659,1.15122085103995,1.25615960468525,1.26391891392802,0.0475191387037436,0.0982086583971977,0.128090120851994,0.154530833164851,0.182999923825264,0.196117068330447,0.215125277638435,0.226340159773827,0.221683954199155,0.227320140004158,0.226556963324547,0.0288731383576461,0.0512504837970247,0.0750220239844481,0.145681190065938,0.186820285138261,0.267131921902533,0.283848511503175,0.255355989612111,0.282151917332057,0.281176561889607
"PI_320946_LSP_AGL",0.242099858587565,0.288236901845928,0.324218347685398,0.545460204002409,0.664191595162593,0.949395682380425,0.994751440081393,0.893149999308218,0.995626803190069,0.995626803190069,0.0549189057201147,0.101972391208013,0.12093431254228,0.146562288204829,0.172737355033557,0.182236631711324,0.200599531332652,0.20585594077905,0.195912644267082,0.20410294264555,0.20410294264555,0.0253957520110405,0.0370961286212831,0.0504806429235944,0.0967659186776432,0.127867623206554,0.194176114609444,0.209062751670939,0.179458582935338,0.206972124154229,0.206972124154229
"PI_320952_LSP_AGL",0.174556041250423,0.26055250318501,0.373088590075751,0.739247283930841,0.985526624946549,1.46065548565354,1.5265473571024,1.5116611317186,1.53132893578104,1.53132893578104,0.0446191318333149,0.078476128478845,0.0817561993996302,0.104739653567473,0.149682367841403,0.179212669531504,0.259084100524584,0.30628165602684,0.315623869498571,0.312467630803585,0.312467630803585,0.0137009545018283,0.0212528058325563,0.0391627836926491,0.110786708813107,0.176359372010504,0.378043938857694,0.468512144350987,0.477338963860713,0.583100732044178,0.583100732044178
"PI_320953_LSP_AGL",0.200090021510639,0.307261557161389,0.431319952589328,0.773367022879286,0.971373854654648,1.34005450795951,1.40094434536113,1.42179002735008,1.4096515573887,1.4096515573887,0.0430747928718726,0.0706848055124283,0.0716525018215179,0.0959674045443535,0.136060645182927,0.176943649848302,0.250268379847209,0.286025856932004,0.285905758539836,0.285403691232204,0.285403691232204,0.0141148511909062,0.0222485808704422,0.0435799304666263,0.110890409263783,0.180023249636667,0.342918222625467,0.406653380645324,0.411365507972478,0.437627242715882,0.437627242715882
"PI_320954_LSP_AGL",0.168548461049187,0.240238146769456,0.301741838978241,0.550910719810464,0.732847291383592,1.11072427035793,1.15922632355971,1.1092248151907,1.15219243419729,1.15100440556462,0.040727574378252,0.0806402837236722,0.0939473733305931,0.120829304059347,0.152581967413425,0.176726693908374,0.205117752154668,0.22601543366909,0.222214356064796,0.22923900688688,0.228557713776827,0.0139352193758745,0.0242708883193775,0.0391122601440183,0.0895688713648006,0.136974474417804,0.232582943514439,0.265590785912643,0.251415605039591,0.269123823105756,0.26848399040013
"PI_329157_LSP_AGL",0.295819371564505,0.444931130778432,0.541948473601011,0.829467428786561,1.06944337161599,1.41005136765415,1.47890759935646,1.37592551561535,1.46378471815833,1.4641185233629,0.0459564961493015,0.0971313342452049,0.115320270260175,0.148459201057752,0.191428566972415,0.237153902649879,0.217440565427144,0.241676842172941,0.235820740461349,0.249107160568237,0.248339820206165,0.028840101237973,0.0516781891708627,0.0808685447089463,0.160329180738396,0.255803727322691,0.309286067729259,0.358709037753515,0.325958287085499,0.3582680620774,0.357315176396852
"PI_329167_LSP_AGL",0.253757035622171,0.296620066100375,0.307093762405452,0.546033942148087,0.63936724057354,0.88787298811824,0.966127998779399,0.894512916291482,0.971694402986925,0.968450187134882,0.0554087273776531,0.103674312432607,0.131856267650922,0.157667194803556,0.179601639509201,0.207085390885671,0.182302316029867,0.20057109495004,0.193798427780469,0.20196436420083,0.211178614497185,0.027077871177357,0.0401633079015507,0.049617728697411,0.0994250930970931,0.133904753034763,0.162152062310715,0.193992400954999,0.174802102712293,0.19649447222634,0.195805839861206
"PI_339266_LSP_AGL",0.316653447187378,0.467436449984003,0.560467454203055,0.837295257801638,0.969517686801079,1.24892537979606,1.25985218368485,1.20449578208852,1.26400464154629,1.26400464154629,0.0485919881612062,0.113219864666462,0.135914941628774,0.16820919016997,0.198631619413694,0.224923943479856,0.252224385738373,0.263445367415746,0.238747735818227,0.26204372137785,0.26204372137785,0.0359022118919321,0.0636436313053461,0.0946120864450094,0.166303172715175,0.217995251086066,0.31360324382059,0.332106826933919,0.288757001030883,0.351531872650651,0.351531872650651
"PI_339283_LSP_AGL",0.305664059740314,0.440744006845218,0.506638947501358,0.824580856190501,0.967709895446365,1.23546786923453,1.25460034044176,1.22357929725144,1.26843506660049,1.26622932504969,0.0479417542616526,0.0959786772727966,0.117209941148758,0.155537451306979,0.182546133796374,0.214282497763634,0.199132467309634,0.219417010744413,0.195224985480309,0.22616241440177,0.225447985231876,0.0293295986455096,0.051829620410727,0.0789571470314405,0.152388761266329,0.210679312484025,0.248647648325455,0.277067225487153,0.239232441587792,0.280178703252664,0.279397010591947
"PI_339285_AGL",0.260804426520411,0.368475684904246,0.449742411485486,0.713650693688594,0.858025983400218,1.14881786244475,1.16605298876228,1.13803867378334,1.16297929957716,1.16981007415648,0.0476677479843299,0.0923168212175369,0.114033261934916,0.142602289716403,0.174234325687091,0.200610051552455,0.218277737498283,0.235755031307538,0.223241105675697,0.238922171543042,0.238240139633417,0.0240270905077244,0.0430874165855139,0.0655467577713811,0.128390494564317,0.178518698828477,0.257787412182918,0.281362787352191,0.261050692611859,0.28355206161216,0.282983817527424
"PI_339289_LSP_AGL",0.267855910700779,0.35665240854636,0.382898683352817,0.663239536474297,0.840139668441976,1.01844207930913,1.07424812191742,0.953981042156181,1.12190648515781,1.11744846392368,0.0505897123366594,0.103795140981674,0.122748757402102,0.160211980342865,0.189060966173808,0.21023786564668,0.233045975367228,0.242639238635699,0.235700517892838,0.239202030201753,0.241673874557018,0.0280171360580916,0.044994081788299,0.06269064731411,0.127081880224072,0.177991174181493,0.238308950145707,0.26222935136426,0.226536788438308,0.271621159671761,0.270449672434014
"PI_339292_LSP_AGL",0.30171569481475,0.413474176451185,0.486582577273494,0.752411447324652,0.884063165850665,1.13378207080185,1.14713664935678,1.07528882567544,1.15624701583236,1.15458963866403,0.0525449228783449,0.1029375543197,0.120124948521455,0.150239442785581,0.191392804185549,0.236093362172445,0.238738919297854,0.264089127381643,0.260667552550634,0.266491202314695,0.26559520304203,0.0309787231353543,0.050095332393566,0.0742874802675242,0.145683154536027,0.210653990632928,0.272579186120654,0.305753242519626,0.282552452475432,0.30663205947883,0.305690959103466
