"Name","Ro17_Plot.Area.d040","Ro17_Plot.Area.d054","Ro17_Plot.Area.d061","Ro17_Plot.Area.d067","Ro17_Plot.Area.d074","Ro17_Plot.Area.d080","Ro17_Plot.Area.d089","Ro17_Plot.Area.d095","Ro17_Plot.Height.d024","Ro17_Plot.Height.d032","Ro17_Plot.Height.d040","Ro17_Plot.Height.d054","Ro17_Plot.Height.d061","Ro17_Plot.Height.d067","Ro17_Plot.Height.d074","Ro17_Plot.Height.d080","Ro17_Plot.Height.d089","Ro17_Plot.Height.d095","Ro17_Plot.Volume.d040","Ro17_Plot.Volume.d054","Ro17_Plot.Volume.d061","Ro17_Plot.Volume.d067","Ro17_Plot.Volume.d074","Ro17_Plot.Volume.d080","Ro17_Plot.Volume.d089","Ro17_Plot.Volume.d095"
"CDC_Maxim_AGL",0.361876478714695,1.2491323677865,1.24071231560256,1.46029773817034,1.25458818398682,1.3413863251009,1.29622004611482,1.4119544440438,0.0398238189518452,0.0806020479649305,0.139288872480392,0.240675215919813,0.296799709399541,0.314080059528351,0.299917827049891,0.313629031181335,0.333105653524399,0.322224768002828,0.0514147719239686,0.305031537628843,0.372170248960323,0.464146074117763,0.377714262974956,0.423414765495457,0.438684062197008,0.44118860147269
"CDC_QG.1_AGL",0.298990722130829,1.29136222116453,1.43608611626302,1.77091498031325,1.81272968737669,1.76770144833883,1.76885029941826,1.66370442626161,0.0456214845180511,0.0854326114058495,0.126255869865417,0.213372200727463,0.270826439062754,0.285916874806086,0.275680586695671,0.268808424472809,0.269063840309779,0.274617339173953,0.0377474359624181,0.275530771028169,0.388477570986285,0.507306256949475,0.499910660161696,0.474953550189325,0.475273401990537,0.456149806999756
"CDC_Red_Rider_AGL",0.301471558008774,1.30545896754856,1.25445590452652,1.39834544248745,1.44334010725271,1.56205302140519,1.47850217236565,1.50882097513676,0.0379647444933653,0.0835601836442947,0.120447802046935,0.231413548191388,0.267063985268275,0.292729198932648,0.272053380807241,0.278667408227921,0.276455539464951,0.278092738986015,0.0370299469101156,0.302617668652281,0.337223104792391,0.409789893867547,0.392436885838554,0.439881919689936,0.414665671383937,0.425497010879134
"CDC_Redcoat_AGL",0.325757469396409,1.13802571287853,1.10695236003274,1.34104579122378,1.28996005660549,1.47775591302553,1.4464698560832,1.41750433060266,0.0466415137052536,0.0802090689539909,0.124383836984634,0.225839346647263,0.278221627076467,0.309624423583349,0.300506681203842,0.287126739819845,0.277525772651037,0.304258777201176,0.0400921285152676,0.256837750169431,0.308071026797638,0.41524133780434,0.387977746474763,0.424758683289933,0.401524226066556,0.422952625157425
"CDC_Redwing_AGL",0.294956949871967,1.40249871752873,1.17596978172145,1.40145285367841,1.37559739735802,1.41897219997131,1.35059621131324,1.39103253760049,0.0368394826849302,0.0885071754455566,0.129146784543991,0.193918943405151,0.225321138898532,0.257330606381098,0.233278885483742,0.224169567227364,0.234268446763357,0.244464076062043,0.0381802097806053,0.273457702540895,0.265673940944147,0.36003191064438,0.320217650987132,0.318491679722493,0.320632348954685,0.342030315112161
"CDC_Robin_AGL",0.440830905161788,1.38619041750721,1.36788672617936,1.51560883403894,1.50807383583761,1.60377142239966,1.49485871859522,1.53728753778347,0.0377082644651333,0.104887045919895,0.128578037023544,0.240910659233729,0.299268424510956,0.320507287979126,0.294291208187739,0.297461926937103,0.31453995903333,0.308882725735505,0.056629113099969,0.33476419120781,0.410441376001687,0.486670702462717,0.445546280513249,0.47969998882057,0.472220808271835,0.469000098061154
"CDC_Rosebud_AGL",0.295870989329508,1.32622411481166,1.29906120088022,1.52253753148638,1.48182425089654,1.62793357684016,1.61697769927871,1.59167780515772,0.037939810504516,0.0701680382092794,0.127015625437101,0.225633591413498,0.272691369056702,0.324647148450216,0.315522621075312,0.331343273321788,0.32468056678772,0.319807811578115,0.0373049728974455,0.299444697214222,0.355245228591315,0.495298179469854,0.47209767607589,0.545915857727185,0.527673424614711,0.534841560388753
"CDC_Rosetown_AGL",0.396763108537356,1.36866555326023,1.33798269340772,1.61872641251061,1.59970256687797,1.7073856645451,1.66516196673611,1.64740803234676,0.0390353426337242,0.0735046528279781,0.128318046530088,0.223229428132375,0.292372008164724,0.331830074389776,0.318497131268183,0.338297337293625,0.326837360858917,0.338074619074663,0.0520500436576116,0.313736540525488,0.395875320003008,0.538928418186608,0.50967941377495,0.578101508525741,0.543893597242764,0.564357806794082
"CDC_Rosie_AGL",0.329714456420441,1.34087883566659,1.28011706339439,1.56470728086608,1.52313888433263,1.65211312187753,1.5202450010213,1.56950746578365,0.0325974421575665,0.0973433777689934,0.130557104945183,0.222245613733927,0.283753325541814,0.314246833324432,0.302868753671646,0.287834246953328,0.279223392407099,0.302241408824921,0.0702522149576407,0.298074236560854,0.36374830901329,0.493116940974283,0.462054277893321,0.478233302685201,0.426112668342596,0.468692425327196
"CDC_Rouleau_AGL",0.340336324701919,1.28937791591228,1.21108183894289,1.37959783155622,1.35829394266716,1.45382675289556,1.41558370175738,1.39940985856927,0.0405984570582708,0.102653756737709,0.140211924910545,0.247110957900683,0.271087954441706,0.295177777608236,0.271861294905345,0.275772546728452,0.282361740867297,0.295417998234431,0.0481791781820357,0.320277378131056,0.328456484527192,0.405361914256813,0.368351489728552,0.400699971152131,0.399745620818665,0.418164052398512
"CDC_Royale_AGL",0.30527898870779,1.22718184871388,1.29440510201533,1.53832550800107,1.48839815481831,1.60776596541435,1.60041420689481,1.52022852345007,0.0423776370783647,0.0800148546695709,0.121976857384046,0.203905632098516,0.262083634734154,0.27712419629097,0.264888564745585,0.267597521344821,0.27656148870786,0.278819259007772,0.0370463743254679,0.250222473179756,0.339391093775131,0.426517063577998,0.394431723636051,0.429841370440614,0.442560963859258,0.431249650115483
"CDC_Ruby_AGL",0.358299007539695,1.38132559973423,1.37043208227139,1.68425816363138,1.5045786920033,1.62915398119585,1.59225553354862,1.60986771663452,0.0319763384759426,0.08733731508255,0.135185559590658,0.21001960337162,0.291362682978312,0.330713599920273,0.318010846773783,0.329327931006749,0.336986263593038,0.322108093400796,0.0484830388244978,0.28862869172985,0.39936375337028,0.557302106294855,0.478815222121016,0.538164466019003,0.537479766384908,0.529437000980113
"CDC_SB.1_AGL",0.287513311256893,1.20271082168011,1.05682961177871,1.24246269437597,1.17682777287602,1.22989627708587,1.12954516840634,1.22369427493085,0.0348215320458015,0.0682626366615295,0.131828896701336,0.202728097637494,0.244359080990156,0.264076431592305,0.240397860606511,0.245833401878675,0.264289210240046,0.260469806194305,0.0378458390286566,0.243550247144297,0.25990526703713,0.329128677174725,0.282798193145267,0.301482433602566,0.297134142340732,0.312672243315989
"CDC_Sedley_AGL",0.352231907359585,1.35503788355797,1.29342892772596,1.58290201160203,1.47749703706131,1.58369324455548,1.52164541319175,1.54140397431912,0.0396081022918224,0.112134106457233,0.13864654302597,0.222166667381922,0.271267652511597,0.283860355615616,0.266555388768514,0.257127905885379,0.264418005943298,0.273547506829103,0.0490715799864137,0.297151948002278,0.350933899747349,0.44804025275565,0.394697386483932,0.412241226917486,0.405281324932601,0.425638240117867
"CDC_Vantage_AGL",0.390198026667997,1.3194461962351,1.26562467487986,1.36903583276357,1.41779193311816,1.49182244138254,1.42261847805972,1.43054343612596,0.0415664600829283,0.10272316634655,0.145168279608091,0.248425955573718,0.258543168505033,0.27713480591774,0.244960099458694,0.231551572680473,0.232095703482628,0.263278065621853,0.0568864407299169,0.3300164493546,0.329302470845197,0.380540215959853,0.34898465077206,0.347279629695356,0.332063803090147,0.36151320516186
"CN_105604_AGL",0.238418627085452,1.03220426152386,1.03530652565221,1.14631548420668,1.22026836940415,1.23273462995604,1.13820729486997,1.18908893532867,0.0403954771657785,0.0766589157283306,0.117502448459466,0.172096659739812,0.188322673241297,0.203406204779943,0.16815193494161,0.183473505824804,0.190467604746421,0.193235894540946,0.0278311010074291,0.177453360334581,0.196409883133576,0.233736426751619,0.206508441888931,0.228099001094403,0.220010282595919,0.222801975913653
"CN_105605_AGL",0.335803290815609,1.14849992537101,1.0692525628426,1.14689091504759,1.0848614229372,1.18888678899802,1.185305744401,1.185305744401,0.0440393630415201,0.0886353875199954,0.116316132247448,0.191728914777438,0.199433902899424,0.193133721748988,0.165864358345668,0.190862405548493,0.196333684027195,0.196333684027195,0.0403835251904038,0.221825118146741,0.213651921905267,0.221572959231032,0.180723062075168,0.231593798195986,0.234025750293679,0.234025750293679
"CN_105715_AGL",0.396992799658356,1.04279290680536,0.906584282712345,0.882818292629049,0.914486861668062,0.995599184152096,0.995599184152096,0.995599184152096,0.0475585379948219,0.107061788439751,0.134543088575204,0.204691489537557,0.202040885885557,0.16964798172315,0.162687852978706,0.197429121037324,0.197429121037324,0.197429121037324,0.054499043129104,0.215001368718919,0.185094606521439,0.149949496957945,0.149074673198994,0.204251300282973,0.204251300282973,0.204251300282973
"CN_105732_AGL",0.313315723239427,1.25220378810039,1.179279826847,1.26199167082173,1.32367074459398,1.37435010734568,1.33442847476138,1.3223504925602,0.0463001653552055,0.0999836884438992,0.122100402911504,0.205108433961868,0.253614162405332,0.267604311307271,0.251521661877632,0.233179767926534,0.240397165218989,0.257631130019824,0.0382196156754797,0.257150655739262,0.299439734929112,0.337246891913893,0.332978910135698,0.321118056800383,0.320742148164375,0.332483246129042
"CN_105767_AGL",0.301339704691356,1.07967708031367,0.882082745668674,0.950746369327125,0.957365852105839,1.04600533336572,1.03431825485896,1.03431825485896,0.0365575055281321,0.109867786367734,0.14357753098011,0.193965648611387,0.190847913424174,0.197368279099464,0.156294673681259,0.190995948761702,0.197980661690235,0.197980661690235,0.0434014678543246,0.209702783578575,0.168532415175592,0.190578467149901,0.150437178610552,0.206253110442683,0.207959199009798,0.207959199009798
"CN_105777_AGL",0.202616469702283,0.809263885445571,0.886272808156874,1.01735153453366,1.07221383929797,1.09626979753524,1.09185287197223,1.07905067942232,0.0377794820815325,0.0660019032657146,0.116323868433634,0.182681456208229,0.148862391710281,0.170149773359299,0.139070401589076,0.131619061032931,0.152539528906345,0.174531817684571,0.0235528668541533,0.147075387873554,0.131607504085683,0.173127550416807,0.148797890344941,0.144283830093265,0.165783093123144,0.17391030906198
"CN_105789_AGL",0.239383894031526,0.664247641899496,0.57550137478725,0.64506357680675,0.612479021325458,0.701909893408055,0.701909893408055,0.701909893408055,0.0456867789228757,0.064500454813242,0.122103460133076,0.132381940881411,0.132756307721138,0.130982793867588,0.109994808832804,0.138725049545368,0.138725049545368,0.138725049545368,0.0304912933688821,0.0891209234882396,0.0762538338417367,0.08552544989189,0.0675416770464423,0.0984670594358743,0.0984670594358743,0.0984670594358743
"CN_105791_AGL",0.218767292001231,0.720237468138642,0.789486638044317,0.938233978546787,0.929688471421502,0.985748882902721,1.01111301074031,0.991037448964386,0.0454770351449649,0.0835171217719714,0.117373446623484,0.183101296424866,0.165816018978755,0.168329884608587,0.154862160483996,0.155309895674388,0.170779363562663,0.177293395002683,0.0256721252264926,0.132146921564805,0.132399852676872,0.158087860438352,0.14359213801894,0.151803651609563,0.157540461997219,0.157102487513499
"CN_105862_AGL",0.344405197717903,1.39466463490274,1.19746046395172,1.38447247805805,1.31227364565393,1.49318426805984,1.47073366794612,1.44572814062244,0.0377522986382246,0.0598342828452587,0.142229557037354,0.206690669059753,0.215809896588326,0.243992154796918,0.210237219929695,0.219341100255648,0.213500396410624,0.231792547057072,0.0495251863317847,0.291565674297859,0.260225822099969,0.339269024409242,0.275385353640752,0.317148825270713,0.304204252869264,0.324916895381814
"CN_105863_AGL",0.396712847058463,1.05412193746273,0.997203126379524,1.24069581537772,1.08156198112966,1.23673925284771,1.25988365873681,1.24111301151656,0.0426377765834332,0.10137527436018,0.146347237130006,0.198460827271144,0.224655533830325,0.222924406329791,0.211757237712542,0.208093619594971,0.211099725216627,0.218620665868123,0.0587080195940134,0.209926055550656,0.225166340522685,0.281261365243871,0.228793416822107,0.27021678061068,0.277528540958327,0.275908228842112
"CN_105864_AGL",0.387876703497296,1.36071590170937,1.36333270531579,1.51801063059834,1.51940867226013,1.57933325419597,1.49404792210515,1.50036659148617,0.0445158891379833,0.0902086347341537,0.125576411684354,0.19707678258419,0.229914247989655,0.247735048333804,0.221000671386719,0.219235678513845,0.233995070060094,0.239413088808457,0.0489099920819482,0.268668194827998,0.313993581226074,0.376243683077365,0.335480838725479,0.347917314129807,0.34969803559887,0.363042175662311
"CN_105865_AGL",0.399967012216363,1.17564606448862,1.08777398218784,1.24841273873232,1.16924504397933,1.27816786247947,1.25237818499744,1.23506556877685,0.0448045171797276,0.156188830733299,0.135475531220436,0.206835240125656,0.212781329949697,0.221657638748487,0.194168910384178,0.186583151171605,0.204278616855542,0.219003479927778,0.0541693611661353,0.243699310308966,0.231479488221514,0.276475738382876,0.226872265639532,0.242828215161958,0.262545943296486,0.273133285164035
"CN_105866_AGL",0.333593321421975,1.08562310837744,1.00633286045509,1.12402501726589,1.10275119320931,1.17667168316307,1.11876781993798,1.13129326053172,0.0453039209047953,0.103121382494768,0.140489916006724,0.213933140039444,0.221928616364797,0.226758738358816,0.207976142565409,0.180497154593468,0.180643598238627,0.216472250719865,0.0468904391883496,0.232035928037369,0.223293391614752,0.255263704759618,0.229322059013039,0.212372295421203,0.202314425039016,0.243565594864996
"CN_105895_AGL",0.30922700497261,0.932209600528966,0.835445576035295,0.881308937766989,0.871182732813907,0.948954625903984,0.948954625903984,0.948954625903984,0.0342914586265882,0.0890387967228889,0.127958374718825,0.168677017092705,0.157886639237404,0.154403996964296,0.124963074922562,0.163882039735715,0.163882039735715,0.163882039735715,0.0397791271125973,0.158400104398448,0.132396309229655,0.141678439108159,0.109453412612566,0.164706440360143,0.164706440360143,0.164706440360143
"CN_106265_AGL",0.375854839170805,1.21603135609111,1.25746738362498,1.41052798170214,1.40272581882192,1.5013474674403,1.42828870393222,1.42222203662546,0.0439967314402262,0.0838390924036503,0.119316471119722,0.236460010210673,0.304851512114207,0.322712401549021,0.323925783236821,0.341672241687775,0.341912746429443,0.31814431399107,0.0450689929665334,0.291323976124407,0.385925579379115,0.459359337942867,0.456832371513058,0.517075019811021,0.488377658640882,0.452269323165019
"CN_108369_AGL",0.352917178106903,1.34259660231398,1.21700016893882,1.44345255036644,1.38254281908146,1.44882665216068,1.41292813315095,1.38957426575062,0.0461588402589162,0.0890867784619331,0.127479103704294,0.214284737904867,0.250319530566533,0.262366990248362,0.251097912589709,0.242398013671239,0.230184411009153,0.24945874363184,0.0454645894933316,0.289525403635218,0.30614113866738,0.379599820208361,0.349790904929614,0.352343116599833,0.325978884583091,0.348980083326483
"CN_108370_AGL",0.307182402721916,1.44212462826177,1.48101200042628,1.69242908057723,1.82892812456841,1.80312575190373,1.82388579327654,1.83493358078904,0.0398008661965529,0.0838446021080017,0.12238526592652,0.186576833327611,0.252840916315715,0.288212776184082,0.313650925954183,0.309957206249237,0.281474361817042,0.295998734732469,0.03774394578849,0.267156440700176,0.372913222335406,0.488943574218294,0.57343037208658,0.558394829806879,0.513776298218375,0.554751045016441
"Crimson_AGL",0.304972327848415,1.06633839473042,1.07136455182275,1.19789868707696,1.20276165263313,1.22081485594212,1.21084935003439,1.18129781102582,0.0489444558819135,0.0778194293379784,0.128602897127469,0.199017688632011,0.230008850495021,0.236595392227173,0.217812592784564,0.223669091860453,0.229242085168759,0.227363366633654,0.0398969893145984,0.209958696457843,0.247261497555515,0.282233516271653,0.260997046404907,0.271586673404826,0.278814569727293,0.272049047885632
"DPL_62_AGL",0.288265342833865,0.834093834016051,0.856517304172334,0.942554974614887,0.920720938719234,0.994780375469733,0.941605365201768,0.960077298473364,0.0434805788099766,0.0745308194309473,0.118330332140128,0.176614850759506,0.171962569157283,0.167157913247744,0.144093299905459,0.141636100411415,0.151214358210564,0.16797227114439,0.0341215291723378,0.147890737418652,0.14806565149268,0.15784669112348,0.132860572008918,0.14251079026655,0.144811292823977,0.152041263153568
"Eston_AGL",0.381694383098387,1.30964197739549,1.16697618992267,1.33839453046475,1.2736567559832,1.38480077702998,1.35262326482122,1.37449247188956,0.0394579308728377,0.0907096788287163,0.14392481247584,0.218662569920222,0.258818199237188,0.281510720650355,0.258046597242355,0.267875000834465,0.266108562548955,0.271704042454561,0.0552099600348884,0.286306338867341,0.301673371059433,0.376572090903736,0.328658941202984,0.372283787280443,0.360581438388566,0.375092655851376
"Gudo_AGL",0.295950046450618,0.837315984495327,0.807024433224708,0.884192616454276,0.906016880128376,0.93291423497035,0.882029158042102,0.901705467138593,0.0405165733148654,0.0649244040250778,0.123647682368755,0.16092611849308,0.162330304582914,0.159772952397664,0.135149742166201,0.137076603869597,0.156244141360124,0.164556025962035,0.0370433559353402,0.137195805304012,0.131829996894035,0.14046454420606,0.122603236153768,0.131812067441277,0.141363834602013,0.145246564855693
"IG_1046_AGL",0.359106217862916,1.06430913486922,1.02409167523142,1.19219161216998,1.20562452413029,1.2137958193831,1.15258342306301,1.18752155105172,0.0345396660268307,0.0933491624891758,0.143088499704997,0.162039329608281,0.197184155384699,0.20949324965477,0.191784287492434,0.181078111131986,0.178003673007091,0.199018587172031,0.0520714824865387,0.171261252571839,0.200440071630813,0.249060198211205,0.23081334867044,0.219302483693273,0.200751176193545,0.236607188300645
"IG_1706_AGL",0.268253832834076,0.898511731973705,0.892763471468964,1.03904368832206,1.05009445875332,1.12537086425162,1.07081127182273,1.06910232103904,0.0451215691864491,0.0866647933920224,0.11565405378739,0.1770092745622,0.207864517966906,0.22256534298261,0.217832858363787,0.219671120246251,0.221920991937319,0.224633314957221,0.031223661282216,0.158084805788355,0.185474415655369,0.232545359925998,0.227829887226527,0.246576930269471,0.236483280819608,0.238428727894343
"IG_1959_AGL",0.287032663164605,1.0734891272184,0.976359612907182,1.07258679190846,1.05547101397018,0.99641059546721,1.05912650590635,1.05912650590635,0.0465905119975408,0.0830829329788685,0.126548317571481,0.191036542256673,0.203090156118075,0.198317517836889,0.170650894443194,0.178054621815681,0.192935648312171,0.192935648312171,0.0370690554421005,0.205759146361553,0.198291492310797,0.212722412609066,0.179414705535116,0.178012620783268,0.208540918797898,0.208540918797898
"IG_4258_AGL",0.327195086254107,1.06967615312581,0.974095278103723,1.11899723613555,1.01285868112787,1.12064367072551,1.12064367072551,1.12064367072551,0.0348197886099418,0.0964297093451023,0.141375596324603,0.177667374412219,0.161312093337377,0.161904603242874,0.126942478120327,0.168784005691608,0.168784005691608,0.168784005691608,0.046212953864582,0.187591789778988,0.155373892057781,0.181314669014466,0.127663098193826,0.182136672357308,0.182136672357308,0.182136672357308
"IG_4781_AGL",0.24461606889647,0.973828218230096,1.03469397480384,1.19187020383795,1.13379234317306,1.30794229371598,1.14413179807996,1.24254517903018,0.0384778802593549,NA,0.115956827998161,0.193786149223646,0.202640439073245,0.219054743647575,0.203141450881958,0.183907573421796,0.190275763471921,0.211512225866318,0.0284222980326296,0.188898742960531,0.209579935480757,0.261471358725725,0.230446088535688,0.240583638104124,0.216677412532846,0.249278075665489
"IG_858_AGL",0.37077592940252,1.15858437223753,1.0212744247201,1.07686934559696,1.10015389437286,1.17563696372118,1.12317193679899,1.15091812749725,0.0488586165010929,0.0919218510389328,0.13348433872064,0.221432939171791,0.210497384270032,0.203032553195953,0.175031910339991,0.200486698249976,0.208438851932685,0.221651765952508,0.0494466208107483,0.257803199308482,0.215258577105992,0.220667539239849,0.191699760826463,0.236722754923961,0.238763942625101,0.259794028183555
"ILL_10657_AGL",0.403984688462267,0.980571735381408,0.808871968733083,0.861532021180131,0.827926427094076,0.931426751155602,0.931543148612338,0.931543148612338,0.0340915905932585,0.106455959379673,0.137962033351262,0.173993508021037,0.171269044280052,0.181039532025655,0.137298551698526,0.167034400502841,0.173974930743376,0.173974930743376,0.0556397812468062,0.172084804953393,0.139497365103809,0.157009234500013,0.114545886495858,0.155803276550235,0.163480564705724,0.163480564705724
"ILL_10748_AGL",0.430678173935906,1.1337675316642,1.07232787254591,1.2343545881339,1.09186138087029,1.21123982871818,1.21123982871818,1.21123982871818,0.036694614837567,0.125533472746611,0.147325739264488,0.195941016077995,0.189418147007624,0.199557373921076,0.170846497019132,0.19925340389212,0.19925340389212,0.19925340389212,0.0647857664705612,0.225797513040769,0.203598692456893,0.246940171330735,0.185926683814761,0.249782921454088,0.249782921454088,0.249782921454088
"ILL_11547_AGL",0.356978782251697,1.09361082356059,0.990921786551532,1.15910048726118,1.05851715005117,1.13633499867409,1.16522278508276,1.16522278508276,0.0342747581501802,0.0972081646323204,0.132990678151449,0.208550314108531,0.241411690910657,0.245054165522257,0.21025313436985,0.224849866330624,0.234276268382867,0.234276268382867,0.047362702967739,0.228567456898039,0.239244532058113,0.282631529502224,0.223028030804686,0.249617904995323,0.271486454444609,0.271486454444609
"ILL_11548_AGL",0.328458603587531,1.13294309671701,1.00497553919174,1.15018448291042,1.10437095964338,1.18094526810939,1.14251467514154,1.1492053523439,0.0382113996893167,0.0907275080680847,0.128934721151988,0.195045645038287,0.209379568696022,0.198340619603793,0.177414139111837,0.188395542651415,0.191859461863836,0.199264445652564,0.0422319439885715,0.223082001932748,0.2121818468088,0.230544613976143,0.198838320799505,0.230481372841252,0.225395405668468,0.230742548217254
"ILL_11553_AGL",0.274310484844795,0.907851372185715,0.84951608650639,0.869529520769599,0.918252826574633,0.967608305496128,0.953848748348777,0.953848748348777,0.0381927962104479,0.0660006366670132,0.12885111818711,0.167455022533735,0.158743982513746,0.149556800723076,0.119476474821568,0.146105898916721,0.159082271407048,0.159082271407048,0.035899439415077,0.15345437395945,0.136696052919726,0.129987426599219,0.109235258923643,0.147415479449895,0.154346830240306,0.154346830240306
"ILL_11555_AGL",0.236145481036543,0.746095938812972,0.791424863896075,0.878336021415686,0.90370481451327,0.949122493657058,0.924037029198878,0.954653315784288,0.0472348853945732,0.0929436460137367,0.113563982148965,0.180633912483851,0.174435411890348,0.177952125668526,0.152473444739978,0.146339401602745,0.154155393689871,0.176978525519371,0.0272093085875309,0.134805049475082,0.136942138937309,0.155025778206429,0.136744968304393,0.135626122562944,0.139222316192627,0.150695132170818
"ILL_11557_AGL",0.315714507675869,0.877324108921862,0.880688915083597,0.986038499310718,0.974706375209078,1.06265862630584,1.04392371903532,1.0419958891196,0.0365267625699441,0.102046925574541,0.125830049316088,0.156883801023165,0.155441572268804,0.16465392212073,0.128037725885709,0.140831374873718,0.16286126896739,0.16620759020249,0.0397281471696532,0.139003863110177,0.137747058456564,0.16314700992032,0.126037174271308,0.14095580660214,0.157514826050747,0.156932219957212
