"Name","It17_Plot.Area.d094","It17_Plot.Area.d100","It17_Plot.Area.d118","It17_Plot.Area.d132","It17_Plot.Area.d164","It17_Plot.Height.d094","It17_Plot.Height.d100","It17_Plot.Height.d118","It17_Plot.Height.d132","It17_Plot.Height.d164","It17_Plot.Volume.d094","It17_Plot.Volume.d100","It17_Plot.Volume.d118","It17_Plot.Volume.d132","It17_Plot.Volume.d164"
"PI_431731_LSP_AGL",0.194168249566133,0.257018682221804,0.672071425570146,1.37211853543711,1.35839735008274,0.0883642534414927,0.114709285398324,0.127773488561312,0.280917892853419,0.278108713924885,0.0165700382739092,0.0300437356312595,0.0852239529161315,0.385720156900887,0.381862955331878
"PI_431739_LSP_AGL",0.124205792105358,0.234436426730042,0.65953607677147,1.36345889784519,1.74659680676648,0.0813401366273562,0.0953205774227778,0.129361405968666,0.268009434143702,0.268997153143088,0.00968407641122525,0.0213845727009113,0.085017519275838,0.360593128852715,0.476092446628428
"PI_431753_LSP_AGL",0.159252882487255,0.267962962899873,0.673064395551594,1.22354609530873,1.21131063435564,0.0971281329790751,0.114706290264924,0.115554049611092,0.253129705786705,0.250598408728838,0.0160928727993266,0.0306578979097371,0.0781096281467727,0.310646956847775,0.307540487279297
"PI_431756_LSP_AGL",0.286801797133345,0.249663198528492,0.727201189093442,1.41402023169864,1.39988002938165,0.0682095748682817,0.0842178588112195,0.121494702994823,0.270337124665578,0.267633753418922,0.0200139920419198,0.0213283262179776,0.090417299450842,0.384466015501884,0.380621355346866
"PI_431809_LSP_AGL",0.180025178133672,0.0877258334779165,0.302135963734798,0.695450767547537,1.42816762225274,0.068473561356465,0.0839526479442914,0.0902212038636208,0.184264754255613,0.197220027446747,0.0123596673950791,0.00708212515370001,0.0269644178935753,0.127960226262597,0.285538015120554
"PI_431824_LSP_AGL",0.138191009795134,0.226030234176965,0.688730421601508,1.27137279936788,1.2586590713742,0.0687893691162268,0.083976140866677,0.105242403844992,0.234323978424072,0.231980738639832,0.00952546591009219,0.0195849910667106,0.0750155541529876,0.302594310043848,0.29956836694341
"PI_431863_LSP_AGL",0.257019080338823,0.30124437588708,0.776293663858006,1.41155730465108,1.39744173160457,0.0679290021459262,0.0981311624248822,0.112479214866956,0.279363046089808,0.27656941562891,0.0177633751875401,0.029972637953831,0.0885173798509794,0.392359218612252,0.388435626426129
"PI_431873_LSP_AGL",0.293632649421829,0.261986226719877,0.855495678791701,1.50248283415986,1.48745800581826,0.0619556705156962,0.0922675430774689,0.0977704127629598,0.263518939415614,0.260883750021458,0.0173443520572986,0.0239611872949767,0.0853714636286213,0.396437718600014,0.392473341414014
"PI_431884_LSP_AGL",0.16587042625467,0.282518073426441,0.80028436725582,1.44027873354,1.4258759462046,0.074163352449735,0.082906981309255,0.126507940391699,0.264140024781227,0.261498624533415,0.0123762855895157,0.0233994844613586,0.101389120473745,0.381306352719216,0.377493289192024
"PI_431888_LSP_AGL",0.164641183013846,0.24745054452135,0.728524809258061,1.42510400370487,1.41085296366782,0.0668444807330767,0.081818662583828,0.106438773373763,0.284452736377716,0.281608209013939,0.010941984679275,0.0202856637993207,0.0773134929232614,0.404749794863748,0.40070229691511
